"","bodyid","glomerulus","soma_side","modality","cable.length.um","presyn.glom","presyn"
"1187",2320983805,"V","unilateral","olfactory",285.041768573257,180,182
"1188",2321001244,"V","unilateral","olfactory",316.146549679149,157,159
"1189",2321337738,"V","unilateral","olfactory",255.512081563676,161,176
"1190",5812992944,"VL1","unilateral","olfactory",139.860821409048,75,75
"1191",5812992945,"VL1","unilateral","olfactory",51.1850797403936,31,31
"1192",5812992948,"VL1","unilateral","olfactory",132.802338655044,79,79
"1193",5812993881,"DC4","contralateral","olfactory",126.009049107436,89,89
"1194",5812993911,"VL1","unilateral","olfactory",199.167901890039,90,90
"1195",5812994291,"DL3","contralateral","olfactory",50.1069923165401,36,36
"1196",5812995195,"DC4","contralateral","olfactory",98.5506172314309,73,73
"1197",5812995235,"DM2","ipsilateral","olfactory",160.005597541302,72,72
"1198",5812995261,"DM6","ipsilateral","olfactory",94.9780729189368,58,61
"1199",5812995265,"DM3","contralateral","olfactory",62.2138097710317,32,33
"1200",5812995278,"DM1","contralateral","olfactory",158.99460974957,69,70
"1201",5812995297,"DL2v","contralateral","olfactory",106.671569398531,110,114
"1202",5812995347,"DL1","ipsilateral","olfactory",125.297325693055,85,88
"1203",5812995356,"DA1","contralateral","olfactory",97.3750210354401,49,51
"1204",5812995402,"DA1","contralateral","olfactory",77.0123553393176,44,44
"1205",5812995431,"VL1","unilateral","olfactory",129.177571299469,70,70
"1206",5812995437,"DA1","ipsilateral","olfactory",99.1746578193594,57,58
"1207",5812995946,"DP1m","contralateral","olfactory",248.603344690929,152,152
"1208",5812995952,"DM1","contralateral","olfactory",146.458253806348,64,67
"1209",5812996056,"DP1l","ipsilateral","olfactory",223.224103179375,205,212
"1210",5812996057,"VL2p","ipsilateral","olfactory",133.078911266856,106,108
"1211",5812996058,"VL2a","ipsilateral","olfactory",85.7880984260644,74,75
"1212",5812996079,"DA1","ipsilateral","olfactory",21.5734146566601,17,21
"1213",5812996083,"DC1","contralateral","olfactory",118.759406278707,55,55
"1214",5812996088,"DL3","ipsilateral","olfactory",72.3042911765602,45,45
"1215",5812996809,"DP1l","contralateral","olfactory",100.015953212337,79,81
"1216",5812996810,"DC4","contralateral","olfactory",129.551186920445,102,102
"1217",5812996829,"VL2p","ipsilateral","olfactory",175.949855653621,143,144
"1218",5812996881,"DL3","ipsilateral","olfactory",98.4840868455545,76,80
"1219",5812996886,"DM6","ipsilateral","olfactory",128.797539151593,54,55
"1220",5812996926,"DA1","contralateral","olfactory",72.8918769748296,46,47
"1221",5812996943,"DA1","contralateral","olfactory",171.178896479489,69,69
"1222",5812997703,"DM2","contralateral","olfactory",108.270496432154,46,46
"1223",5812997711,"DM6","contralateral","olfactory",91.5330701523647,45,45
"1224",5812997715,"DM6","contralateral","olfactory",99.0676158201959,51,51
"1225",5812997727,"DM6","contralateral","olfactory",80.0821536866603,47,47
"1226",5812998432,"VL2a","ipsilateral","olfactory",83.005323353908,80,84
"1227",5812998436,"VL2a","ipsilateral","olfactory",124.395477075098,90,92
"1228",5812998437,"VL2a","ipsilateral","olfactory",85.7495997678634,84,87
"1229",5812998438,"VL2a","ipsilateral","olfactory",138.545190974734,119,123
"1230",5812998440,"VL2a","ipsilateral","olfactory",78.6093951032441,46,51
"1231",5812998445,"DP1l","ipsilateral","olfactory",208.823317932092,215,222
"1232",5812998446,"VL2a","ipsilateral","olfactory",114.855132941808,92,94
"1233",5812998466,"VL2a","ipsilateral","olfactory",85.5228554096011,84,93
"1234",5812998469,"VL2p","ipsilateral","olfactory",142.202048874328,118,118
"1235",5812999097,"VC1","contralateral","olfactory",111.759018698114,83,83
"1236",5812999215,"VC1","contralateral","olfactory",83.4562408806346,82,84
"1237",5812999623,"VP4","ipsilateral","thermo-hygro",117.205252051326,116,121
"1238",5812999627,"VP4","ipsilateral","thermo-hygro",159.893291944454,142,149
"1239",5812999707,"DP1l","contralateral","olfactory",117.17112339494,56,60
"1240",5812999764,"VL1","unilateral","olfactory",113.367159725459,73,73
"1241",5813000234,"VL2a","ipsilateral","olfactory",83.9148985979797,74,74
"1242",5813000235,"VL2a","ipsilateral","olfactory",72.570545610862,67,67
"1243",5813000237,"VL2a","ipsilateral","olfactory",100.259892816196,75,75
"1244",5813000247,"VP1l","unilateral","thermo-hygro",267.911859283904,239,249
"1245",5813000250,"VL2a","ipsilateral","olfactory",140.007336476898,96,96
"1246",5813000806,"VL1","unilateral","olfactory",143.663482974478,83,84
"1247",5813000807,"VL1","unilateral","olfactory",153.334459818581,96,96
"1248",5813002248,"VL2a","contralateral","olfactory",59.7018934387467,42,43
"1249",5813002774,"VL2p","contralateral","olfactory",86.4845462373204,49,50
"1250",5813003327,"VL2p","ipsilateral","olfactory",135.640441373003,136,144
"1251",5813003341,"VM7v","ipsilateral","olfactory",41.7390973588288,31,31
"1252",5813003357,"VL1","unilateral","olfactory",134.168505783578,54,55
"1253",5813003771,"VL1","unilateral","olfactory",151.624600239674,79,79
"1254",5813003775,"VL1","unilateral","olfactory",132.048760706366,80,80
"1255",5813003777,"VL1","unilateral","olfactory",155.288029709359,73,73
"1256",5813003778,"VL1","unilateral","olfactory",163.179972033439,95,95
"1257",5813003780,"VL1","unilateral","olfactory",149.223341232451,88,88
"1258",5813003782,"VL1","unilateral","olfactory",127.067171884618,71,72
"1259",5813004141,"VL1","unilateral","olfactory",166.45562154312,86,88
"1260",5813004144,"VL1","unilateral","olfactory",129.638808332659,95,95
"1261",5813004196,"VL1","unilateral","olfactory",150.098553093275,78,83
"1262",5813004197,"VL1","unilateral","olfactory",142.261652886872,74,74
"1263",5813004198,"VL1","unilateral","olfactory",132.982842095594,83,84
"1264",5813004600,"VL1","unilateral","olfactory",149.717627220359,84,84
"1265",5813004677,"VL1","unilateral","olfactory",129.464514657482,70,70
"1266",5813004685,"VL1","unilateral","olfactory",160.474570387804,86,86
"1267",5813004686,"VL1","unilateral","olfactory",145.350324037033,85,85
"1268",5813004690,"VL1","unilateral","olfactory",140.506210857763,73,73
"1269",5813004691,"VL1","unilateral","olfactory",139.981962970546,85,85
"1270",5813004694,"VL1","unilateral","olfactory",145.587608882065,93,93
"1271",5813004698,"VL1","unilateral","olfactory",163.69466870998,79,79
"1272",5813005071,"VL1","unilateral","olfactory",78.8764597099746,43,43
"1273",5813005072,"VL1","unilateral","olfactory",146.461273546061,79,79
"1274",5813005076,"VL1","unilateral","olfactory",241.872764805287,148,149
"1275",5813005580,"V","unilateral","olfactory",291.790856133173,156,164
"1276",5813015576,"DM4","contralateral","olfactory",106.568732313555,49,51
"1277",5813019196,"VL1","unilateral","olfactory",140.342974804911,83,83
"1278",5813019197,"VL1","unilateral","olfactory",138.89972864696,80,86
"1279",5813020395,"DL3","ipsilateral","olfactory",77.3452612833427,46,47
"1280",5813020396,"DA1","ipsilateral","olfactory",118.810393240841,77,79
"1281",5813024340,"VP2","unilateral","thermo-hygro",552.611134364742,338,363
"1282",5813024345,"VL1","unilateral","olfactory",143.320068889707,89,89
"1283",5813024346,"VL1","unilateral","olfactory",180.258899248911,101,102
"1284",5813024981,"VL2a","ipsilateral","olfactory",127.384739060437,100,105
"1285",5813024983,"VL2a","contralateral","olfactory",73.5408017589577,45,46
"1286",5813025556,"VL1","unilateral","olfactory",120.715871762496,81,81
"1287",5813025591,"VL1","unilateral","olfactory",133.518610116119,79,79
"1288",5813025594,"VL1","unilateral","olfactory",157.20592136209,79,79
"1289",5813025654,"VL1","unilateral","olfactory",135.77477269659,85,85
"1290",5813031855,"VL1","unilateral","olfactory",132.944565759161,87,87
"1291",5813034117,"VL2p","ipsilateral","olfactory",190.129573130292,140,144
"1292",5813034197,"DP1l","ipsilateral","olfactory",181.327242343058,205,209
"1293",5813034251,"VL2a","ipsilateral","olfactory",88.6922888761164,85,86
"1294",5813034301,"DP1l","ipsilateral","olfactory",204.259420181219,221,229
"1295",5813034409,"VP4","ipsilateral","thermo-hygro",135.678963899621,125,132
"1296",5813034463,"VL2a","ipsilateral","olfactory",110.385771925966,90,90
"1297",5813034676,"VL1","unilateral","olfactory",165.33485575476,80,82
"1298",5813034687,"VL1","unilateral","olfactory",185.910109909968,92,92
"1299",5813034689,"VL1","unilateral","olfactory",184.481990708427,82,82
"1300",5813034722,"VL1","unilateral","olfactory",113.621978995306,80,80
"1301",5813034753,"VL1","unilateral","olfactory",159.34520179497,79,79
"1302",5813034811,"V","unilateral","olfactory",298.544419399538,175,177
"1303",5813039011,"DL2v","ipsilateral","olfactory",184.351206109652,191,206
"1304",5813039012,"DP1m","contralateral","olfactory",238.6553980491,140,140
"1305",5813039013,"DM1","contralateral","olfactory",174.608060128242,82,89
"1306",5813039311,"VL1","unilateral","olfactory",53.7249144859883,41,41
"1307",5813041075,"DM2",NA,"olfactory",89.9923992435123,43,43
"1308",5813041479,"DM6","ipsilateral","olfactory",112.51159824805,56,57
"1309",5813046796,"V","unilateral","olfactory",349.515567560194,168,175
"1310",5813047527,"DL2d","ipsilateral","olfactory",205.259429572663,201,203
"1311",5813049298,"VL1","unilateral","olfactory",165.533167473084,96,96
"1312",5813050676,"VC3l","ipsilateral","olfactory",165.124427672347,77,79
"1313",5813054710,"DM1","ipsilateral","olfactory",229.643882268957,116,116
"1314",5813054729,"DA1","ipsilateral","olfactory",104.894222381313,76,79
"1315",5813054760,"DM1","contralateral","olfactory",124.479894051329,51,58
"1316",5813054967,"VM7v",NA,"olfactory",61.2578499221128,52,52
"1317",5813056642,"DM2","contralateral","olfactory",63.9074231279409,17,17
"1318",5813060170,"DM1","contralateral","olfactory",128.89078004605,64,67
"1319",5813062184,"DM4","contralateral","olfactory",108.728814855886,53,53
"1320",5813066988,"VP1d","unilateral","thermo-hygro",247.738006073913,195,241
"1321",5813068351,"VL1","unilateral","olfactory",123.896725379864,80,80
"1322",5813068997,"VL1","unilateral","olfactory",133.70703505532,83,83
"1323",5813069348,"VL2p","contralateral","olfactory",64.0249126495572,39,40
"1324",5813069942,"VL1","unilateral","olfactory",160.93744725017,81,81
"1325",5813077757,"VL2a","ipsilateral","olfactory",139.866462615937,113,113
"1326",5813077826,"VC1","ipsilateral","olfactory",146.690416897606,88,91
"1327",5813077829,"VL1","unilateral","olfactory",130.186122374486,72,72
"1328",5813082964,"DL3","ipsilateral","olfactory",132.275286180542,79,81
"1329",5813083386,"DA1","contralateral","olfactory",37.4354746938336,30,33
"1330",5813083541,"DM6","contralateral","olfactory",90.0225390613615,46,46
"1331",5813085919,"DM2","ipsilateral","olfactory",129.723778934539,63,63
"1332",5813087898,"DM6","contralateral","olfactory",96.2208315975192,42,42
"1333",5813089348,"DM4","contralateral","olfactory",117.542767212937,46,46
"1334",5813125248,"VL2a","ipsilateral","olfactory",146.094599686095,104,104
"1335",5813129668,"DM6","ipsilateral","olfactory",97.0351436551051,57,57
"1336",5813132919,"DL1","contralateral","olfactory",43.9480748941928,27,27
"1337",5813133404,"DL3","ipsilateral","olfactory",84.8230710267636,50,50
"1338",5813134848,"DA1","contralateral","olfactory",89.1468084239491,53,53
"1339",5901193506,"DM3","contralateral","olfactory",88.274126272425,28,28
"1340",5901201372,"DM3","contralateral","olfactory",84.960524320301,31,31
"1341",5901202939,"VP4","contralateral","thermo-hygro",43.6220782419917,40,41
"1342",5901204334,"DA1","contralateral","olfactory",65.9831453866115,39,39
"1343",5901204564,"DA1","ipsilateral","olfactory",92.6393017765146,57,58
"1344",5901204637,"DL3","ipsilateral","olfactory",45.2413870606895,28,29
"1345",5901204684,"DL2v","ipsilateral","olfactory",228.610967616982,226,238
"1346",5901206094,"DL3","contralateral","olfactory",36.7890336542015,43,46
"1347",5901206814,"DL4","contralateral","olfactory",68.6459633882709,34,34
"1348",5901210175,"DL4","ipsilateral","olfactory",65.3987540797342,50,51
"1349",5901210481,"DA1","contralateral","olfactory",105.053218273183,53,54
"1350",5901221329,"VL2p","ipsilateral","olfactory",145.706520515107,112,112
