"bodyid","pre","post","upstream","downstream","status","name","voxels","soma","side","connectivity.type","cell.type","class","cellBodyFiber","ItoLee_Lineage","ItoLee_Hemilineage","Hartenstein_Lineage","Hartenstein_Hemilineage","putative.classic.transmitter","putative.other.transmitter","FAFB.match","FAFB.match.quality","layer","ct.layer","axon.outputs","dend.outputs","axon.inputs","dend.inputs","total.length","axon.length","dend.length","pd.length","segregation_index","notes"
5813035078,141,240,240,1116,"Traced","LHAV3a1_a_R",352370710,TRUE,"right","LHAV3a1_a","LHAV3a1_a","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.62525879917184,4,1013,71,76,116,1330.96213219748,325.931320952948,318.402788794557,82.5483629104731,0.260259234863664,NA
419929377,172,370,370,1293,"Traced","LHAV3a1_a_R",356628941,TRUE,"right","LHAV3a1_a","LHAV3a1_a","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","720575940605472341","good",3.68983402489627,4,1047,230,114,252,1567.62564788982,327.333601272157,591.574623940665,88.4628022455051,0.189390796602198,NA
480599285,96,168,168,774,"Traced","LHAV3a1_b_R",309467321,TRUE,"right","LHAV3a1_b","LHAV3a1_b","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.61577868852459,4,734,18,69,94,1075.07409278748,269.805865479372,346.437459477579,87.1069325811717,0.336036661936982,NA
295461871,83,160,160,644,"Traced","LHAV3a1_b_R",298710950,TRUE,"right","LHAV3a1_b","LHAV3a1_b","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.34984520123839,4,553,33,55,102,1047.24783070901,230.772080358361,351.91796484677,124.073435996181,0.322277562887073,NA
480258191,107,209,209,863,"Traced","LHAV3a1_b_R",327058471,TRUE,"right","LHAV3a1_b","LHAV3a1_b","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.53597497393118,4,804,25,73,125,1145.85763204548,261.940053807861,383.272936810521,78.9355023875549,0.366538272892181,NA
296120593,643,1095,1095,4717,"Traced","LHAV3a1_c_R",1216629749,TRUE,"right","LHAV3a1_c","LHAV3a1_c","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","720575940622314535",NA,3.58987603305785,4,2964,1727,227,859,3699.09671393126,815.618981002252,1934.47254801425,92.8905493824509,0.117949615887191,NA
325814669,110,207,207,831,"Traced","LHAV3a2_R",301837893,TRUE,"right","LHAV3a2","LHAV3a2","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",4.19218910585817,4,715,95,95,109,1268.4402932998,267.354897981467,482.704055580695,88.5273514368818,0.148012894303806,NA
480257882,115,278,278,884,"Traced","LHAV3a2_R",299080790,TRUE,"right","LHAV3a2","LHAV3a2","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.87757201646091,4,762,122,108,168,1393.27876258983,307.357027921035,554.321695154131,99.78143579505,0.177220576400203,NA
295807429,90,184,184,740,"Traced","LHAV3a2_R",298991231,TRUE,"right","LHAV3a2","LHAV3a2","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",4.2158273381295,4,716,11,87,94,1096.2796869497,257.338526827646,402.51163981587,75.2843630012798,0.314979217221182,NA
326154371,114,254,254,804,"Traced","LHAV3a2_R",311368160,TRUE,"right","LHAV3a2","LHAV3a2","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",4.03676470588235,4,718,79,112,138,1290.59422327906,279.462015336865,506.603712071586,58.6713424604077,0.182109715239308,NA
480257743,151,300,300,1106,"Traced","LHAV3a2_R",336044318,TRUE,"right","LHAV3a2","LHAV3a2","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.55303810504634,4,882,210,103,190,1306.94259455171,335.017573013448,501.05046762841,114.130795867387,0.151018732356274,NA
480257914,139,306,306,983,"Traced","LHAV3a2_R",299734485,TRUE,"right","LHAV3a2","LHAV3a2","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","720575940633422959",NA,3.57873210633947,4,817,138,94,199,1406.77809920684,289.694065696855,548.735655510503,113.209480822664,0.219995548280199,NA
357855613,99,276,276,838,"Traced","LHAV3a3_R",307618069,TRUE,"right","LHAV3a3","LHAV3a3","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","720575940635683903",NA,3.9349173553719,4,838,0,121,154,1249.57082415914,338.519735053756,371.367133961031,106.980939219997,0.415851586382052,NA
696143413,290,602,602,3183,"Traced","LHAV3a4_R",525239856,TRUE,"right","LHAV3a4","LHAV3a4","LHON",NA,NA,"unknown",NA,NA,NA,NA,"none","none",3.4400826446281,3,1910,1217,176,416,2375.65454249093,590.400411249048,1010.89652003761,66.2742271476501,0.0612555197709584,NA
295780154,83,259,259,656,"Traced","LHAV3a5_R",352783068,TRUE,"right","LHAV3a5","LHAV3a5","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",4.73498964803313,5,631,17,122,129,1344.9254953204,343.445542744049,480.794555845585,91.4278450578634,0.274758468283252,NA
295461707,83,210,210,649,"Traced","LHAV3a5_R",274017961,TRUE,"right","LHAV3a5","LHAV3a5","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",4.74282786885246,5,634,12,114,89,1013.04742211915,290.486960074269,322.15555468069,67.5072377347986,0.237430739582088,NA
357496172,81,224,224,612,"Traced","LHAV3a5_R",281897980,TRUE,"right","LHAV3a5","LHAV3a5","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",4.464859437751,5,539,54,112,107,1160.05821558924,252.030476243041,378.494588426798,84.9119256792913,0.151632359785698,NA
295785459,64,210,210,497,"Traced","LHAV3a5_R",278649529,TRUE,"right","LHAV3a5","LHAV3a5","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",4.82098765432099,5,492,5,101,101,1063.53183060899,231.948807984622,383.03244518128,68.7680409106897,0.308077791516739,NA
480262270,135,228,228,876,"Traced","LHAV3b10_R",364666195,TRUE,"right","LHAV3b10","LHAV3b10","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.990625,4,654,208,126,95,1552.20919969537,480.529064949278,562.363447512017,116.304728792084,0.0266790664211246,NA
360928792,141,170,170,885,"Traced","LHAV3b10_R",377430921,TRUE,"right","LHAV3b10","LHAV3b10","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.69917012448133,4,641,230,52,106,1422.82092627616,370.892351911961,552.453271192029,116.135695364035,0.106775885724082,NA
605090489,149,189,189,946,"Traced","LHAV3b11_R",388847384,TRUE,"right","LHAV3b11","LHAV3b11","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.60431654676259,4,727,155,87,95,1245.91567272207,283.630286958657,454.737335373509,139.872115366321,0.0905984139276654,NA
450609707,116,192,192,775,"Traced","LHAV3b11_R",336267027,TRUE,"right","LHAV3b11","LHAV3b11","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.29399585921325,4,722,38,60,125,1339.06068199368,272.678868526666,504.230067365358,88.9111088047703,0.357558334631622,NA
449223379,112,163,163,749,"Traced","LHAV3b11_R",312291276,TRUE,"right","LHAV3b11","LHAV3b11","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",4.07708119218911,4,697,4,53,94,1152.1435015706,271.677518694226,354.476790181123,158.908284689552,0.467520814220856,NA
480262368,132,195,195,806,"Traced","LHAV3b11_R",342234863,TRUE,"right","LHAV3b11","LHAV3b11","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.80721649484536,4,744,34,68,110,1197.65491023188,251.077046957622,406.711613282414,165.63863550987,0.320110430430131,NA
359555689,522,785,785,4631,"Traced","LHAV3b12_R",925133139,TRUE,"right","LHAV3b12","LHAV3b12","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","none","none",3.82919254658385,4,4499,53,350,414,2859.23573865722,967.746049336136,1038.22632570769,136.001956577338,0.350076106757649,NA
5813068507,425,1027,1027,3847,"Traced","LHAV3b13_R",849576520,TRUE,"right","LHAV3b13","LHAV3b13","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",4.15376569037657,4,3475,364,659,333,3336.27634560245,1596.05801230476,871.724081293238,177.887034916464,0.0639294046134653,NA
5813047178,378,982,982,3252,"Traced","LHAV3b13_R",804227312,TRUE,"right","LHAV3b13","LHAV3b13","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.99685534591195,4,1959,1269,245,719,3210.3221902742,658.065020022651,1764.99614719597,121.619850775079,0.0842762729735739,NA
391604407,186,183,183,1469,"Traced","LHAV3b1_a_R",293692043,TRUE,"right","LHAV3b1_a","LHAV3b1_a","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.66735537190083,4,962,486,79,96,1093.38919155468,314.931159190035,387.507818709725,107.04062963563,0.0265587732452801,NA
5813098306,229,281,281,1784,"Traced","LHAV3b1_a_R",351965345,TRUE,"right","LHAV3b1_a","LHAV3b1_a","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","720575940623870138",NA,3.74556830031283,4,951,770,123,147,1286.40400784464,337.412025067085,445.654092659794,134.461507404121,0.00557689791169325,NA
390931864,207,241,241,1629,"Traced","LHAV3b1_b_R",293634365,TRUE,"right","LHAV3b1_b","LHAV3b1_b","LHON","ADL04","LHa2","LHa2","BLVa1","BLVa1","acetylcholine","unknown","none","none",3.6469387755102,4,782,723,98,124,1199.37830613589,334.407299437427,391.30229682458,139.796055390254,0.00357355967631212,NA
449227486,272,425,425,2227,"Traced","LHAV3b2_c_R",358451890,TRUE,"right","LHAV3b2_c","LHAV3b2_c","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","720575940555863925","poor",3.58488612836439,4,1356,860,181,236,1652.91655013105,546.595273717324,588.158092740866,95.560618509668,0.019568116774307,NA
541624179,323,376,376,2861,"Traced","LHAV3b2_c_R",403580929,TRUE,"right","LHAV3b2_c","LHAV3b2_c","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","720575940617867655","poor",3.5380658436214,4,1634,1037,150,188,1573.0582259886,420.409905164264,546.599298541472,106.079025578116,0.0162674260417011,NA
542643555,114,151,151,938,"Traced","LHAV3b3_R",306372356,TRUE,"right","LHAV3b3","LHAV3b3","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.41460905349794,4,709,218,48,92,1224.25740249895,365.98555202507,461.445453787829,72.4172467969773,0.114222301820713,NA
359555628,140,184,184,1125,"Traced","LHAV3b3_R",302044126,TRUE,"right","LHAV3b3","LHAV3b3","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.62913223140496,4,824,240,77,94,1189.25043298358,318.601609232937,418.930485117031,92.1254700548078,0.0707955520681068,NA
5813010546,174,170,170,1376,"Traced","LHAV3b3_R",311945002,TRUE,"right","LHAV3b3","LHAV3b3","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.49948927477017,4,893,372,72,86,1128.63578985208,275.898634088401,393.409767708888,111.063367391975,0.0379626501677199,NA
510943286,113,171,171,881,"Traced","LHAV3b4_R",397763923,TRUE,"right","LHAV3b4","LHAV3b4","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.85915492957746,4,665,123,79,64,1272.65850545777,351.046316172596,352.71632258807,196.231892404161,0.0684743450448224,NA
421292214,124,457,457,803,"Traced","LHAV3b5_R",338780481,TRUE,"right","LHAV3b5","LHAV3b5","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.75717213114754,4,500,246,65,384,1712.70160432197,224.255325645245,855.309010630585,119.761397288314,0.212260768974237,NA
541961677,135,399,399,921,"Traced","LHAV3b5_R",377559893,TRUE,"right","LHAV3b5","LHAV3b5","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.72981366459627,4,630,259,67,325,1644.45351382262,257.395903626486,713.278838290628,100.656549494336,0.212032985187115,NA
449223347,113,212,212,859,"Traced","LHAV3b5_R",349710050,TRUE,"right","LHAV3b5","LHAV3b5","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.60427263479145,4,632,214,76,132,1288.73261067894,277.772708451506,430.432757772756,76.5438138787262,0.0995637301518392,NA
450267976,146,449,449,974,"Traced","LHAV3b6_a_R",332075085,TRUE,"right","LHAV3b6_a","LHAV3b6_a","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.70764462809917,4,665,267,106,336,1596.00409785682,251.939105647423,746.556995617182,90.7642598516792,0.162633554781659,NA
541961750,133,593,593,863,"Traced","LHAV3b6_a_R",343779283,TRUE,"right","LHAV3b6_a","LHAV3b6_a","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.58659793814433,4,467,378,76,511,1866.85243500897,211.087895143294,1037.78175661362,66.0475498394519,0.147683329228273,NA
419234116,146,453,453,934,"Traced","LHAV3b6_a_R",344156660,TRUE,"right","LHAV3b6_a","LHAV3b6_a","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.63271604938272,4,522,352,92,351,1701.15779788976,221.567825013318,785.495581264567,92.8332320431274,0.112222325251667,NA
390935343,164,288,288,1104,"Traced","LHAV3b6_b_R",368965331,TRUE,"right","LHAV3b6_b","LHAV3b6_b","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.56770833333333,4,580,468,77,199,1491.04324731016,243.91180232431,604.213136315018,99.1311140023244,0.0499834138624822,NA
5813057662,170,319,319,1193,"Traced","LHAV3b6_b_R",346774652,TRUE,"right","LHAV3b6_b","LHAV3b6_b","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.72717842323651,4,682,455,106,206,1515.11811012516,288.5254178986,617.604512273418,93.0975195962698,0.0444510072445348,NA
329566467,87,142,142,615,"Traced","LHAV3b7_R",303883810,TRUE,"right","LHAV3b7","LHAV3b7","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.65605749486653,4,565,49,58,67,1019.08951187517,263.565539076791,345.727001015224,90.9701058040821,0.190491601484947,NA
419578845,131,222,222,1139,"Traced","LHAV3b8_a_R",339984809,TRUE,"right","LHAV3b8_a","LHAV3b8_a","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","720575940606217293","poor",3.85567010309278,4,865,227,103,106,1182.15109686219,331.085145713214,329.474782644919,112.916505516228,0.0645125843544025,NA
480257919,149,254,254,1194,"Traced","LHAV3b8_a_R",335230842,TRUE,"right","LHAV3b8_a","LHAV3b8_a","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.5319587628866,4,688,462,88,158,1301.68350792123,272.901936245789,496.445774967708,94.1920187278545,0.0364864948411514,NA
5813057660,106,188,188,943,"Traced","LHAV3b8_b_R",306115430,TRUE,"right","LHAV3b8_b","LHAV3b8_b","LHON","ADL04","LHa2","LHa2","BLVa1","BLVa1","acetylcholine","unknown","720575940630655443","medium",3.58691206543967,4,768,141,80,94,1155.78350830823,242.682529479846,348.046926979316,114.530092300043,0.11359845897205,NA
390254536,137,191,191,1176,"Traced","LHAV3b8_b_R",316931216,TRUE,"right","LHAV3b8_b","LHAV3b8_b","LHON","ADL04","LHa2","LHa2","BLVa1","BLVa1","acetylcholine","unknown","720575940623870138","poor",3.6901121304791,4,757,323,80,94,1252.11316067334,254.901418509863,420.965695100554,127.168105718978,0.0367657003251601,NA
449577409,89,107,107,670,"Traced","LHAV3b9_a_R",286359977,TRUE,"right","LHAV3b9_a","LHAV3b9_a","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",4.08952187182096,4,635,18,42,54,1027.60181765602,234.213830227246,294.646663661435,105.832831140668,0.30988241783318,NA
451296290,65,190,190,479,"Traced","LHAV3b9_b_R",275697486,TRUE,"right","LHAV3b9_b","LHAV3b9_b","LHON","ADL04","LHa2","LHa2","BLVa1","BLVa1","acetylcholine","unknown","none","none",3.64742268041237,4,454,5,66,113,1156.78976763063,251.361294578844,452.65412184735,97.4681123858913,0.422791392768034,NA
358541542,163,393,393,1201,"Traced","LHAV3c1_R",367990337,TRUE,"right","LHAV3c1","LHAV3c1","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","none","none",3.44467213114754,4,838,355,111,278,1434.38609175107,383.383318450775,551.312885150521,101.482678498068,0.120016214988847,NA
5813109792,191,495,495,1455,"Traced","LHAV3c1_R",297332225,FALSE,"right","LHAV3c1","LHAV3c1","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","none","none",3.54649947753396,4,871,584,97,395,1698.99245036194,390.999198215542,812.1150790536,101.97967815681,0.113797028052488,NA
358538040,172,483,483,1339,"Traced","LHAV3c1_R",279814930,FALSE,"right","LHAV3c1","LHAV3c1","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","720575940620600931","good",3.48712667353244,4,860,479,120,359,1604.61699255607,409.257513073877,714.637093408945,103.451294916557,0.106636445151616,NA
510956443,133,383,383,1166,"Traced","LHAV3c1_R",341879137,TRUE,"right","LHAV3c1","LHAV3c1","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","none","none",3.89473684210526,4,965,175,154,226,1435.7468913977,389.779457605679,585.445604527568,49.7382102032528,0.154139044321593,NA
510956058,137,443,443,1213,"Traced","LHAV3c1_R",355447241,TRUE,"right","LHAV3c1","LHAV3c1","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","720575940624933898","medium",3.54303278688525,4,953,244,143,296,1663.60533680956,454.275640368977,706.641214420421,106.740720710317,0.163149084440009,NA
387538632,110,333,333,954,"Traced","LHAV3c2_R",279784999,TRUE,"right","LHAV3c2","LHAV3c2","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","none","none",3.91277258566978,4,942,8,156,171,1346.54959644615,409.027748524027,421.624889355551,122.108565054351,0.337292635536792,NA
388898076,106,288,288,889,"Traced","LHAV3c2_R",310283248,TRUE,"right","LHAV3c2","LHAV3c2","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","none","none",3.81165452653486,4,867,6,128,157,1333.99175436454,355.466342187142,408.824280890495,127.268580273499,0.369259422537073,NA
358538491,106,267,267,793,"Traced","LHAV3c2_R",304077111,TRUE,"right","LHAV3c2","LHAV3c2","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","none","none",3.72530864197531,4,689,103,88,178,1214.75055985237,281.353940847497,434.191277872212,102.685300928901,0.230407486768676,NA
541965840,91,163,163,766,"Traced","LHAV3c3_R",216694136,TRUE,"right","LHAV3c3","LHAV3c3","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","none","none",3.63125638406537,4,496,270,72,87,1058.94703002609,327.105258507535,309.367275105072,67.5591112435048,0.0241974825888823,NA
5901194027,98,222,222,888,"Traced","LHAV3c3_R",255964451,TRUE,"right","LHAV3c3","LHAV3c3","LHON","PDL17","SLPpl3","SLPpl3","new_tract_11","new_tract_11","unknown","unknown","none","none",3.41948717948718,4,474,407,56,164,1166.62766900798,240.935430387379,481.76242952335,104.772569784964,0.0535327871784762,NA
665454282,545,419,419,6477,"Traced","LHAV3d1_R",646150402,TRUE,"right","LHAV3d1","LHAV3d1","LHON","ADL24","LHl3","LHl3","new_tract_1","new_tract_1","unknown","unknown","720575940606229852","good",3.56412930135558,4,5238,1189,135,275,2387.26616435735,611.806918252885,940.676383885216,123.344120326512,0.137530706414311,NA
5813078194,350,627,627,2710,"Traced","LHAV3e1_R",654683548,TRUE,"right","LHAV3e1","LHAV3e1","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","none","none",3.73565573770492,4,2136,567,143,484,2256.96223380947,518.662900030389,1141.03823233234,110.408994084131,0.21807167178251,NA
822692353,440,775,775,3606,"Traced","LHAV3e1_R",748754054,TRUE,"right","LHAV3e1","LHAV3e1","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","720575940597346032","good",4.0125,4,3074,532,222,550,2547.74895430507,699.097477567251,1175.48589298771,96.16843916852,0.233491131738059,NA
790288721,350,532,532,2657,"Traced","LHAV3e2_R",689004793,TRUE,"right","LHAV3e2","LHAV3e2","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","none","none",3.76946721311475,4,1265,1370,73,451,2235.29979975019,365.169532302574,1217.35544033188,67.8247147244705,0.0822139721341257,NA
822004733,431,697,697,3324,"Traced","LHAV3e2_R",786837194,TRUE,"right","LHAV3e2","LHAV3e2","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","none","none",3.82622268470343,4,1515,1753,79,614,2700.47394441679,358.612257483658,1640.94552291194,65.9344447495816,0.0910631103186313,NA
390560212,405,337,337,3944,"Traced","LHAV3e3_R",835932608,TRUE,"right","LHAV3e3","LHAV3e3","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","none","none",3.55383022774327,4,3097,842,65,268,2188.66998563486,514.581287698598,855.133999725009,170.147787885789,0.20440114631942,NA
5813009781,484,587,587,4263,"Traced","LHAV3e3_R",1127933774,TRUE,"right","LHAV3e3","LHAV3e3","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","0","good",3.75389408099688,4,619,3349,72,503,2813.11811902796,173.24419872011,1583.42229244911,153.635565251246,0.0011179889917815,NA
607441336,247,446,446,1961,"Traced","LHAV3e4_a_R",620229002,TRUE,"right","LHAV3e4_a","LHAV3e4_a","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","none","none",3.45341614906832,3,1675,286,90,352,2170.27804593344,387.954599830118,1160.48801120981,101.952039979194,0.307465192215725,NA
666122442,272,372,372,2067,"Traced","LHAV3e4_a_R",595631131,TRUE,"right","LHAV3e4_a","LHAV3e4_a","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","720575940604753800","medium",3.37551440329218,3,1656,402,61,310,1869.71540623008,319.976035773273,936.628915842115,139.85029952544,0.276602708811701,NA
5813011773,228,445,445,1776,"Traced","LHAV3e4_b_R",623604157,TRUE,"right","LHAV3e4_b","LHAV3e4_b","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","720575940604758664","poor",3.50363447559709,4,1456,281,105,335,2159.0352845596,373.782474147047,1124.91111933576,97.5531455678314,0.261306594128915,NA
605058898,150,218,218,1218,"Traced","LHAV3e5_R",395572380,TRUE,"right","LHAV3e5","LHAV3e5","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","none","none",3.50565262076053,4,1075,120,65,152,1423.60264932424,267.980126593844,702.239402944809,117.970977146674,0.280392630935536,NA
574041014,247,436,436,1910,"Traced","LHAV3e5_R",638910097,TRUE,"right","LHAV3e5","LHAV3e5","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","none","none",3.54677754677755,4,1504,356,110,324,2133.73973986115,381.903245422407,1122.58053125044,118.078424797088,0.216128127154928,NA
390603428,153,353,353,1233,"Traced","LHAV3e7_R",437747548,TRUE,"right","LHAV3e7","LHAV3e7","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","none","none",3.24180327868852,3,1147,12,65,268,1617.81342601198,289.991116801559,766.261856261203,171.008371424305,0.617574930071933,NA
575389396,143,229,229,1162,"Traced","LHAV3e8_R",372652370,TRUE,"right","LHAV3e8","LHAV3e8","LHON","AVL18","VLPl4","VLPl4_dorsal","BLD3","BLD3_dorsal","unknown","unknown","none","none",3.56024716786818,4,1129,15,57,162,1334.11649811888,302.559362867458,672.639734930812,128.110983516877,0.533972048563158,NA
574377845,1260,2338,2338,13829,"Traced","LHAV3f1_R",1772100050,TRUE,"right","LHAV3f1","LHAV3f1","LHON","ADL24","LHl3","LHl3","new_tract_1","new_tract_1","unknown","unknown","720575940628478969","good",3.26163391933816,3,11679,2080,1436,874,5197.64914698479,2690.81412488525,1556.97625122505,31.7962606416512,0.0440291488736744,NA
544699051,209,452,452,2479,"Traced","LHAV3g1_R",371240855,TRUE,"right","LHAV3g1","LHAV3g1","LHLN","ADL24","LHl3","LHl3","new_tract_1","new_tract_1","unknown","unknown","720575940629209667","good",3.36494845360825,3,1385,1006,94,343,1886.36409485472,433.00396813741,841.109187998347,87.9702492472092,0.0842465499000162,NA
5813009276,188,454,454,2155,"Traced","LHAV3g1_R",321550071,TRUE,"right","LHAV3g1","LHAV3g1","LHLN","ADL24","LHl3","LHl3","new_tract_1","new_tract_1","unknown","unknown","none","none",3.30173292558614,3,1181,941,109,330,1872.57699053818,387.291639362777,831.262114237368,118.199613918581,0.0611837393844168,NA
698185483,293,656,656,2722,"Traced","LHAV3g2_a_R",371687612,TRUE,"right","LHAV3g2_a","LHAV3g2_a","LHON","ADL24","LHl3","LHl3","new_tract_1","new_tract_1","unknown","unknown","none","none",3.51763485477178,4,2021,688,88,551,2045.26379351049,340.632344146288,1105.61908784134,77.7426159942071,0.254369150087336,NA
698180927,361,694,694,3583,"Traced","LHAV3g2_b_R",511015713,TRUE,"right","LHAV3g2_b","LHAV3g2_b","LHON","ADL10","LHa3","LHa3","BLVa2","BLVa2","GABA","unknown","none","none",3.64864864864865,4,2707,863,110,572,2167.75534767801,396.335559837775,1085.76919621278,113.5035904521,0.236482502051784,NA
360259229,909,1493,1493,8546,"Traced","LHAV3h1_R",1486475098,TRUE,"right","LHAV3h1","LHAV3h1","LHON",NA,NA,"unknown",NA,NA,NA,NA,"none","none",4.05082987551867,4,7451,1082,767,713,5314.45527230103,1864.73067138451,2181.53029358082,76.4244576754619,0.104729734322604,NA
5901196932,335,547,547,2814,"Traced","LHAV3i1_R",760342232,TRUE,"right","LHAV3i1","LHAV3i1","LHON","ADL04","LHa2","LHa2","BLVa1","BLVa1","acetylcholine","unknown","none","none",3.62266112266112,4,1737,1054,182,353,2440.59081914421,601.73930384641,1117.59954499233,153.291257257958,0.0495370941027029,NA
297851977,1029,1967,1967,7372,"Traced","LHAV3j1_R",1591283098,TRUE,"right","LHAV3j1","LHAV3j1","LHON",NA,NA,"unknown",NA,NA,NA,NA,"none","none",4.45540398740818,4,3758,3320,829,920,5119.9447326535,1478.18376524442,1832.61182843012,103.533065319136,0.00207248684734707,NA
424716408,1326,2376,2376,13312,"Traced","LHAV3k1_R",1844889630,TRUE,"right","LHAV3k1","LHAV3k1","LHON",NA,NA,"unknown",NA,NA,NA,NA,"none","none",3.67674661105318,4,11112,2107,1014,1316,6352.09336249739,2076.38212747845,2752.74252986917,82.7209613653921,0.122042098857309,NA
