bodyId,layer_mean,layer_olf_mean,layer_th_mean
573005505,4.038,4.19,4.607
573009633,3.733,3.763,5.304
573039796,5.523,5.654,5.969
573056433,3.445,3.473,5.153
573065577,4.995,5.02,6.019
573090850,5.19,5.404,5.783
573142557,5.29,5.659,5.592
573324939,3.205,3.236,5.274
573328182,3.771,3.746,5.313
573328325,3.649,3.634,5.36
573329304,3.762,3.758,5.378
573329873,4.006,4.032,5.467
573333284,3.463,3.471,5.33
573333575,3.739,3.756,5.576
573333835,2.188,2.162,4.972
573333903,3.745,3.714,5.53
573337611,3.841,3.916,5.157
573346248,3.26,3.284,5.047
573346324,3.806,3.804,5.493
573350770,3.509,3.481,5.057
573354832,3.346,3.387,4.883
573381453,4.164,4.51,4.726
573402255,5.277,5.409,6.003
573414975,6.1,6.276,6.493
573415212,4.844,4.968,5.468
573669915,3.002,3.037,4.655
573670049,3.484,3.502,5.267
573683438,3.443,3.486,5.332
573683455,3.489,3.472,5.383
573695941,3.188,3.219,4.631
573699419,4.375,4.421,5.624
573708714,4.086,4.098,5.537
573713481,4.138,4.518,4.861
573774122,3.154,3.244,4.214
574011220,3.863,3.852,5.415
574027813,3.75,3.775,5.114
574028395,3.188,3.185,4.898
574032862,2.172,2.146,4.708
574037266,2.345,2.367,4.373
574037281,2.16,2.153,4.809
574037479,3.257,3.335,4.331
574040939,3.677,3.759,5.046
574041014,3.457,3.486,5.08
574058475,6.122,6.356,6.656
574062996,4.359,5.358,4.384
574128034,3.247,3.274,5.379
574351760,3.183,3.186,5.182
574352231,3.323,3.369,4.789
574364525,3.338,3.384,5.315
574372960,3.539,3.557,5.288
574374051,2.167,2.146,4.932
574377562,3.654,3.845,4.407
574377845,3.238,3.422,3.984
574378463,3.448,3.579,4.237
574378565,3.212,3.263,4.689
574382779,3.481,3.638,4.166
574395611,4.291,5.015,4.36
574395727,5.878,6.132,6.37
574420970,5.588,5.754,6.209
574468840,3.539,3.53,5.301
574511458,6.014,6.411,6.246
574515806,5.491,6.071,5.627
574688051,3.304,3.298,5.13
574688277,3.418,3.441,5.335
574696428,3.358,3.375,5.154
574706585,3.533,3.535,5.3
574710121,3.432,3.391,5.24
574723544,3.545,3.587,4.584
574732075,5.344,5.519,5.957
574736017,5.759,6.008,6.13
574740549,5.592,5.784,6.023
574834955,5.954,6.218,6.351
575042709,3.576,3.535,5.335
575063620,6.024,6.204,6.489
575068849,5.458,5.587,5.907
575073127,5.359,5.486,5.802
575073147,5.594,5.87,6.107
575073196,5.129,5.331,5.668
575081131,5.776,5.969,6.276
575120546,4.466,4.503,5.653
575197482,4.956,5.311,5.436
575301459,5.931,6.313,6.17
575319031,6.419,6.616,7.072
575323308,6.295,6.592,6.59
575384259,3.442,3.453,5.259
575389396,3.473,3.468,5.057
575400910,5.401,5.568,6.186
575405846,5.858,6.027,6.374
575409523,6.169,6.329,6.593
575409592,5.729,5.947,6.243
575418068,3.529,3.574,5.325
575426742,4.401,4.443,5.904
575534632,5.68,5.86,6.325
575664331,5.714,6.029,6.043
575729037,3.278,3.303,5.011
575750788,4.214,4.423,4.65
575768294,4.864,5.047,5.692
575768329,4.608,4.602,5.742
575806223,3.503,3.55,5.329
575845494,5.888,6.201,6.418
576079106,4.876,5.106,5.477
576082257,5.541,5.777,6.054
576143501,5.262,5.28,6.013
576161592,4.138,4.125,5.706
576208238,6.035,6.147,6.665
576243061,5.689,6.276,5.932
576260070,5.254,5.333,5.913
576315423,6.239,6.438,6.735
576475847,5.276,5.398,5.991
576502536,4.752,4.821,5.776
576519520,4.658,4.674,5.527
576566223,5.849,6.013,6.447
576566287,5.769,5.987,6.258
576566621,5.693,6.125,6.04
576574889,5.983,6.281,6.288
576597029,5.725,6.105,5.929
576613618,6.663,6.926,7.034
576764909,5.446,5.642,5.906
576773752,3.764,3.702,5.311
576774002,3.777,3.73,5.513
576812462,3.807,3.787,5.271
576816635,4.799,4.883,5.699
576821609,4.81,4.918,5.61
576825965,5.171,5.393,5.779
576843029,4.238,4.669,4.868
576864518,4.637,4.659,5.323
576898212,5.436,5.526,6.342
576985092,6.283,6.528,6.621
577002771,6.382,6.648,6.607
577123102,5.365,5.492,6.028
577205270,4.95,5.048,5.716
577205852,4.438,4.494,5.502
577244511,5.385,5.641,5.682
577304838,5.894,6.271,6.243
577330676,6.201,6.554,6.455
577369038,6.212,6.289,6.766
577373434,6.651,6.73,7.274
577455404,5.54,5.717,6.404
577464071,3.899,3.946,5.467
577473231,4.479,4.485,5.712
577499411,5.002,5.249,5.629
577503616,4.962,5.17,5.597
577542489,2.281,2.298,4.786
577546843,3.415,3.403,5.459
577554935,5.422,5.578,6.219
577697202,5.432,5.769,5.84
577709776,5.945,5.996,6.698
577720000,6.534,6.639,7.225
577801333,3.504,3.495,5.3
577835762,4.177,4.309,5.039
577844302,4.535,5.102,5.068
578008551,5.518,5.635,6.287
578016879,5.621,5.796,6.252
578034170,5.549,5.779,5.837
578151363,3.246,3.239,5.297
578155687,3.444,3.405,5.385
578189223,4.676,4.724,6.03
578189576,5.14,5.497,5.607
578254032,5.941,6.153,6.432
578284233,5.389,5.567,5.997
578337028,6.443,6.589,6.854
578397434,6.202,6.328,6.875
578474318,4.985,5.01,5.958
578474907,4.325,4.333,5.542
578521941,4.788,4.84,5.848
578530106,5.128,5.517,5.617
578556621,5.039,5.068,5.998
578587259,5.749,6.024,6.109
578587420,5.651,5.776,6.039
578621125,5.755,6.107,6.008
578642656,6.26,6.327,6.834
578690477,5.618,5.721,6.348
578694777,4.178,4.201,5.696
578811223,5.334,5.517,5.988
578837220,4.294,4.275,6.132
578841489,3.281,3.297,5.331
578893446,4.369,4.421,5.636
578914626,4.686,4.898,5.176
578919867,5.691,5.958,6.159
578936675,6.092,6.319,6.714
579014562,5.814,5.882,6.527
579035665,5.959,6.405,6.232
579169195,3.873,3.938,5.055
579169802,4.169,4.233,5.574
579169910,4.172,4.178,5.516
579194975,5.421,5.566,6.099
579230376,5.086,5.122,6.007
579234980,4.821,4.909,5.795
579235017,4.487,4.499,5.678
579239039,5.283,5.417,6.129
579260627,5.436,5.511,6.396
579268807,6.08,6.247,6.753
579420623,6.429,6.525,7.201
579510789,5.485,5.615,6.427
579536041,5.852,5.913,6.68
579562628,3.816,3.812,5.452
579575594,4.864,4.984,5.675
579576294,3.565,3.542,5.399
579583329,3.593,3.552,5.448
579587796,3.526,3.502,5.502
579592279,3.534,3.55,5.492
579592619,3.561,3.573,5.549
579596940,4.396,4.357,5.651
579648510,6.132,6.254,6.652
579666216,6.298,6.604,6.548
579700707,6.337,6.406,6.905
579890564,4.506,4.515,5.877
579911580,4.775,4.808,5.825
579912201,4.423,4.551,5.667
579916831,4.227,4.219,5.717
579924731,3.789,3.732,5.627
579928928,3.843,3.74,5.63
579946370,5.306,5.403,6.089
579963818,5.624,5.838,6.132
580010682,6.842,6.924,7.342
580010810,6.627,6.735,7.113
580032546,6.728,6.857,7.163
580093930,5.165,5.195,6.11
580192148,4.456,4.423,5.687
580209760,5.093,5.145,6.189
580227374,5.421,5.469,6.419
580231908,3.589,3.59,5.335
580244242,3.582,3.602,5.39
580244333,4.255,4.348,5.031
580282938,5.108,5.183,6.093
580287695,4.906,4.978,5.862
580288167,5.332,5.426,6.292
580300616,5.927,6.041,6.553
580317662,4.363,4.46,5.459
580326857,5.917,6.049,6.577
580348303,6.029,6.209,6.598
580369597,6.549,6.644,6.98
580426342,6.469,6.569,7.224
580546081,3.604,3.638,5.421
580547055,3.494,3.599,4.645
580585323,4.073,4.109,5.55
580585427,3.463,3.631,4.83
580585459,3.405,3.403,5.111
580598373,3.654,3.632,5.445
580610916,3.373,3.37,5.242
580611301,3.153,3.189,5.11
580662960,5.707,6.012,6.06
580667978,5.656,5.723,6.482
580680652,5.816,5.845,6.474
580714587,6.27,6.518,6.635
580719155,5.873,5.992,6.243
580732172,6.313,6.324,6.903
580732377,6.289,6.42,6.731
580745387,5.086,6.025,5.327
580780309,6.075,6.18,6.815
580926331,3.634,3.642,5.522
580926422,3.503,3.516,4.899
580934661,3.434,3.43,5.342
580947602,3.449,3.6,4.521
580951922,3.332,3.39,5.354
581004609,5.71,5.908,6.189
581013104,6.027,6.113,6.675
581013183,5.572,5.752,6.166
581013253,5.96,6.018,6.648
581055513,5.9,6.087,6.281
581060581,6.006,6.129,6.707
581064348,5.942,6.175,6.503
581064707,6.082,6.207,6.581
581073524,6.242,6.479,6.68
581099105,6.113,6.133,6.801
581121058,6.336,6.46,7.148
581121328,5.637,5.627,6.393
581250607,5.246,5.346,6.049
581262846,6.958,7.079,7.648
581293182,3.456,3.382,5.387
581332573,4.22,4.244,5.486
581336531,5.302,5.323,6.12
581358486,5.763,5.893,6.433
581396769,6.194,6.317,6.854
581405615,6.362,6.494,6.822
581409749,6.296,6.452,6.797
581414714,6.347,6.466,6.79
581599674,6.578,6.798,7.116
581599704,6.383,6.477,6.943
581603800,6.287,6.456,7.031
581633934,3.26,3.265,5.294
581634271,3.663,3.704,4.845
581652283,4.311,4.355,5.822
581678043,5.001,5.088,5.784
581690438,5.847,5.977,6.484
581746661,6.27,6.345,6.768
581790318,6.468,6.607,6.973
581962275,5.612,5.712,6.323
582027317,5.823,6.005,6.327
582027783,6.107,6.21,6.693
582101022,5.857,5.895,6.601
582101205,6.195,6.262,6.836
582139830,4.259,4.271,5.702
582148591,4.156,4.149,5.643
582338836,5.844,6.192,6.216
582355376,4.801,4.91,5.816
582381047,4.588,4.621,5.67
582381054,5.819,6.144,6.153
582696254,5.195,5.534,5.643
582700300,5.275,5.358,5.898
582709537,6.024,6.151,6.557
583015749,4.609,4.654,5.92
583024065,5.57,5.647,6.465
583024625,5.546,5.554,6.665
583042026,5.094,5.148,6.241
583127938,6.427,6.538,6.866
583132200,6.364,6.593,6.694
583175492,4.082,4.09,5.762
599674785,3.248,3.261,5.374
600011602,3.295,3.327,5.307
600356751,3.198,3.25,4.737
600365719,4.992,5.046,5.809
600464601,6.608,6.772,7.146
600667501,3.179,3.168,5.314
600684832,3.254,3.273,5.223
600693904,3.252,3.254,4.946
600702348,3.21,3.221,5.247
600702483,3.261,3.231,5.227
601047826,3.19,3.228,4.85
601047827,3.348,3.33,4.989
601047853,3.259,3.283,4.989
601120917,7.44,7.612,8.045
601216096,7.337,7.553,7.805
601319398,3.339,3.354,5.401
601388689,4.05,4.094,5.564
601470598,6.79,6.946,7.437
601557317,7.267,7.499,7.94
601712754,3.242,3.255,5.246
601725442,4.091,4.837,4.181
601725569,4.976,4.988,5.843
601824532,7.069,7.169,7.709
602071049,5.369,5.798,5.618
602118253,3.26,3.237,5.186
602148552,6.852,7.011,7.477
602368546,5.655,5.831,6.274
602382052,5.241,5.736,5.477
602459169,3.241,3.241,4.972
602459213,3.369,3.425,4.772
602459682,3.244,3.226,5.265
602476655,3.879,4.103,4.63
602502825,7.065,7.111,7.726
602562786,6.268,6.364,6.924
602645152,5.616,5.877,5.974
602675369,4.374,5.032,4.422
602808843,3.511,3.546,5.515
602809029,3.174,3.154,5.339
602852509,6.785,6.931,7.393
602990602,3.319,3.351,5.45
602999843,3.741,3.764,5.611
603003871,3.324,3.36,4.888
603007915,3.282,3.308,5.081
603068370,5.69,5.881,6.124
603095061,3.98,4.009,5.519
603167111,6.194,6.374,6.572
603340681,3.385,3.387,5.225
603349484,3.011,2.994,4.861
603379393,4.951,5.228,5.396
603422422,3.212,3.215,5.103
603444300,5.437,5.898,5.665
603466235,4.721,4.97,5.08
603477954,6.125,6.349,6.641
603478303,5.994,6.361,6.318
603482385,5.063,5.612,5.431
603681826,3.487,3.455,5.272
603751637,4.361,4.668,4.922
603785283,2.143,4.39,2.134
604009598,3.57,3.572,5.512
604022763,3.452,3.463,5.056
604031105,3.212,3.22,5.223
604031203,3.042,3.021,4.643
604039904,3.422,3.398,5.208
604061479,4.921,5.055,5.459
604070433,4.735,5.099,5.148
604070461,3.377,3.58,4.096
604194925,5.37,5.724,5.738
604195063,5.583,5.967,5.829
604195247,5.149,5.542,5.371
604242162,7.361,7.507,7.968
604255448,6.931,7.042,7.601
604289581,6.204,6.231,6.857
604364004,3.331,3.351,5.122
604368022,3.386,3.389,5.347
604398262,3.432,3.424,5.313
604429310,3.252,3.244,5.178
604460198,5.427,5.505,5.993
604476368,5.08,5.527,5.302
604510234,5.352,5.865,5.494
604510524,5.49,5.956,5.65
604700963,3.617,3.648,5.258
604705430,3.536,3.526,5.448
604709727,3.754,3.708,5.134
604722017,3.517,3.552,5.413
604726283,2.927,2.959,4.817
604731022,3.091,3.105,4.864
604735525,3.559,3.577,5.275
604735824,3.302,3.287,5.106
604735961,3.823,3.802,5.44
604769716,4.883,4.93,6.006
604773096,5.754,5.894,6.282
604791287,5.451,5.517,6.103
604856102,5.709,6.069,6.037
604864322,4.984,5.679,5.21
604864392,5.914,6.365,6.021
604889732,5.624,6.106,5.922
604976663,5.366,5.439,6.192
604989608,5.577,5.945,5.941
604989814,6.363,6.708,6.612
605006733,6.236,6.517,6.593
605046401,3.518,3.555,5.229
605050789,2.791,2.783,4.755
605058898,3.369,3.35,5.288
605063393,3.449,3.469,5.158
605076723,4.444,4.556,5.776
605090489,3.505,3.497,5.391
605153844,4.022,3.963,5.519
605154073,5.415,5.527,6.09
605166418,4.585,4.839,5.178
605391864,3.259,3.294,5.278
605399330,3.129,3.137,5.464
605416852,3.107,3.127,4.355
605417133,3.624,3.601,5.399
605550395,5.805,5.979,6.197
605554875,5.059,5.238,5.638
605723658,3.402,3.464,5.299
605727696,3.246,3.252,5.048
605732731,3.922,3.865,5.526
605740410,3.281,3.305,4.986
605754137,3.223,3.226,4.688
605762571,5.485,5.564,6.238
605770509,5.117,5.312,5.73
605791875,3.224,3.243,5.125
605801224,3.76,3.738,5.317
605852310,5.903,6.142,6.389
606090268,2.314,2.349,4.51
606103219,4.579,4.58,5.771
606115742,4.742,4.767,5.759
606193500,5.238,5.708,5.506
606340818,6.121,6.591,6.296
606362007,6.229,6.486,6.644
606431658,3.261,3.272,5.239
606444098,3.206,3.227,5.725
606447968,5.367,5.773,5.812
606461310,3.65,3.732,4.75
606479285,3.557,3.562,5.201
606492411,3.747,3.77,5.168
606703149,5.905,6.24,6.241
607096048,3.137,3.162,4.619
607104768,3.751,3.774,5.373
607109790,3.503,3.526,5.358
607117287,5.509,5.777,5.997
607130326,3.407,3.379,5.444
607131089,3.932,3.942,5.594
607152422,3.269,3.287,4.848
607195856,4.292,4.355,5.658
607212413,4.499,4.797,4.942
607221569,4.769,4.742,5.679
607251100,5.484,5.722,6.089
607260192,5.672,6.085,5.94
607264357,5.326,5.408,6.057
607273128,5.491,5.675,6.084
607273339,4.212,5.522,4.32
607373222,5.408,5.727,5.727
607441336,3.374,3.494,4.749
607458700,4.748,4.88,5.488
607592906,5.684,6.011,5.943
607597135,5.512,5.603,6.308
607635892,5.774,6.116,6.001
607692113,6.267,6.412,6.729
607787481,4.076,4.095,5.368
607787538,4.375,4.679,4.807
607795307,5.753,5.994,6.298
607799924,4.522,4.877,5.032
607820937,4.617,4.679,5.537
607855896,4.696,4.843,5.543
607886496,4.555,4.754,5.216
607894716,4.733,4.736,5.899
607898830,4.131,4.183,5.528
607899687,4.577,4.602,5.782
607925257,5.958,6.259,6.351
607929192,5.662,6.139,5.794
607933758,6.082,6.197,6.671
607938091,4.738,5.433,4.866
607955261,5.524,6.117,5.726
607998424,6.253,6.589,6.58
608076385,6.242,6.304,6.893
608145495,4.771,5.169,5.151
608162891,3.418,3.439,5.438
608166388,4.86,4.955,5.754
608188506,3.491,3.493,5.279
608240515,4.446,4.797,4.807
608241077,5.655,5.726,6.562
608261812,5.33,5.609,5.692
608278754,5.219,5.384,5.934
608283432,5.977,6.055,6.565
608301148,5.74,6.086,5.945
608369629,5.459,5.573,6.201
608465100,4.366,4.359,5.578
608491067,4.202,4.225,5.817
608534083,3.59,3.583,5.28
608534097,4.619,4.768,5.259
608546564,4.643,4.64,5.866
608602824,5.509,5.738,5.997
608628936,4.191,4.176,5.53
608754263,5.453,5.517,6.379
608840926,4.593,4.637,5.498
608891515,4.558,5.082,4.89
608922563,4.682,4.728,5.625
608948356,5.389,5.693,5.752
609000216,5.72,6.193,5.814
609168709,3.826,3.85,5.543
609173201,6.144,6.241,6.76
609224408,5.313,5.454,5.936
609233083,3.635,3.813,4.292
609247082,5.452,5.514,6.363
609281007,5.476,5.617,6.093
609310926,5.971,6.104,6.553
609384016,6.05,6.278,6.555
609513630,5.072,5.194,5.731
609548390,5.006,5.076,6.032
609587511,4.934,4.986,6.066
609587594,4.714,4.808,5.494
609587618,4.317,4.433,5.621
609591640,4.608,4.631,5.362
609591686,4.524,4.579,5.417
609591758,4.973,5.02,5.973
609591823,4.886,4.911,5.773
609591880,5.019,5.019,6.081
609591891,4.921,4.955,5.734
609591989,4.913,4.945,6.007
609655670,5.523,5.653,6.017
609656444,5.541,5.663,6.331
609660480,5.401,5.525,6.08
609677179,5.852,5.975,6.505
609773847,5.682,5.729,6.558
609855276,5.966,6.137,6.555
609867847,4.188,4.224,5.529
609893831,5.003,5.116,5.85
609924156,2.233,2.239,5.067
609941228,3.443,3.446,5.368
609975449,5.494,5.828,5.913
609979769,5.353,5.489,5.933
609992451,5.784,5.863,6.497
609993550,5.795,6.13,6.121
609997539,5.627,5.752,6.43
610018976,5.539,6.156,5.754
610023123,6.051,6.4,6.29
610113424,5.767,5.82,6.6
610243047,5.261,5.286,6.167
610274029,3.085,3.104,4.645
610274046,3.037,3.029,4.668
610299911,5.189,5.232,6.029
610312734,5.879,5.955,6.623
610321430,5.52,5.618,6.105
610321522,5.874,6.125,6.346
610338229,5.373,5.414,6.205
610342229,5.582,5.723,6.328
610351307,5.744,5.943,6.282
610368283,5.945,6.248,6.362
610376954,6.216,6.388,6.674
610385481,6.472,6.965,6.601
610415691,6.159,6.587,6.355
610554897,4.447,4.468,5.934
610558436,5.268,5.437,5.96
610571450,4.894,4.94,6.128
610601810,4.902,5.117,5.345
610611010,4.908,4.939,5.933
610618198,3.508,3.479,5.542
610666582,4.815,5.228,5.263
610670860,5.682,5.772,6.465
610722297,6.049,6.211,6.558
610731053,6.01,6.1,6.672
610916994,4.817,4.795,6.181
610920670,5.171,5.213,6.637
610938082,3.635,3.652,5.542
610968248,3.655,3.664,5.52
610981555,4.767,4.772,5.932
610981584,5.348,5.428,6.114
611015907,5.372,5.887,5.526
611016438,5.244,5.291,6.118
611016455,5.497,5.763,6.03
611020135,5.313,5.429,5.909
611029037,5.898,6.114,6.221
611037750,6.072,6.208,6.587
611067721,6.165,6.35,6.552
611068232,6.516,6.697,6.973
611089775,6.022,6.112,6.736
611249116,5.49,5.542,6.391
611262552,5.572,5.646,6.557
611274992,3.722,3.744,5.084
611288467,4.559,4.629,5.492
611300533,3.813,3.764,5.7
611304789,3.294,3.317,5.226
611305085,3.634,3.619,5.594
611309194,3.179,3.181,5.288
611323175,3.944,3.977,4.996
611323310,4.581,4.626,5.719
611340150,5.444,5.704,5.903
611343891,5.658,5.77,6.266
611352588,4.082,4.075,5.558
611357256,6.011,6.083,6.695
611361002,5.233,5.367,5.95
611361058,5.918,5.924,6.712
611365952,5.695,5.795,6.648
611413241,6.305,6.456,6.792
611452437,6.175,6.418,6.665
611477605,5.691,5.743,6.602
611620813,4.356,4.35,5.524
611629428,4.994,5.024,5.869
611646050,4.971,5.003,5.916
611646132,3.293,3.278,5.342
611646147,4.869,4.907,5.888
611663250,4.916,5.009,5.778
611693656,5.841,5.983,6.449
611694145,6.013,6.191,6.546
611706830,6.202,6.332,6.675
611728142,5.891,6.013,6.517
611771101,6.329,6.516,6.691
611810783,5.518,5.57,6.317
611814312,6.654,6.808,7.375
611974080,3.601,4.148,3.793
612004584,5.34,5.361,6.242
612034653,5.738,5.977,6.267
612068881,5.988,6.028,6.661
612073194,5.222,5.772,5.383
612099662,5.76,5.759,6.604
612285653,3.844,3.82,5.414
612307129,5.248,5.437,6.288
612323667,3.402,3.392,5.617
612336669,4.972,5.134,5.736
612367371,4.935,4.976,5.857
612371421,4.15,4.148,5.216
612414168,5.869,5.998,6.578
612422902,5.896,5.91,6.725
612440702,4.582,4.557,5.841
612634432,6.004,6.101,6.789
612638791,4.222,4.23,5.693
612643681,5.659,5.716,6.499
612648076,4.184,4.211,5.519
612652688,4.479,4.566,5.436
612668833,3.197,3.21,5.203
612669205,3.37,3.389,5.033
612703762,4.588,4.595,5.899
612712334,5.084,5.061,5.939
612738462,4.251,4.262,5.439
612742137,6.304,6.417,6.82
612742165,5.973,6.064,6.771
612742224,6.037,6.254,6.566
612742229,6.245,6.358,6.761
612742248,4.282,4.276,5.641
612742298,6.249,6.321,6.757
612742316,6.222,6.399,6.716
612746557,6.187,6.322,6.695
612746670,6.085,6.268,6.625
612755343,6.205,6.276,6.874
612777140,6.49,6.635,6.935
612988814,4.923,5.026,5.648
613040803,5.839,5.889,6.62
613044611,5.29,5.323,6.086
613066879,5.699,5.788,6.384
613079053,4.472,4.461,5.562
613083298,5.962,6.084,6.582
613083317,6.201,6.309,6.713
613083359,6.042,6.139,6.756
613083375,4.714,4.756,5.77
613126471,6.233,6.361,6.773
613179816,5.807,5.819,6.696
613338546,4.906,4.866,5.975
613386220,5.783,5.979,6.28
613394707,5.942,5.99,6.728
613398716,4.451,4.47,5.713
613420343,5.603,5.822,6.374
613719036,4.626,4.717,5.371
613756703,5.591,6.009,5.92
613756712,5.817,6.071,6.304
613756808,6.083,6.302,6.44
613756849,5.661,6.149,5.871
613813102,6.126,6.272,6.528
613813486,6.369,6.463,6.865
613817604,6.261,6.429,6.8
613822435,5.8,5.947,6.391
613835634,5.236,5.256,5.96
613847777,4.216,4.219,5.604
614059839,5.173,5.201,6.241
614081109,5.221,5.376,5.636
614081151,6.59,6.767,7.183
614413183,6.331,6.497,6.945
630373425,3.167,3.184,5.21
630373497,3.307,3.411,4.602
630377642,3.459,3.444,5.245
630381662,3.265,3.259,5.436
630381893,3.285,3.328,5.011
630714299,2.141,2.15,5.225
630722830,3.244,3.263,5.395
630722941,3.206,3.18,5.252
630727056,3.238,3.225,5.139
630731599,3.302,3.306,4.455
630748479,3.407,3.417,5.292
631051012,3.252,3.293,5.264
631051057,3.171,3.215,5.149
631055506,3.223,3.196,5.244
631059587,3.213,3.194,5.33
631064055,3.302,3.308,4.707
631396256,3.218,3.241,4.932
631396453,3.229,3.219,5.285
631396532,3.271,3.293,5.287
631400190,3.295,3.302,5.073
631400288,4.961,4.995,5.896
631400598,3.284,3.345,4.858
631400622,3.207,3.216,5.149
631400693,3.244,3.236,5.193
631422121,3.212,3.222,5.279
631422224,3.316,3.332,5.251
631551481,6.096,6.555,6.218
631733127,3.221,3.24,5.238
631737164,3.173,3.182,5.148
631737380,3.248,3.273,4.972
631741308,3.505,3.492,5.314
631741483,3.208,3.188,5.191
631888269,6.145,6.402,6.552
632013356,3.391,3.401,5.236
632048075,3.192,3.262,4.299
632069728,3.329,3.426,4.384
632069757,3.312,3.308,4.817
632069851,3.295,3.389,4.391
632082635,3.199,3.205,5.187
632086737,5.054,5.103,5.955
632091116,5.011,5.058,5.892
632155800,7.444,7.577,7.996
632181938,7.056,7.152,7.721
632229278,7.3,7.426,7.855
632259507,7.006,7.123,7.575
632397510,3.28,3.264,5.169
632397750,3.195,3.192,5.264
632397780,3.255,3.28,5.124
632397786,3.23,3.283,4.632
632397798,3.262,3.319,4.725
632402333,3.294,3.307,5.21
632544268,7.755,8.009,8.222
632570417,6.065,6.347,6.453
632574613,6.939,7.032,7.555
632600726,7.229,7.314,7.707
632734572,3.27,3.323,4.832
632751823,2.09,2.109,5.692
632764978,4.93,4.963,5.748
632808044,3.228,3.211,5.201
632911211,6.99,7.157,7.559
632915714,7.302,7.411,7.769
633097767,4.502,5.114,4.566
633097828,3.296,4.35,3.341
633101926,3.527,3.625,4.37
633144545,3.242,3.215,5.281
633148704,3.222,3.189,5.36
633148716,3.243,3.272,4.833
633148859,3.181,3.203,4.935
633149039,3.273,3.248,5.192
633149202,3.259,3.256,4.967
633200861,6.935,7.153,7.489
633200871,7.27,7.435,7.826
633200987,7.195,7.381,7.725
633201022,7.299,7.472,7.896
633438933,3.329,4.165,3.443
633447561,5.278,5.584,5.591
633498748,3.383,3.428,4.641
633541717,7.079,7.215,7.694
633541960,6.678,6.799,7.244
633546217,7.775,7.931,8.24
633684017,3.661,3.695,5.281
633793553,3.398,4.489,3.454
633895972,6.942,7.127,7.607
633943192,7.281,7.456,7.769
633951900,6.908,6.992,7.486
634029702,3.423,3.406,5.218
634038998,3.33,3.327,5.475
634069028,3.457,3.562,4.547
634090169,3.579,4.655,3.607
634223708,6.599,6.806,7.133
634236922,6.406,6.653,6.719
634363193,3.656,3.683,5.161
634379734,2.544,2.559,4.643
634595283,6.918,7.025,7.554
634608015,6.839,6.907,7.439
634608104,7.47,7.687,7.97
634707780,2.091,2.11,5.622
634711906,3.149,3.143,4.971
634712475,3.188,3.187,5.249
634712940,3.412,3.403,5.104
634717239,3.231,3.206,5.148
634741770,3.854,3.854,5.698
634759240,2.154,4.398,2.148
634867234,4.874,5.285,5.236
634879889,5.112,5.527,5.363
634884062,5.825,6.045,6.435
634888570,5.792,6.099,6.295
634962055,7.733,7.906,8.209
635048729,2.305,2.333,4.985
635062078,2.227,2.226,4.814
635091875,3.09,3.104,5.774
635109166,3.822,4.138,4.462
635135723,5.415,5.594,5.854
635234035,6.931,7.057,7.511
635385969,3.233,3.231,5.197
635407942,3.115,3.113,5.046
635416407,2.308,2.315,4.922
635424442,3.329,3.338,5.068
635501884,5.597,6.079,5.941
635541640,5.515,6.233,5.59
635773848,4.564,4.602,6.014
635860358,5.475,6.039,5.756
635878327,5.547,5.924,5.744
635882644,6.095,6.186,6.46
635890732,5.752,5.98,6.179
635895000,5.622,6.049,5.977
635908014,5.97,6.203,6.337
636102761,3.821,3.831,4.943
636344136,6.044,6.539,6.184
636356423,6.39,6.643,6.752
636418270,2.12,2.125,5.628
636434899,3.329,3.353,5.201
636451654,3.606,3.725,4.902
636465174,3.15,3.153,4.993
636594376,5.519,5.86,5.833
636667489,6.099,6.516,6.243
636758191,3.323,3.31,5.08
636789034,3.711,4.185,4.059
636789080,2.25,2.243,4.677
636792984,3.671,3.679,4.928
636798093,3.731,3.731,5.179
636944318,5.765,6.184,5.984
637008792,4.279,5.672,4.239
637048244,4.901,5.463,5.015
637121560,3.197,3.243,4.376
637121971,3.457,3.404,5.174
637224582,5.825,6.097,6.153
637306291,5.472,6.135,5.558
637393228,5.504,5.751,5.868
637462647,2.272,2.276,4.769
637475264,5.047,5.187,5.736
637483692,4.39,4.718,5.114
637540087,4.491,4.527,5.781
637621553,5.436,5.76,5.693
637673241,5.942,6.07,6.617
637820110,6.235,6.24,7.013
637850749,4.254,4.234,5.703
637914938,4.895,5.678,5.055
637949421,6.021,6.26,6.522
638040562,5.47,5.601,6.337
638074940,6.564,6.76,7.065
638136190,3.65,3.647,5.239
638136814,3.519,3.535,5.39
638148213,3.946,4.024,4.945
638148241,5.572,5.691,6.302
638152829,5.349,5.489,5.967
638178497,4.398,4.366,5.723
638196102,3.625,3.711,4.922
638204954,4.6,4.688,5.713
638312678,5.864,6.117,6.163
638342057,6.302,6.457,7.246
638394209,6.346,6.507,6.8
638472166,3.567,3.598,5.338
638476210,3.386,3.424,5.228
638476365,3.836,3.843,5.353
638481581,2.816,3.251,3.312
638826442,3.151,3.134,4.946
638829946,5.676,5.863,6.322
638882263,4.416,4.474,5.663
638930511,4.699,4.735,5.859
638964662,6.016,6.184,6.432
638985608,5.347,5.679,5.826
639008013,5.571,6.005,5.822
639050664,6.114,6.499,6.338
639063702,5.65,5.82,6.199
639240544,3.818,3.904,4.898
639275368,4.162,4.549,4.557
