bodyId,layer_mean,layer_olf_mean,layer_th_mean
1138807874,9.011,9.393,9.296
1138807902,8.815,9.134,9.165
1138807914,8.679,9.013,8.982
1138807923,8.585,8.935,8.849
1138807924,7.138,7.368,7.576
1138807926,7.925,8.184,8.244
1138807929,8.679,9.083,8.957
1138807940,7.885,8.15,8.199
1138812529,6.887,7.184,7.263
1138855577,6.563,6.716,7.205
1138915459,5.9,6.063,6.342
1139144718,8.795,9.198,9.058
1139148877,7.156,7.717,7.284
1139148900,6.51,6.73,6.958
1139148919,6.735,6.969,7.191
1139153107,6.853,7.104,7.117
1139153136,7.232,7.422,7.611
1139153150,8.719,9.064,9.022
1139153158,8.805,9.141,9.113
1139153191,9.219,9.576,9.508
1139157979,9.024,9.4,9.266
1139240289,5.506,5.584,6.123
1139265826,5.971,6.195,6.416
1139485866,8.2,8.513,8.584
1139485872,7.222,7.766,7.369
1139490024,8.226,8.477,8.627
1139490055,7.986,8.275,8.373
1139494179,8.804,9.205,9.102
1139498548,6.822,7.018,7.196
1139498553,6.965,7.165,7.339
1139498577,6.196,6.359,6.634
1139498661,6.892,7.13,7.275
1139507266,6.627,6.865,6.962
1139515440,7.068,7.275,7.435
1139516013,7.177,7.427,7.615
1139524692,6.911,7.119,7.358
1139667240,4.246,4.251,5.624
1139724251,4.359,4.357,5.914
1139822602,7.855,8.088,8.326
1139826933,7.1,7.653,7.226
1139831106,7.084,7.638,7.229
1139831143,7.169,7.714,7.305
1139831160,7.401,7.645,7.862
1139831308,9.505,9.803,9.722
1139831315,7.265,7.619,7.634
1139835080,8.859,9.15,9.107
1139835270,6.443,6.706,6.807
1139835335,8.765,9.155,8.995
1139835387,8.377,8.647,8.683
1139848472,6.53,6.779,6.952
1139852825,6.561,6.737,7.0
1139856780,6.842,6.981,7.278
1139857380,6.93,7.13,7.291
1139909038,6.588,6.699,7.071
1139921468,3.174,3.185,5.214
1139921865,3.289,3.276,5.283
1140168071,9.158,9.51,9.461
1140172133,7.31,7.868,7.467
1140172174,8.748,9.15,8.974
1140176382,9.151,9.507,9.375
1140176410,8.493,8.818,8.799
1140176456,8.529,8.806,8.915
1140188914,9.334,9.631,9.651
1140188920,9.432,9.796,9.717
1140189290,6.999,7.211,7.355
1140189329,7.248,7.449,7.645
1140193613,6.858,7.083,7.206
1140240894,7.352,7.488,7.701
1140245595,6.558,6.739,7.125
1140249804,6.592,6.785,7.093
1140249852,6.655,6.849,7.256
1140508414,8.007,8.269,8.352
1140509130,8.951,9.216,9.196
1140509203,8.981,9.328,9.212
1140517287,7.022,7.548,7.131
1140517447,8.236,8.496,8.72
1140534972,7.216,7.368,7.62
1140547788,6.641,6.884,7.002
1140603698,3.229,3.243,5.202
1140655376,4.381,4.459,5.075
1140655624,4.257,4.326,5.562
1140737968,4.561,4.577,5.891
1140738351,4.258,4.268,5.669
1140750808,4.147,4.121,5.646
1140750938,5.342,5.366,6.316
1140862679,7.568,7.892,7.918
1140863129,8.99,9.382,9.263
1140867533,8.625,8.954,8.925
1140872223,7.36,7.546,7.746
1140923511,6.345,6.524,6.937
1140950118,3.275,3.292,4.878
1140996390,4.163,4.151,5.659
1141000881,4.272,4.26,5.551
1141006088,3.24,3.253,5.235
1141009503,4.18,4.164,5.5
1141009899,3.329,3.357,4.72
1141010036,3.231,3.312,5.032
1141035086,6.494,6.652,6.841
1141195327,8.101,8.248,8.426
1141208572,9.409,9.727,9.726
1141213129,8.132,8.272,8.415
1141251402,6.716,6.976,7.164
1141259920,6.938,7.194,7.346
1141268794,4.929,4.951,5.834
1141290695,3.252,3.257,5.186
1141290835,3.247,3.302,4.849
1141324564,4.997,5.074,5.846
1141328881,4.268,4.26,5.761
1141329053,4.16,4.178,5.613
1141329227,4.495,4.534,5.612
1141337518,3.23,3.241,4.907
1141337557,4.32,4.385,5.253
1141337605,4.522,4.57,5.587
1141337629,3.354,3.401,4.804
1141337663,3.259,3.336,5.118
1141337757,3.282,3.331,4.878
1141342258,4.205,4.206,5.478
1141342260,3.364,3.342,5.322
1141342299,3.299,3.293,5.312
1141346217,3.225,3.323,4.253
1141346308,3.267,3.275,4.947
1141346462,3.254,3.252,5.358
1141346472,3.557,3.559,5.495
1141350537,4.601,4.671,5.902
1141601145,7.152,7.324,7.551
1141630854,3.248,3.286,4.686
1141631198,3.274,3.334,4.849
1141631240,3.244,3.25,4.976
1141636055,3.268,3.283,5.282
1141636389,3.282,3.274,4.857
1141674495,3.387,3.363,4.814
1141678637,3.285,3.396,4.754
1141678665,4.492,4.597,5.584
1141678931,3.221,3.202,5.287
1141678948,4.458,4.52,5.449
1141682748,3.271,3.281,5.191
1141687128,4.154,4.195,5.366
1141687352,3.158,3.185,5.267
1141691881,3.269,3.273,5.249
1141692008,4.31,4.346,5.499
1141937695,7.102,7.318,7.506
1141972158,3.231,3.223,5.212
1141972202,3.293,3.266,5.32
1141976953,3.318,3.346,4.77
1141977014,3.206,3.211,5.177
1141977071,3.233,3.191,5.303
1142002856,5.515,5.536,6.541
1142011140,4.271,4.296,5.569
1142019737,3.242,3.233,5.232
1142019868,3.196,3.193,5.258
1142019878,4.223,4.627,4.72
1142024290,3.343,3.336,5.277
1142028710,3.471,3.617,4.499
1142257556,6.994,7.199,7.355
1142266328,7.178,7.39,7.547
1142356511,3.281,3.302,5.229
1142356576,4.257,4.245,5.477
1142360528,3.194,3.206,5.276
1142365351,4.309,4.331,5.509
1142598324,6.919,7.177,7.263
1142658717,3.32,3.334,5.32
1142706421,3.426,3.517,5.034
1142994933,3.253,3.292,4.849
1143129698,6.493,6.642,7.064
1143167974,5.659,5.951,6.13
1143332046,3.263,3.295,5.05
1143340753,3.254,3.241,5.31
1143677310,3.315,3.404,4.679
1143686159,3.257,3.226,5.244
1144761556,6.23,6.378,6.824
1155263986,5.196,5.379,5.993
1155302782,7.477,7.676,8.094
1155652503,7.691,7.854,8.222
1156663078,7.248,7.452,7.839
1156999846,7.162,7.259,7.726
1157000178,7.17,7.338,7.778
1157202283,7.505,7.828,7.893
1157850005,7.348,7.475,7.954
1158018199,6.173,6.386,6.593
1158187240,6.988,7.157,7.49
1158191562,6.954,7.085,7.65
1158191622,7.068,7.217,7.711
1158191887,7.103,7.239,7.732
1158333658,6.552,6.828,6.821
1158385432,6.054,6.482,6.268
1158385516,5.643,5.826,6.302
1158402729,5.738,5.99,6.213
1158507458,7.321,7.463,7.958
1158507467,7.085,7.18,7.586
1158528396,7.321,7.377,7.842
1158532993,7.319,7.47,7.839
1158536635,7.061,7.164,7.681
1158610253,6.014,6.288,6.46
1158631810,6.705,7.049,7.069
1158635682,6.535,6.729,6.961
1158644769,6.244,6.518,6.622
1158691908,5.933,6.17,6.338
1158726373,4.749,4.94,5.528
1158747783,8.013,8.112,8.56
1158864995,6.595,6.864,7.237
1158877703,7.427,7.565,8.039
1158877783,7.532,7.571,8.086
1158903092,7.263,7.354,7.852
1158994954,6.046,6.535,6.467
1159123802,7.008,7.119,7.552
1159262075,6.675,6.945,7.062
1159262177,6.197,6.528,6.513
1159330685,5.611,5.931,6.03
1159403919,7.043,7.166,7.671
1159530101,7.219,7.302,7.768
1159551037,8.266,8.358,8.822
1159555822,7.405,7.501,7.939
1159607159,6.184,6.415,6.724
1159607813,5.946,6.163,6.436
1159607872,6.066,6.281,6.483
1159611686,6.11,6.306,6.587
1159611751,6.081,6.277,6.66
1159611765,6.223,6.344,6.671
1159611828,6.222,6.411,6.641
1159646273,5.013,5.18,5.536
1159715613,6.494,6.69,6.909
1159944202,6.547,6.735,7.019
1159948125,6.097,6.339,6.573
1159952969,6.081,6.296,6.533
1159953225,6.122,6.286,6.543
1160070135,6.335,6.571,6.662
1160073701,5.886,6.102,6.358
1160272479,5.433,5.709,5.819
1160288913,5.853,6.126,6.255
1160466122,6.399,6.533,6.793
1160752265,5.851,6.088,6.389
1160807120,5.222,5.253,6.141
1160833169,6.891,7.078,7.476
1160854977,6.316,6.615,6.46
1161117856,6.346,6.555,6.769
1161247854,6.46,6.704,6.815
1161399526,5.905,6.071,6.457
1161429278,4.949,5.398,5.269
1161459105,6.025,6.359,6.483
1161688286,4.919,5.048,5.444
1161705902,7.028,7.216,7.578
1161731111,3.226,3.257,4.877
1161946749,5.373,5.539,6.381
1162063500,3.256,3.314,4.96
1162081064,5.993,6.156,6.619
1162180404,5.805,5.954,6.431
1162305766,6.034,6.249,6.453
1162516527,6.639,6.776,7.203
1162529693,7.065,7.169,7.598
1162534149,4.991,5.233,5.411
1162711771,3.208,3.197,5.361
1162849313,6.382,6.485,7.144
1162849350,5.933,6.014,6.787
1162862472,6.439,6.523,7.047
1162862710,6.437,6.545,7.097
1162866390,7.226,7.35,7.826
1162871168,6.102,6.174,6.942
1162879471,7.021,7.104,7.678
1163120884,7.104,7.282,7.573
1163181423,6.978,7.059,7.62
1163181452,7.004,7.081,7.665
1163185731,7.009,7.122,7.664
1163185756,7.002,7.074,7.666
1163185810,6.925,7.062,7.562
1163185997,6.875,7.021,7.515
1163190900,6.734,6.826,7.282
1163194940,6.564,6.721,7.224
1163198746,7.004,7.124,7.667
1163199311,6.406,6.467,7.094
1163212068,6.429,6.623,6.955
1163228703,6.684,6.777,7.308
1163367993,4.608,4.882,5.045
1163384537,4.017,4.056,5.746
1163509685,5.638,5.711,6.451
1163522330,6.572,6.71,7.142
1163531324,6.715,6.843,7.297
1163552692,6.627,6.794,7.087
1163570493,6.369,6.413,7.073
1163574511,6.927,7.028,7.584
1163622544,6.423,6.675,6.796
1163713145,4.005,4.288,4.281
1163808587,6.118,6.461,6.452
1163868121,6.57,6.699,7.245
1163880830,6.985,7.057,7.643
1163889808,6.66,6.898,7.118
1163894164,6.798,6.951,7.398
1163898298,6.227,6.332,6.865
1164113870,3.205,3.225,5.267
1164131530,6.227,6.466,6.699
1164187272,6.523,6.624,7.113
1164196230,6.718,6.868,7.325
1164200688,6.389,6.535,7.032
1164209179,6.662,6.805,7.334
1164217481,6.61,6.825,7.09
1164234826,6.485,6.682,6.903
1164235156,6.617,6.82,7.188
1164235179,6.708,6.909,7.169
1164260554,6.81,6.879,7.471
1164269666,6.861,6.999,7.503
1164305231,6.211,6.42,6.66
1164374521,4.023,4.072,5.36
1164503211,6.129,6.436,6.6
1164545788,6.585,6.708,7.309
1164597572,7.104,7.221,7.644
1164615491,6.786,6.895,7.375
1164817714,5.497,5.6,6.257
1164882751,6.582,6.714,7.175
1164917156,6.541,6.664,7.027
1165085220,6.22,6.414,6.636
1165206460,6.961,7.078,7.51
1165236314,6.657,6.875,7.174
1165301494,6.509,6.682,7.077
1165305889,6.717,6.837,7.289
1165314688,6.486,6.621,7.113
1165465632,3.317,3.308,5.383
1165542823,6.267,6.468,7.01
1165551524,6.636,6.779,7.301
1165810421,5.526,5.59,6.217
1165810875,5.446,5.497,6.144
1165961664,6.438,6.609,6.983
1166065510,5.946,6.12,6.45
1166186949,6.496,6.683,6.975
1166328873,6.723,6.833,7.207
1166406277,6.226,6.44,6.616
1166406326,5.961,6.127,6.493
1166415548,6.408,6.652,6.832
1166416004,5.965,6.059,6.789
1166545210,6.336,6.498,6.916
1166566237,6.418,6.607,7.136
1166592256,6.702,6.845,7.23
1166592315,6.14,6.156,6.68
1166674437,6.515,6.6,7.045
1166756335,6.966,7.232,7.32
1166761119,3.432,3.409,5.804
1166778367,5.779,5.953,6.76
1166842528,4.936,5.41,5.313
1166885674,6.689,6.788,7.291
1166890100,6.519,6.62,7.059
1167088413,7.721,8.012,8.093
1167092919,6.801,7.068,7.211
1167092971,8.944,9.278,9.269
1167097258,6.32,6.364,7.078
1167097291,6.528,6.761,7.001
1167118856,6.574,6.667,7.229
1167205022,6.306,6.46,6.965
1167226562,5.879,5.956,6.836
1167235473,6.611,6.763,7.139
1167235569,6.479,6.69,7.051
1167235720,6.781,6.848,7.319
1167282562,7.002,7.148,7.651
1167295853,8.273,8.451,8.699
1167295856,8.251,8.416,8.662
1167295872,8.196,8.372,8.586
1167295916,8.228,8.375,8.578
1167300055,8.321,8.462,8.735
1167300154,8.204,8.379,8.632
1167300194,8.154,8.337,8.575
1167304403,8.121,8.378,8.534
1167429704,8.714,8.87,9.118
1167429753,8.42,8.653,8.746
1167429808,6.976,7.243,7.289
1167433954,6.596,6.799,6.988
1167433978,7.966,8.174,8.354
1167433982,8.175,8.385,8.605
1167433990,6.889,7.143,7.231
1167433991,6.653,6.883,7.028
1167434000,6.876,7.146,7.307
1167438034,7.225,7.38,7.856
1167438189,6.301,6.343,7.13
1167438283,6.294,6.328,7.13
1167438288,6.115,6.162,6.961
1167537600,6.967,7.094,7.632
1167542031,6.738,6.797,7.355
1167563121,8.093,8.313,8.511
1167563540,7.974,8.207,8.342
1167567702,8.1,8.311,8.499
1167593263,6.777,6.863,7.321
1167632513,8.096,8.346,8.561
1167641412,8.042,8.293,8.494
1167645442,7.788,8.058,8.1
1167645523,8.242,8.456,8.669
1167645658,8.078,8.275,8.491
1167779265,8.818,9.14,9.081
1167783359,6.491,6.69,6.894
1167783672,6.162,6.286,6.943
1167796848,5.745,5.761,6.447
1167878646,6.684,6.908,7.19
1167882816,6.34,6.451,7.098
1167891559,8.224,8.369,8.604
1167895489,8.165,8.431,8.575
1167896065,8.157,8.486,8.631
1167904437,8.166,8.392,8.584
1167956458,6.783,6.955,7.45
1167965225,7.605,7.829,8.075
1167969032,6.643,6.832,7.13
1167969148,6.493,6.611,7.063
1167977970,8.072,8.317,8.502
1167982211,8.25,8.388,8.67
1167995070,7.832,7.94,8.175
1168055653,8.466,8.654,8.833
1168059800,8.168,8.4,8.635
1168064774,8.188,8.401,8.57
1168120360,8.088,8.328,8.425
1168120366,6.989,7.212,7.361
1168120382,7.969,8.221,8.322
1168120397,6.972,7.205,7.352
1168129036,6.296,6.388,7.122
1168193427,5.731,5.799,6.536
1168241257,8.041,8.291,8.569
1168249921,8.101,8.321,8.534
1168283924,5.99,6.149,6.533
1168302280,6.722,6.849,7.464
1168314368,6.837,6.919,7.516
1168331947,6.53,6.71,7.093
1168340507,7.647,7.8,8.019
1168387674,5.956,6.078,6.638
1168392003,8.368,8.591,8.812
1168392468,8.322,8.59,8.741
1168457108,8.54,8.845,8.89
1168461253,8.777,9.144,9.055
1168465622,7.138,7.274,7.601
1168487385,5.806,5.956,6.544
1168487432,5.876,6.056,6.689
1168543037,6.519,6.609,7.089
1168603800,6.185,6.298,6.815
1168625046,6.121,6.379,6.427
1168659995,7.924,8.092,8.457
1168660239,7.876,8.068,8.404
1168660275,6.882,7.024,7.493
1168664374,6.838,6.896,7.441
1168664447,7.768,7.946,8.246
1168664495,7.795,7.971,8.309
1168664512,6.518,6.72,7.062
1168733095,6.459,6.58,6.944
1168798447,8.804,9.187,9.05
1168810900,8.254,8.553,8.683
1168815348,5.952,6.085,6.679
1168833413,6.662,6.81,7.267
1168845584,6.135,6.243,6.999
1168915489,6.715,6.902,7.271
1168923315,8.037,8.318,8.536
1169005415,6.602,6.773,7.151
1169143321,8.208,8.413,8.666
1169147605,6.697,6.941,7.002
1169151891,7.58,7.858,7.973
1169151895,8.254,8.508,8.681
1169169208,6.423,6.55,6.991
1169173428,6.509,6.619,7.13
1169178299,6.418,6.5,6.911
1169182259,6.392,6.601,7.03
1169260589,6.398,6.729,6.79
1169359181,6.198,6.474,6.482
1169397759,6.689,6.947,7.146
1169488657,8.331,8.652,8.735
1169492912,8.627,8.897,9.05
1169492931,6.9,7.115,7.229
1169562518,6.684,6.763,7.244
1169576040,7.117,7.352,7.516
1169600852,5.933,6.286,6.159
1169657925,3.632,3.857,4.349
1169661785,3.698,3.865,4.814
1169739559,6.512,6.727,6.984
1169829963,8.439,8.72,8.826
1169833987,8.246,8.523,8.609
1169834028,7.363,7.915,7.516
1169838185,6.899,7.078,7.315
1169842672,8.432,8.8,8.702
1169842714,7.206,7.351,7.612
1169847128,5.936,6.031,6.882
1169898618,6.855,7.277,7.027
1169907679,6.517,6.886,6.766
1169989698,4.366,4.433,5.14
1169989859,4.521,4.647,5.19
1169993905,4.415,4.523,5.01
1169999059,3.904,4.407,4.406
1170175001,8.167,8.43,8.577
1170175142,6.849,7.043,7.184
1170179364,7.352,7.598,7.816
1170179426,7.376,7.933,7.561
1170179464,8.313,8.626,8.589
1170179507,6.8,7.084,7.217
1170188095,7.066,7.241,7.538
1170309400,5.419,5.541,5.924
1170322501,4.63,4.622,5.853
1170326256,3.966,4.288,4.602
1170326295,3.524,3.964,4.032
1170335262,3.713,4.131,4.078
1170344185,3.56,3.561,5.268
1170348225,4.256,4.341,5.402
1170352367,6.172,6.252,6.795
1170404875,4.619,4.709,5.305
1170413425,4.394,4.399,5.968
1170515990,8.599,8.83,9.001
1170606692,3.238,3.235,4.855
1170645699,6.243,6.402,6.665
1170667130,3.588,4.058,3.892
1170757913,5.092,5.098,6.124
1170857299,8.071,8.258,8.4
1170861854,7.302,7.819,7.481
1170865901,8.166,8.422,8.586
1170865953,7.462,7.943,7.603
1170866126,8.391,8.63,8.85
1170866180,8.168,8.487,8.566
1170866275,9.48,9.856,9.752
1170870156,8.202,8.382,8.569
1170874403,8.801,9.161,9.057
1170891789,6.725,6.987,7.207
1170892252,6.916,7.155,7.396
1170935308,6.934,7.164,7.208
1170939344,6.561,6.738,7.098
1170970271,5.288,5.716,5.587
1171207089,8.912,9.211,9.164
1171207096,7.977,8.21,8.36
1171211215,7.107,7.651,7.252
1171219829,8.909,9.287,9.207
1171280441,4.924,4.972,5.874
1171423213,5.204,5.25,6.094
1171431567,4.271,4.297,5.645
1171436073,4.366,4.466,5.116
1171548200,8.286,8.629,8.599
1171548212,8.726,9.036,8.977
1171548392,7.559,8.042,7.724
1171613107,7.806,8.045,8.221
1171613286,7.892,8.07,8.266
1171617407,5.029,5.043,5.96
1171621616,5.027,5.054,5.928
1171621682,4.872,4.978,5.498
1171690432,4.318,4.451,4.987
1171690479,4.317,4.475,5.0
1171704378,3.349,3.405,4.684
1171759765,5.458,5.605,6.024
1171772286,4.458,4.505,5.564
1171785552,4.529,4.673,5.173
1171898138,8.577,8.944,8.853
1171902272,8.006,8.259,8.362
1171910380,7.154,7.354,7.588
1171910557,7.146,7.365,7.611
1171915022,6.823,7.009,7.278
1171954356,7.871,8.114,8.237
1172031461,4.272,4.353,5.397
1172044382,3.254,3.237,5.071
1172053274,3.348,3.354,5.267
1172242848,8.978,9.356,9.307
1172363878,3.231,3.227,5.22
1172372291,3.469,3.554,5.405
1172372382,3.265,3.247,5.309
1172372655,4.365,4.404,5.264
1172385513,3.201,3.236,4.859
1172433712,5.399,5.517,6.121
1172441674,4.943,5.083,5.942
1172446050,4.593,4.632,5.883
1172446164,4.485,4.549,5.58
1172623224,6.824,7.022,7.24
1172627154,7.061,7.27,7.396
1172665846,3.249,3.22,5.273
1172670463,3.326,3.351,5.241
1172704683,3.282,3.327,4.725
1172713514,3.323,3.347,4.812
1172713521,4.98,5.182,5.671
1172730733,3.286,3.26,4.943
1172774470,4.568,4.6,5.427
1172796014,4.295,4.332,5.7
1173007139,4.159,4.162,5.748
1173011450,4.469,4.559,5.152
1173016042,3.248,3.274,5.217
1173029301,5.583,5.687,6.321
1173045815,4.533,4.6,5.637
1173054679,3.217,3.226,4.947
1173063302,3.414,3.383,4.877
1173067651,3.292,3.322,4.98
1173072129,3.192,3.215,4.939
1173076392,5.097,5.233,5.916
1173076523,4.984,5.04,5.883
1173347968,3.602,3.649,5.639
1173391076,3.173,3.177,5.27
1173408617,3.297,3.308,5.178
1173417505,4.925,4.992,5.669
1173524747,5.107,5.118,5.606
1173732234,3.229,3.247,5.165
1173745220,3.199,3.195,5.179
1173745330,4.361,4.384,5.477
1173745411,3.247,3.247,5.222
1173753977,4.58,4.569,5.762
1173814525,4.867,4.897,6.173
1174008477,3.19,3.182,5.2
1174077762,3.16,3.186,5.224
1174384118,3.295,3.334,5.268
1174410293,5.033,5.065,5.813
1174712037,3.393,3.502,4.753
1175070762,4.943,4.968,5.841
1175433492,6.012,6.098,6.609
1187676192,6.418,6.693,6.789
1187676208,5.254,5.558,5.802
1187693355,7.372,7.565,7.937
1187831582,7.368,7.556,7.791
1187844616,7.19,7.349,7.763
1188004374,6.069,6.363,6.475
1188043606,6.954,7.041,7.543
1188163963,7.166,7.304,7.718
1188181261,7.183,7.379,7.73
1188371481,7.497,7.628,8.046
1188388754,6.603,6.699,7.104
1188504924,7.044,7.146,7.729
1188509405,6.762,6.859,7.547
1188548292,7.053,7.135,7.727
1188548330,7.369,7.525,8.014
1188599723,5.858,5.941,6.685
1188716311,7.257,7.47,7.857
1188885499,7.169,7.289,7.758
1188885915,7.026,7.098,7.621
1188889654,6.937,7.107,7.512
1188889837,6.74,6.92,7.506
1189027422,5.832,6.033,6.375
1189227147,7.081,7.174,7.705
1189230326,7.344,7.532,7.948
1189230639,7.13,7.242,7.772
1189264680,7.014,7.087,7.507
1189420069,6.577,6.899,6.852
1189549476,6.976,7.16,7.535
1189559257,6.869,7.043,7.441
1189563993,7.204,7.316,7.666
1189566974,7.117,7.218,7.718
1189567690,7.44,7.586,8.069
1189601546,7.069,7.239,7.625
1189605993,7.181,7.277,7.696
1189606166,8.22,8.404,8.765
1189606310,8.141,8.209,8.675
1189697512,6.006,6.185,6.461
1189706008,5.961,6.153,6.53
1189727041,6.857,7.025,7.18
1189847645,5.532,5.817,5.952
1189882785,7.173,7.315,7.711
1189887646,7.081,7.207,7.674
1189891402,6.889,7.029,7.527
1189904590,7.19,7.23,7.783
1189908829,7.26,7.353,7.873
1189912345,6.599,6.721,7.254
1189912812,7.3,7.425,7.891
1189973148,5.981,6.383,6.232
1190016758,5.812,6.061,6.019
1190076947,5.86,6.126,6.276
1190171884,7.914,8.098,8.452
1190250299,7.478,7.569,8.034
1190254555,6.385,6.606,7.082
1190332099,5.553,6.07,5.877
1190344036,6.428,6.782,6.771
1190374287,6.309,6.476,6.834
1190400775,6.924,7.132,7.347
1190409318,6.159,6.305,6.681
1190417843,6.51,6.849,6.925
1190591244,7.15,7.25,7.706
1190638276,6.605,6.839,7.036
1190646632,5.964,6.223,6.551
1190646900,6.217,6.389,6.664
1190668746,5.307,5.482,5.721
1190729123,5.586,6.065,5.925
1190737748,6.348,6.622,6.732
1190763066,6.487,6.726,6.9
1190926889,7.216,7.35,7.833
1190983574,6.233,6.424,6.769
1190983579,5.79,6.045,6.258
1191048727,6.183,6.372,6.602
1191273014,7.012,7.136,7.522
1191315642,6.165,6.429,6.491
1191350690,5.576,5.8,6.18
1191392918,4.853,4.944,5.493
1191402226,5.58,5.79,6.131
1191440880,6.412,6.597,6.796
1191500957,6.387,6.719,6.739
1191557366,6.7,7.037,6.984
1191665829,5.802,6.011,6.134
1191820507,6.235,6.524,6.652
1191898195,6.009,6.261,6.377
1192006543,4.842,5.082,5.206
1192007205,5.162,5.411,5.537
1192019859,4.716,4.902,5.13
1192123051,6.289,6.557,6.63
1192152791,7.663,7.826,8.056
1192187204,4.451,4.609,5.206
1192234894,6.281,6.588,6.479
1192434435,6.116,6.29,6.668
1192460455,5.863,5.961,6.334
1192529139,5.511,5.71,6.195
1192567360,6.366,6.615,6.718
1192606191,7.009,7.132,7.641
1192698034,3.642,3.794,4.311
1192723421,6.158,6.371,6.561
1192735693,7.189,7.417,7.698
1192736036,7.338,7.545,7.854
1192739907,7.044,7.235,7.57
1192744779,6.754,6.956,7.398
1192796721,5.868,6.27,6.35
1192848260,6.575,6.809,6.896
1192922295,6.09,6.37,6.535
1193029926,4.207,4.362,5.395
1193085654,6.144,6.35,6.717
1193210995,5.856,5.989,6.359
1193214867,6.026,6.172,6.642
1193378968,4.879,5.064,5.335
1193448112,5.184,5.219,6.2
1193539096,6.08,6.182,6.633
1193560072,7.216,7.312,7.782
1193560469,6.312,6.452,6.811
1193599901,6.114,6.267,6.69
1193828120,6.47,6.719,6.805
1193828958,6.044,6.255,6.558
1193879608,7.028,7.111,7.697
1193884219,6.971,7.06,7.698
1193884233,6.928,7.038,7.665
1194070053,4.234,4.308,4.697
1194100437,5.883,6.09,6.541
1194220763,6.967,7.077,7.666
1194242354,6.669,6.789,7.353
1194246820,6.295,6.571,6.819
1194384626,4.114,4.214,5.456
1194510761,5.493,5.768,5.838
1194558092,6.788,6.893,7.344
1194562363,6.53,6.644,7.028
1194652343,6.124,6.359,6.672
1194912241,7.015,7.116,7.676
1194937249,6.975,7.127,7.7
1194937327,6.963,7.056,7.621
1194937507,6.987,7.102,7.698
1194942043,6.666,6.87,7.114
1194946557,6.727,6.974,7.222
1194958916,7.017,7.061,7.64
1195235619,6.785,6.925,7.443
1195235620,6.609,6.736,7.186
1195256943,7.055,7.142,7.679
1195287289,6.628,6.888,7.086
1195554644,6.364,6.442,7.157
1195559184,6.794,6.93,7.364
1195606601,6.879,7.022,7.499
1195632413,6.517,6.699,7.168
1195658585,6.382,6.487,6.972
1195866078,5.696,5.858,6.241
1195870226,6.232,6.376,6.734
1195891557,6.671,6.834,7.282
1195913021,6.542,6.776,7.087
1195917506,6.673,6.805,7.139
1195947727,7.049,7.108,7.679
1195973360,6.379,6.548,7.103
1195999722,6.657,6.727,7.326
1196031279,6.257,6.416,6.72
1196232789,6.699,6.774,7.286
1196366507,6.122,6.279,6.617
1196367733,6.313,6.597,6.75
1196526636,6.315,6.443,6.894
1196573432,6.619,6.697,7.333
1196573821,6.623,6.707,7.24
1196673506,6.679,6.804,7.294
1196699301,6.335,6.456,6.937
1196816048,6.074,6.317,6.722
1196854070,4.171,4.203,5.566
1197100377,8.305,8.529,8.719
1197100399,7.775,8.068,8.157
1197104631,8.308,8.599,8.64
1197234751,6.427,6.556,6.96
1197242965,6.4,6.497,7.047
1197243068,6.197,6.301,6.872
1197246979,6.572,6.746,6.975
1197251489,6.752,6.841,7.422
1197260134,6.483,6.535,7.166
1197441527,8.542,8.805,8.962
1197449561,6.101,6.209,6.912
1197449936,5.583,5.728,6.646
1197450057,6.006,6.159,6.753
1197454668,5.649,5.754,6.781
1197455013,5.375,5.462,6.476
1197455268,6.057,6.151,6.784
1197571795,6.577,6.699,7.215
1197791054,6.681,6.878,7.129
1197791057,6.91,7.208,7.413
1197847302,5.458,5.681,6.217
1197967828,6.978,7.051,7.558
1197972213,6.956,7.076,7.552
1197993940,7.731,7.882,8.33
1198006801,8.226,8.377,8.628
1198041835,6.962,7.133,7.56
1198049989,6.616,6.727,7.201
1198123389,7.14,7.339,7.501
1198127720,7.494,8.051,7.673
1198132022,6.781,7.091,7.149
1198132028,6.303,6.382,7.06
1198132041,6.259,6.453,6.731
1198257581,8.181,8.315,8.522
1198326456,7.771,8.081,8.191
1198330286,7.419,7.496,7.833
1198330641,7.914,8.088,8.421
1198334861,8.197,8.411,8.627
1198373874,6.575,6.673,7.26
1198413357,8.223,8.427,8.637
1198468652,7.021,7.196,7.414
1198468674,6.863,7.156,7.233
1198473350,7.643,7.836,8.136
1198473353,7.073,7.359,7.533
1198477582,6.125,6.218,6.86
1198477590,5.866,5.934,6.726
1198504136,5.421,5.457,6.38
1198533883,4.05,4.475,4.391
1198576311,5.746,5.922,6.409
1198654537,6.629,6.855,7.117
1198658803,6.671,6.834,7.287
1198667367,8.213,8.447,8.629
1198671494,8.097,8.401,8.511
1198671672,8.179,8.415,8.614
1198675740,8.227,8.437,8.596
1198680122,8.194,8.375,8.664
1198680249,8.23,8.421,8.629
1198680426,8.087,8.299,8.55
1198680441,8.196,8.414,8.598
1198684596,8.153,8.37,8.565
1198693217,8.23,8.381,8.629
1198749960,6.808,6.898,7.402
1198809611,7.305,7.689,7.698
1198809632,7.009,7.55,7.125
1198809646,7.065,7.63,7.185
1198809657,9.738,10.133,10.029
1198809663,7.513,7.753,7.822
1198814304,9.273,9.478,9.599
1198818551,7.385,7.475,8.018
