"bodyid","pre","post","upstream","downstream","status","name","voxels","soma","connectivity.type","cell.type","class","cellBodyFiber","layer","ct.layer","total.length","notes"
"1197847302",577,359,359,4531,"Traced",NA,490204689,FALSE,"uncertain","uncertain","DN",NA,5.458,NA,1290.26866017099,NA
"729742221",5,1239,1239,31,"Traced","MDN(PDM13)_L",1186707219,TRUE,"MDN","MDN","DN",NA,6.739,7,2311.96237198743,NA
"5813021079",2,1415,1415,7,"Traced","MDN(PDM13)_L",1210471717,TRUE,"MDN","MDN","DN",NA,6.708,7,2408.24771062215,NA
"946339109",15,1998,1998,90,"Traced","PS167(PDM28)_L",1470166889,TRUE,"PS167","PS167","DN",NA,6.459,6,3487.33797582128,NA
"821201495",15,98,98,83,"Traced","DNp25(PDM05)_L",749202096,TRUE,"DNp25","DNp25","DN",NA,4.409,4,894.668443106023,NA
"1252833634",0,1639,1639,0,"Traced","CL124(AVM19)_R",2054354513,TRUE,"CL124","CL124","DN",NA,5.994,6,3649.26520338109,NA
"5813078116",90,1644,1644,308,"Traced","DN?",831875116,FALSE,"uncertain","uncertain","DN",NA,6.948,NA,2687.8889802952,NA
"1406000196",91,5512,5512,369,"Traced","DN?",2340784731,FALSE,"uncertain","uncertain","DN",NA,6.775,NA,5059.54985861168,NA
"1037393225",165,2711,2711,899,"Traced","DNb04_R",1620623693,FALSE,"DNb04","DNb04","DN",NA,6.41,6,3981.11835247758,NA
"1715999506",27,1082,1082,62,"Traced","DNb06_R",464956118,FALSE,"DNb06","DNb06","DN",NA,7.131,7,1554.09026256037,NA
"5813012529",53,1524,1524,261,"Traced","DNd01_R",891257816,TRUE,"DNd01","DNd01","DN",NA,5.652,6,3064.61119227372,NA
"5813020864",1,1415,1415,1,"Traced","DNd01_R",785996206,TRUE,"DNd01","DNd01","DN",NA,5.756,6,2481.12139398417,NA
"1626948732",410,2906,2906,1985,"Traced",NA,1246242274,FALSE,"uncertain","uncertain","DN",NA,6.859,NA,4216.57643933658,NA
"1499778528",6,2034,2034,14,"Traced",NA,983756159,FALSE,"uncertain","uncertain","DN",NA,6.842,NA,2392.38202317919,NA
"5813023897",16,279,279,81,"Traced","(PVM02)_L",335769686,TRUE,"uncertain","uncertain","DN",NA,NA,NA,NA,NA
"5813080768",207,1477,1477,1329,"Traced","SMP544(PDM27)_L",1373788946,TRUE,"SMP544","SMP544","DN",NA,6.39,6,3827.76626656022,NA
"984030630",56,1097,1097,277,"Traced","DNp34(PVM01)_L",1476035193,FALSE,"DNp34","DNp34","DN",NA,6.261,6,2945.24675713061,NA
"1874217622",260,5494,5494,1555,"Traced","Ascending?",1109523245,FALSE,"uncertain","uncertain","DN",NA,6.755,NA,5533.50817107457,NA
"642763374",4,680,680,24,"Traced","oviDNb(PDM15)_L",779755897,FALSE,"oviDNb","oviDNb","DN",NA,5.928,6,2262.2548526551,NA
"5812994045",35,267,267,224,"Traced","(PVM02)_L",172999081,TRUE,"uncertain","uncertain","DN",NA,NA,NA,NA,NA
"1637171546",631,4432,4432,4183,"Traced","LAL201(SCB023)_R",2240787872,TRUE,"LAL201","LAL201","DN",NA,6.688,7,6388.22574119704,NA
"1565846637",116,6460,6460,411,"Traced","DNp03_R",2549458082,TRUE,"DNp03","DNp03","DN",NA,6.771,7,3993.21519733614,NA
"1573072464",326,6011,6011,1951,"Traced",NA,1384226750,FALSE,"uncertain","uncertain","DN",NA,NA,NA,NA,"LVeW"
"5813077405",21,747,747,101,"Traced","DNd01_L",762925740,TRUE,"DNd01","DNd01","DN",NA,6.098,6,1928.27610002878,NA
"1038420643",89,2212,2212,429,"Traced","DNa09(ADM03)_L",887088750,FALSE,"DNa09","DNa09","DN",NA,6.484,7,2855.77939675304,NA
"5813056435",506,4117,4117,2492,"Traced",NA,1896429993,FALSE,"uncertain","uncertain","DN",NA,6.323,NA,4634.79116931127,NA
"5813021985",30,572,572,208,"Traced","CRE101(PDM27)_L",815726383,TRUE,"CRE101","CRE101","DN",NA,5.89,6,2210.86693313473,NA
"1282274813",33,15,15,104,"Traced","DNp28(PDM28)_L",368536542,FALSE,"DNp28","DNp28","DN",NA,NA,NA,NA,NA
"1344695030",26,526,526,132,"Traced","(PDM16)_L",599440770,TRUE,"uncertain","uncertain","DN",NA,6.393,NA,1411.71143628539,NA
"5813013952",97,1349,1349,484,"Traced","CL202(PDM12)_L",1441915455,TRUE,"CL202","CL202","DN",NA,6.267,6,2777.68428021924,NA
"1008400018",2,1057,1057,5,"Traced",NA,853188487,FALSE,"uncertain","uncertain","DN",NA,6.171,NA,2224.60316718343,NA
"5812990989",54,495,495,342,"Traced","DNp16(PVM02)_L",471233930,TRUE,"DNp16","DNp16","DN",NA,6.375,7,1314.57589346668,NA
"5812990995",42,128,128,208,"Traced","DNp16(PVM02)_L",269103148,TRUE,"DNp16","DNp16","DN",NA,6.118,7,778.327504947197,NA
"1229107423",5,611,611,20,"Traced","DNp13(pMN1)_L",1701668189,TRUE,"DNp13","DNp13","DN",NA,6.494,6,1620.20991047322,NA
"5813026404",2,668,668,8,"Traced","DNd01_L",718231418,TRUE,"DNd01","DNd01","DN",NA,6.042,6,1893.17222343179,NA
"1345285966",1192,4456,4456,9066,"Traced",NA,1815737751,FALSE,"uncertain","uncertain","DN",NA,6.708,NA,7046.84392866656,NA
"1222928995",80,4007,4007,339,"Traced","DNa10(ADM03)_L",1629261149,FALSE,"DNa10","DNa10","DN",NA,6.586,6,2489.38209055615,NA
"1044218225",1,33,33,2,"Traced","DNp23",189795735,FALSE,"DNp23","DNp23","DN",NA,NA,NA,NA,NA
"5813020347",849,874,874,3501,"Traced","DNp27_L",3381938305,FALSE,"DNp27","DNp27","DN",NA,6.169,6,5003.1698468825,NA
