"bodyid","pre","post","upstream","downstream","status","name","voxels","soma","side","connectivity.type","cell.type","class","cellBodyFiber","ItoLee_Lineage","ItoLee_Hemilineage","Hartenstein_Lineage","Hartenstein_Hemilineage","putative.classic.transmitter","putative.other.transmitter","glomerulus","FAFB.match","FAFB.match.quality","layer","ct.layer","axon.outputs","dend.outputs","axon.inputs","dend.inputs","total.length","axon.length","dend.length","pd.length","segregation_index","notes"
5901222731,2113,4087,191,2389,"Traced","VP1d+VP4_l2PN2(lALT)_R",2904336647,TRUE,"right","M_lvPNm45","M_lvPNm45","biPN","AVM03","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VP1d","720575940614150592","good",2.371,2,2252,118,62,117,1476.19034702484,579.223895694589,420.031864482933,251.626985535412,0.307924277564385,NA
5901222910,1954,4061,195,2476,"Traced","DM2_lPN_R",3619170202,TRUE,"right","Z_lvPNm1","Z_lvPNm1","uPN","AVM02","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DM2","none","none",2.985,4,2053,380,57,119,1043.37909492944,286.124497546395,313.228660581178,265.877946561459,0.168017778580828,NA
603349484,169,127,449,2374,"Traced","M_vPNml85_R",252666202,FALSE,"right","M_lvPNm30","M_lvPNm30","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940622076424","good",2.959,3,2027,343,74,361,1871.88836885292,471.209952077749,844.046124728432,278.030452584759,0.332274602134369,NA
603785283,693,1362,448,2412,"Traced","VP1l+VP3_ilPN",998921705,FALSE,"right","M_lvPNm29","M_lvPNm29","biPN",NA,"ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VP1l","720575940616249908","good",3.045,3,2197,82,78,360,1671.92631276501,369.40855329993,730.379313867882,265.095062951447,0.540207887943737,NA
604031203,235,244,379,815,"Traced","DM4_vPN_R",338812894,FALSE,"right","M_lvPNm48","M_lvPNm48","uPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DM4","720575940616288308","good",2.887,3,544,216,195,167,1234.6757891635,232.547168652102,444.926622461895,270.409018812919,0.0237777121763701,NA
604726283,171,229,1718,9280,"Traced","M_vPNml77_R",334092380,FALSE,"right","VC3m_lvPN","VC3m_lvPN","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940631323709","good",2.252,2,7874,1372,296,1412,2208.44741187487,551.950409890269,1058.5939409695,224.300101051963,0.324657706205044,NA
605050789,97,179,268,2055,"Traced","M_vPNml84_R",223714949,FALSE,"right","M_lvPNm31","M_lvPNm31","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940619684355","good",2.835,3,1720,259,39,221,1411.12561387903,257.876047814053,650.352325273539,272.206502862877,0.355398030643344,NA
606090268,2362,4489,373,1733,"Traced","VC1_lPN_R",3897463029,TRUE,"right","M_lvPNm33","M_lvPNm33","uPN","AVM02","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VC1","720575940618599262","good",2.462,2,1430,269,91,269,1624.09130034858,390.385713615492,694.234516287235,252.94121244381,0.248235866265365,NA
608922563,8,4130,256,1314,"Traced","AL-MBDL1_R",2699462707,TRUE,"right","M_lvPNm37","M_lvPNm37",NA,"PDL18","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown",NA,"720575940613049117","good",2.116,2,1189,34,63,189,1324.03214542906,390.89421790112,467.045809229993,234.064496548334,0.488545322232907,NA
609924156,732,549,203,1174,"Traced","M_lvPNm39_R",1127913038,TRUE,"right","VC5_lvPN","VC5_lvPN","mPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940624979245","good",2.09,2,1012,0,46,155,1110.74095033301,241.063621775479,342.539338010436,300.483932607224,0.652587428473006,NA
610274029,754,5673,707,3039,"Traced","M_vPNml50_R",2530060491,TRUE,"right","M_lvPNm26","M_lvPNm26","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940588488931","good",2.478,3,2953,14,127,566,1788.74477191957,436.306840978094,846.52395903934,254.054110710869,0.664854218639215,NA
610274046,808,6320,779,2787,"Traced","M_vPNml50_R",2169143216,FALSE,"right","VM4_lvPN","VM4_lvPN","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940622201109","good",2.18,2,2407,342,103,653,1218.39771668729,167.712343242931,528.574134298809,300.438835225343,0.414492055985195,NA
630714299,1884,4246,475,2631,"Traced","DM2_lPN_R",3518852200,TRUE,"right","M_lvPNm41","M_lvPNm41","uPN","AVM02","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DM2","720575940602497303","good",2.624,3,2010,587,43,428,1720.85141091642,382.849440935602,863.098132884655,249.560726925211,0.315965780669889,NA
632751823,151,203,184,1588,"Traced","VC5_lvPN_R",354275846,TRUE,"right","Z_lvPNm1","Z_lvPNm1","uPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VC5","none","none",3.846,4,1307,233,82,88,1027.84512277487,295.719551347264,281.266262182269,282.212210014886,0.0967995721369791,NA
634379734,157,117,450,2600,"Traced","M_vPNml88_R",359573549,TRUE,"right","M_lvPNm42","M_lvPNm42","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940618299907","good",2.991,3,2147,415,61,382,1730.35920649103,410.064123923083,786.322466949783,264.236335176862,0.338888339534481,NA
634707780,175,257,418,838,"Traced","M_vPNml58_R",442376420,FALSE,"right","M_lvPNm48","M_lvPNm48","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940618169091","good",3.048,3,502,255,214,182,1300.06765210963,236.948280756868,500.847373169961,281.274351463421,0.0111160029895386,NA
634759240,721,1163,798,4053,"Traced","VP4_vPN(mlALT)_R",1533551542,TRUE,"right","M_lvPNm25","M_lvPNm25","uPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VP4","720575940610651563","good",2.251,2,3855,5,86,687,2719.30040896535,434.267368911527,1565.31984999595,261.944324539572,0.78761690364192,NA
635048729,180,273,1818,9408,"Traced","DP1m_vPN_R",615424679,TRUE,"right","M_lvPNm24","M_lvPNm24","uPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DP1m","720575940622586016","good",2.309,2,9276,77,172,1634,5087.1528520475,1163.58153161816,2970.60389516515,245.74327938048,0.762462883840145,NA
635062078,5016,13176,549,5728,"Traced","DP1m_adPN_R",7904589399,TRUE,"right","M_lvPNm39","M_lvPNm39","uPN",NA,"ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DP1m","720575940619686147","good",2.233,2,5398,270,206,320,2783.60511695162,1064.87863197513,938.528123077304,337.606620407155,0.283669925964169,NA
635407942,165,136,342,1719,"Traced","M_vPNml85_R",259188554,FALSE,"right","M_lvPNm35","M_lvPNm35","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940581910727","good",2.416,2,1422,203,37,296,1471.87660307166,337.921871371418,661.554591866833,215.218306732633,0.429185800851973,NA
635416407,641,802,251,1306,"Traced","DM5_lPN_R",1038502251,TRUE,"right","M_lvPNm37","M_lvPNm37","uPN","AVM02","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DM5","720575940616199988","good",2.191,2,1089,178,58,185,1239.82558352766,346.661421864614,447.954615234567,221.786460247177,0.277786281299337,NA
636418270,175,204,572,3450,"Traced","M_vPNml58_R",427085893,FALSE,"right","M_lvPNm25","M_lvPNm25","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940613079069","good",2.241,2,3111,7,95,456,2038.67398322373,394.734216536937,956.102505138741,276.323424228385,0.700934487530636,NA
636789080,2589,6306,536,1668,"Traced","VC5_adPN_R",4577542160,TRUE,"right","VP1l+_lvPN","VP1l+_lvPN","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VC5","720575940616163636","good",2.151,2,1511,157,134,394,1627.64039800722,369.174149583912,700.428916013402,220.258756383022,0.344768653824446,NA
637462647,110,430,496,2538,"Traced","M_vPNml80_R",221290103,FALSE,"right","M_lvPNm28","M_lvPNm28","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940595949856","good",2.939,3,1945,519,84,400,1973.60796731181,421.059176145419,951.671774266497,262.057303387174,0.256290179001937,NA
639276164,372,572,236,1871,"Traced","M_lvPNm25_R",639780556,TRUE,"right","M_lvPNm45","M_lvPNm45","mPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940581486267","good",2.102,2,1820,3,70,157,1444.93655277927,475.464656053655,385.003480748188,325.770929568209,0.559491093278264,NA
662776660,1242,2267,251,1139,"Traced","VC3m_lvPN_R",1950510178,TRUE,"right","M_lvPNm38","M_lvPNm38","uPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VC3m","720575940614798365","good",2.077,2,1047,3,63,185,1296.91346571658,404.334299173189,411.657840256523,240.992391961144,0.593576067034279,NA
663432544,420,577,391,2170,"Traced","VP3+_vPN(t10ALT)_R",1038645942,FALSE,"right","M_lvPNm34","M_lvPNm34","uPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VP3","720575940610838024","good",2.357,2,1750,420,95,283,1729.58237061852,458.383128257706,739.541648176384,246.677005192258,0.207139639354466,NA
663787020,361,1186,1107,5719,"Traced","VP1m+_lvPN(t2ALT)_R",927306877,TRUE,"right","VC3m_lvPN","VC3m_lvPN","uPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VP1m","720575940611303377","good",2.256,2,4584,1131,216,884,1704.20209174064,428.815323708424,775.249784052894,211.739969060199,0.248920429433864,NA
664814903,334,1085,469,3017,"Traced","VP1m+_lvPN(t2ALT)_R",914020772,TRUE,"right","MZ_lvPN","MZ_lvPN","uPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VP1m","720575940571613390","good",2.41,2,2223,726,170,263,1567.29673077213,484.829929734816,584.641095364092,225.80227626171,0.0833584755645836,NA
666135689,561,975,177,1403,"Traced","DA3_adPN_R",761338506,FALSE,"right","VC5_lvPN","VC5_lvPN","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DA3","720575940597227222","good",2.065,2,1249,0,29,136,1186.84153640266,300.521745455059,261.960283742013,309.631479904015,0.728216951642042,NA
666818300,1022,2635,285,2052,"Traced","V_l2PN_R",1803901652,TRUE,"right","M_lvPNm32","M_lvPNm32","uPN","AVM03","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","V","720575940626958695","good",2.683,3,1722,297,85,184,1715.86782477355,451.732580165238,708.976666876724,288.828960130449,0.19988630172254,NA
667823920,159,312,708,2035,"Traced","M_vPNml56_R",590254602,TRUE,"right","VP1m+VP2_lvPN2","VP1m+VP2_lvPN2","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940613746112","good",2.242,2,1636,398,208,493,1857.41716124598,459.277561042811,903.804995916088,235.953074310731,0.189149809110813,NA
693125078,836,2101,1123,2990,"Traced","VC3l_adPN_R",1597006614,TRUE,"right","VM4_lvPN","VM4_lvPN","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VC3l","720575940621300501","good",2.159,2,2426,439,146,969,1404.18585207977,248.530304165847,701.468200829288,236.146895239942,0.392369445966616,NA
693479072,987,2080,385,2261,"Traced","VM7v_adPN_R",1605547805,FALSE,"right","M_lvPNm41","M_lvPNm41","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VM7v","720575940620493336","good",3.021,3,1782,470,63,313,1576.49537887989,352.59847976534,692.45148729477,257.887784924739,0.256999033557372,NA
693483018,2737,5145,514,2349,"Traced","DL5_adPN_R",4208099918,TRUE,"right","VP1m+VP2_lvPN2","VP1m+VP2_lvPN2","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DL5","720575940616289332","good",2.195,2,1770,437,158,340,1833.01803019407,464.032971533254,835.838450906654,231.523691606885,0.164647705191421,NA
693927941,406,1552,667,2792,"Traced","ALIN1_R",2072613254,TRUE,"right","M_lvPNm26","M_lvPNm26",NA,"PDM13","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown",NA,"720575940587103234","good",2.893,3,2619,6,84,575,1911.53175304277,418.785007015172,931.050767811923,256.666106642253,0.752377677917831,NA
694834412,1339,1993,497,2848,"Traced","VM4_adPN_R",1956719743,FALSE,"right","M_lvPNm41","M_lvPNm41","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VM4","720575940616236340","good",2.472,3,2219,552,55,431,1618.51721344393,343.660994032504,752.800449197547,258.364964281903,0.320182908729705,NA
697132371,562,237,527,2678,"Traced","VM2_adPN_R",1061334038,TRUE,"right","VP1m+VP2_lvPN1","VP1m+VP2_lvPN1","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VM2","720575940616152884","good",2.248,2,1947,583,144,358,1688.02516794577,474.065780114003,681.895015848562,229.112472758948,0.15537775308338,NA
697145036,147,161,707,2969,"Traced","M_vPNml83_R",408017927,TRUE,"right","M_lvPNm42","M_lvPNm42","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940614658589","good",2.826,3,2333,603,73,625,2082.18164224662,422.941913554884,1140.07955730498,245.533502121409,0.33737658744905,NA
697485362,685,630,1085,2747,"Traced","DM5_lPN_R",1122273225,TRUE,"right","VP1m+_lvPN","VP1m+_lvPN","uPN","AVM02","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DM5","720575940612622057","good",2.386,2,2665,0,459,611,2826.82348967848,1115.621905965,967.326229948576,259.568549989164,0.417216125526642,"AL-t2PN1 (Tanaka et al. JCN 2012)"
697844568,140,372,258,2906,"Traced","M_lvPNm40_R",187294564,FALSE,"right","VP2+Z_lvPN","VP2+Z_lvPN","mPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940627805240","good",2.567,3,2316,478,83,145,1174.08303292975,388.124611931987,349.580908624594,254.959136401567,0.135603954389817,NA
697848868,112,338,245,2829,"Traced","DC4_vPN_R",246300659,FALSE,"right","M_lvPNm45","M_lvPNm45","uPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DC4","720575940631178549","good",2.09,2,2726,23,63,177,1551.50146705884,534.777310213319,471.861573777968,316.031086359322,0.554170932478272,NA
698508565,1385,3939,422,706,"Traced","V_ilPN",1951408435,FALSE,"right","M_lvPNm48","M_lvPNm48","uPN",NA,"ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","V","720575940613245847","good",3.298,3,389,223,217,184,1326.38966744554,238.891143370792,535.165890596366,275.051101766741,0.00659226370208177,NA
698526273,90,174,390,989,"Traced","M_vPNml74_R",214657208,FALSE,"right","M_lvPNm47","M_lvPNm47","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940634732912","good",3.23,3,621,287,200,156,1350.38840561884,312.047947056337,499.711907109939,292.331473737574,0.0109483435208204,NA
698565676,180,184,347,1590,"Traced","Z_vPNml1(noAL+SEZ)_R",294915114,FALSE,"right","M_lvPNm36","M_lvPNm36",NA,"AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown",NA,"720575940619648259","good",2.105,2,1559,28,92,245,1468.46937430246,327.297150795725,499.874795518955,223.693861908591,0.501162582037874,NA
698569832,263,195,140,1098,"Traced","Z_vPNml1(noAL+SEZ)_R",407511355,FALSE,"right","M_lvPNm44","M_lvPNm44",NA,"AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown",NA,"720575940616220724","good",2.322,2,1033,14,24,103,1414.9204523076,338.850153047171,563.886997377707,332.612469070054,0.608716421506841,NA
704699661,295,1153,1185,5662,"Traced","ALIN1_R",2026363558,TRUE,"right","M_smPNm1","M_smPNm1",NA,"PDM13","embryonic","AVM19","primary","AVM19","unknown","unknown",NA,"720575940636471667","good",3.057,3,3840,1683,413,745,3181.27253629328,919.763183211613,1378.532280016,204.886179457101,0.0741492279510475,NA
722817260,692,2440,2005,10528,"Traced","DA1_lPN_R",1100362286,FALSE,"right","M_smPN6t2","M_smPN6t2","uPN","AVM02","embryonic","AVM19","primary","AVM19","unknown","unknown","DA1","720575940611741910","good",2.715,3,10331,17,914,1054,5115.44926647896,1879.8615389375,2136.69735570122,188.934908491339,0.39802835170999,NA
724816115,3373,7559,4130,35,"Traced","DP1l_adPN_R",5951985648,TRUE,"right","AL-MBDL1","AL-MBDL1","uPN","AVM03","SMPpv2","SMPpv2","CP1","CP1","unknown","unknown","DP1l","720575940604773288","good",4.682,5,0,21,0,4100,8627.29901220241,NA,6456.24714296961,127.733786213587,0,NA
726207450,400,1123,1153,1623,"Traced","VM4_lvPN_R",938741133,TRUE,"right","ALIN1","ALIN1","uPN","AVM06","DM1","DM1","DPMm1","DPMm1","unknown","unknown","VM4","720575940607081867","medium",3.258,3,1610,13,319,829,4089.1934215818,984.429350178858,2293.5830746831,226.09224342996,0.50408629642826,NA
727472481,575,317,1552,2401,"Traced","VM2_adPN_R",1050343056,TRUE,"right","ALIN1","ALIN1","uPN","AVM01","DM1","DM1","DPMm1","DPMm1","unknown","unknown","VM2","720575940602439731","good",3.435,3,2386,14,641,901,4312.67172844217,1238.31762925873,2332.27463755344,227.129095808682,0.380201024772299,NA
727855437,174,287,459,2430,"Traced","M_vPNml71_R",371277141,FALSE,"right","ALIN3","ALIN3","mPN","AVM04","VLPl&p1","VLPl&p1_posterior","BLVp2","BLVp2_posterior","unknown","unknown","mPN","720575940614134045","medium",4.167,4,2301,16,39,401,2317.09683750797,468.460680766369,1288.34133525359,197.204985610999,0.780048573349025,NA
729219639,86,88,501,2420,"Traced","M_vPNml74_R",160505518,FALSE,"right","ALIN3","ALIN3","mPN","AVM04","VLPl&p1","VLPl&p1_posterior","BLVp2","BLVp2_posterior","unknown","unknown","mPN","720575940614731047","good",4.26,4,2236,10,31,461,2248.63423243561,405.463601959652,1240.72321775035,195.317777600247,0.835379439991528,NA
729544359,94,155,2667,11269,"Traced","M_vPNml84_R",221666682,FALSE,"right","M_spPN4t9","M_spPN4t9","mPN","AVM04","DM6","DM6","CM3_lateral","CM3","unknown","unknown","mPN","720575940636534728","good",3.042,3,8841,2263,380,2251,5446.35286499833,931.731835681251,3211.87280030164,226.509120382402,0.29755996162768,"AL-t4PN1 (Tanaka et al. JCN 2012)"
729608317,188,206,1682,1126,"Traced","Z_vPNml1(noAL+SEZ)_R",329087059,FALSE,"right","M_spPN5t10","M_spPN5t10",NA,"AVM06","DM6","DM6","CM3_lateral","CM3","unknown","unknown",NA,"720575940628217564","good",2.705,4,827,253,1198,402,4021.70856066496,2149.06750026067,734.91051527458,61.4562234323518,0.000279818925452147,NA
730213826,174,194,7798,6442,"Traced","DP1l_vPN_R",624763996,TRUE,"right","uncertain","uncertain","uPN","AVM04",NA,NA,NA,NA,NA,NA,"DP1l","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730252777,308,475,1655,4721,"Traced","M_lvPNm41_R",440599913,TRUE,"right","VP1d_il2PN","VP1d_il2PN","mPN","AVM06",NA,NA,NA,NA,NA,NA,"mPN","none","none",2.589,3,2223,2242,77,1549,2012.51566461014,248.300538545154,1265.1173837975,255.744034114813,0.179042275470086,NA
731690040,643,519,1642,1252,"Traced","M_spPN5t10_L",1510951202,TRUE,"right","uncertain","uncertain","mPN",NA,NA,NA,NA,NA,NA,NA,"mPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733316908,665,2114,1444,1151,"Traced","DA1_vPN_R",1489850858,FALSE,"right","uncertain","uncertain","uPN","AVM04",NA,NA,NA,NA,NA,NA,"DA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735091236,314,501,1716,1526,"Traced","ALIN3_R",1021703998,TRUE,"right","uncertain","uncertain",NA,"PVL04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754534424,641,2368,4276,15171,"Traced","DA1_lPN_R",1262418443,TRUE,"right","VP2_adPN","VP2_adPN","uPN","AVM02",NA,NA,NA,NA,NA,NA,"DA1","none","none",2.594,3,9659,5120,454,3787,4677.27101120252,713.888842602186,2895.82090810711,200.603429610828,0.214661435647846,NA
754538881,622,2321,1681,1967,"Traced","DA1_lPN_R",1213863758,TRUE,"right","uncertain","uncertain","uPN","AVM02",NA,NA,NA,NA,NA,NA,"DA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754854077,747,1199,7346,7290,"Traced","VC4_adPN_R",1108000278,TRUE,"right","uncertain","uncertain","uPN","AVM01",NA,NA,NA,NA,NA,NA,"VC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755518957,2321,4634,1118,1261,"Traced","DM3_adPN_R",3306377252,TRUE,"right","uncertain","uncertain","uPN","AVM01",NA,NA,NA,NA,NA,NA,"DM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757258507,317,245,2140,6720,"Traced","M_lvPNm45_R",481067477,TRUE,"right","M_lv2PN9t49","M_lv2PN9t49","mPN","AVM06",NA,NA,NA,NA,NA,NA,"mPN","none","none",3.168,3,6378,10,271,1840,4585.74904777004,828.739482908571,2931.89581047679,216.655102415438,0.749207661033961,NA
757556799,696,1589,950,1236,"Traced","VL1_vPN_R",1178150056,TRUE,"right","uncertain","uncertain","uPN","AVM04",NA,NA,NA,NA,NA,NA,"VL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757569579,150,140,3890,11201,"Traced","M_lvPNm44_R",424770310,TRUE,"right","V_ilPN","V_ilPN","mPN","AVM06",NA,NA,NA,NA,NA,NA,"mPN","none","none",2.166,2,7470,3208,232,3647,3409.68011711391,595.936703686497,2294.02617220126,149.423696463506,0.315255449147369,NA
757591093,215,236,1949,1865,"Traced","M_lvPNm45_R",365802346,FALSE,"right","uncertain","uncertain","mPN","AVM06",NA,NA,NA,NA,NA,NA,"mPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759922408,137,345,1475,1776,"Traced","M_vPNml74_R",214265588,FALSE,"right","uncertain","uncertain","mPN","AVM04",NA,NA,NA,NA,NA,NA,"mPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760250272,89,166,1724,4744,"Traced","M_vPNml84_R",228931677,FALSE,"right","M_ilPNm90","M_ilPNm90","mPN","AVM04",NA,NA,NA,NA,NA,NA,"mPN","720575940624958010","good",3.01,3,4000,698,111,1611,3759.33438218697,474.57205627737,2773.65248867844,18.0226091656589,0.484252003664862,NA
760250511,129,159,1428,4109,"Traced","M_vPNml78_R",204561032,FALSE,"right","VP1m+VP5_ilPN","VP1m+VP5_ilPN","mPN","AVM04",NA,NA,NA,NA,NA,NA,"mPN","none","none",2.248,2,3561,487,103,1319,2217.50935303054,353.535024359097,1277.53456555656,182.227417939873,0.514371555704342,NA
760264077,91,95,1650,2108,"Traced","M_vPNml74_R",179003934,FALSE,"right","uncertain","uncertain","mPN","AVM04",NA,NA,NA,NA,NA,NA,"mPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761938645,133,363,3560,6961,"Traced","M_vPNml67_R",239105581,FALSE,"right","VL1_ilPN","VL1_ilPN","mPN","AVM04",NA,NA,NA,NA,NA,NA,"mPN","none","none",2.154,2,3577,3374,265,3284,3466.24859796164,429.209208645577,2377.46116853064,212.248746622356,0.169458302723947,NA
762982753,186,648,473,417,"Traced","M_adPNm5_R",465363244,TRUE,"right","uncertain","uncertain","mPN","AVM01",NA,NA,NA,NA,NA,NA,"mPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763730414,662,1185,1009,891,"Traced","M_smPNm1_L",1673483047,TRUE,"right","uncertain","uncertain","mPN","AVM19",NA,NA,NA,NA,NA,NA,"mPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788306624,708,1883,3136,10051,"Traced","DM6_adPN_R",1234778986,TRUE,"right","M_lv2PN9t49","M_lv2PN9t49","uPN","AVM01",NA,NA,NA,NA,NA,NA,"DM6","720575940621817085","good",2.66,3,3138,6656,72,3055,5865.83654693958,345.462596873887,4749.45785073232,15.9413997415097,0.10606594594702,NA
788306724,808,2131,1617,1460,"Traced","VC4_adPN_R",1362016069,FALSE,"right","uncertain","uncertain","uPN","AVM01",NA,NA,NA,NA,NA,NA,"VC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788648194,855,2358,1341,1239,"Traced","DL2d_adPN_R",1618180461,TRUE,"right","uncertain","uncertain","uPN","AVM01",NA,NA,NA,NA,NA,NA,"DL2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788940872,213,441,3890,2897,"Traced","M_adPNm6_R",380031115,FALSE,"right","uncertain","uncertain","mPN","AVM01",NA,NA,NA,NA,NA,NA,"mPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788945049,181,523,1075,1592,"Traced","M_adPNm8_R",457634378,TRUE,"right","uncertain","uncertain","mPN","AVM01",NA,NA,NA,NA,NA,NA,"mPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791298858,101,148,3939,12273,"Traced","M_vPNml84_R",223429859,FALSE,"right","V_ilPN","V_ilPN","mPN","AVM04",NA,NA,NA,NA,NA,NA,"mPN","none","none",2.133,2,1483,1484,1753,1929,2641.15382588122,1103.95041617887,1116.79252537618,40.1312416641405,0.00040522905082907,NA
792023887,273,191,816,733,"Traced","M_lvPNm45_R",348388892,FALSE,"right","uncertain","uncertain","mPN","AVM06",NA,NA,NA,NA,NA,NA,"mPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792024028,275,281,2311,5938,"Traced","M_lvPNm43_R",358708935,TRUE,"right","M_imPNl92","M_imPNl92","mPN","AVM06",NA,NA,NA,NA,NA,NA,"mPN","720575940596390937","good",3.085,3,4895,1032,467,1835,3818.80892380445,620.269094815571,2688.96563736746,143.274125993311,0.290778562732924,NA
792364888,446,449,1590,1430,"Traced","Z_vPNml1(noAL+SEZ)_R",741123749,FALSE,"right","uncertain","uncertain",NA,"AVM04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792616185,178,250,1340,4312,"Traced","M_vPNml59_R",420397246,FALSE,"right","M_ilPN8t91","M_ilPN8t91","mPN","AVM04",NA,NA,NA,NA,NA,NA,"mPN","720575940624159196","good",3.043,3,3917,344,89,1238,3085.9576756627,415.708992516259,2212.75499049317,119.681276154992,0.590199414992724,NA
