"bodyid","pre","post","upstream","downstream","status","name","voxels","soma","side","connectivity.type","cell.type","class","cellBodyFiber","ItoLee_Lineage","ItoLee_Hemilineage","Hartenstein_Lineage","Hartenstein_Hemilineage","putative.classic.transmitter","putative.other.transmitter","glomerulus","FAFB.match","FAFB.match.quality","layer","ct.layer","axon.outputs","dend.outputs","axon.inputs","dend.inputs","total.length","axon.length","dend.length","pd.length","segregation_index","notes"
480927537,82,276,299,1055,"Traced","M_vPNml70_R",240153322,FALSE,"right","M_vPNml53","M_vPNml53","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940606685985","good",2.377,2,946,5,121,154,1495.56946340409,456.305966480648,365.436276499787,348.846437792778,0.387874667438453,NA
481268653,146,58,792,2076,"Traced","M_vPNml89_R",265085609,FALSE,"right","M_vPNml64","M_vPNml64","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940606673441","good",2.136,2,1531,492,62,726,1954.36581340277,259.090148554284,1045.35464719307,216.351635097355,0.350179591737672,NA
509626405,206,431,326,1699,"Traced","VP1l+_lvPN_R",491985910,TRUE,"right","M_vPNml60","M_vPNml60","uPN","AVM06","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VP1l","720575940608295032","good",2.413,2,1558,92,46,270,1107.04824091761,130.651623168747,582.856577403877,225.120056075861,0.522476960975663,NA
541632990,96,311,126,1570,"Traced","M_vPNml70_R",232227341,FALSE,"right","DM4_vPN","DM4_vPN","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940587994636","good",2.829,3,1567,0,36,89,1102.05149175031,348.151946945121,344.872625796659,233.371947199764,0.61372558379588,NA
542311358,147,99,136,1495,"Traced","M_vPNml69_R",335750142,TRUE,"right","M_vPNml85","M_vPNml85","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940588679089","good",3.115,3,1285,42,65,61,867.204683771258,305.088258747795,111.002175305026,292.312727009766,0.229284253703934,NA
542634818,4699,10523,233,935,"Traced","DM1_lPN_R",8292412171,TRUE,"right","M_vPNml54","M_vPNml54","uPN","AVM02","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DM1","720575940582403880","good",2.121,2,886,5,72,150,1271.30397531702,476.703479712383,337.602117402155,238.096189539472,0.500712357415639,NA
542652506,175,126,204,1916,"Traced","DM4_vPN_R",285397401,FALSE,"right","M_vPNml58","M_vPNml58","uPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DM4","720575940592997922","good",2.12,2,1834,0,37,156,1241.72526972429,294.057164910549,396.375468611294,265.142280562101,0.714773780306539,NA
542665377,327,588,380,1843,"Traced","M_vPNml79_R",839685331,TRUE,"right","M_vPNml61","M_vPNml61","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","none","none",2.911,3,1783,43,53,326,1194.27957118853,180.105900170704,619.335232658382,209.859658767605,0.631403595744082,NA
543010474,840,664,328,1193,"Traced","VP4+_vPN(mlALT)_R",1706357529,TRUE,"right","M_vPNml72","M_vPNml72","uPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VP4","720575940614323768","good",2.541,2,1136,3,80,241,1102.55485778253,248.984640459462,460.695448795447,220.557588552482,0.595349281343848,NA
544021095,1397,1629,162,1055,"Traced","DA4l_adPN_R",2317007515,TRUE,"right","M_vPNml86","M_vPNml86","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DA4l","720575940642675065","good",2.987,3,939,95,107,53,1073.7987176654,365.878284320849,220.643589086826,256.618256202168,0.0606466499920987,NA
572663539,218,268,1589,7270,"Traced","M_vPNml87_R",361269017,FALSE,"right","VL1_vPN","VL1_vPN","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940628531449","good",2.437,2,7090,179,716,859,3110.75985954878,1219.96604807781,1091.69315808232,235.655252765223,0.307346881930517,NA
573333835,3652,7556,319,1685,"Traced","DM4_adPN_R",6049979719,TRUE,"right","M_vPNml83","M_vPNml83","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DM4","720575940630041887","good",2.92,3,1643,0,49,266,1520.76827134114,473.652240177828,618.176612893384,225.390501823183,0.743164499560252,NA
573669915,124,248,276,692,"Traced","M_vPNml83_R",419318308,TRUE,"right","M_vPNml70","M_vPNml70","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940593029154","good",2.723,3,641,7,131,137,1180.53374172547,429.05113807288,258.317718607152,249.189186075459,0.314468594977064,NA
574032862,801,2045,148,918,"Traced","VA5_lPN_R",1682128864,TRUE,"right","M_vPNml84","M_vPNml84","uPN","AVM02","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VA5","720575940600949498","good",3.046,3,870,0,61,83,894.148113209584,202.956040163849,304.564195810907,243.079066630325,0.45644567515261,NA
574037266,1539,2297,1413,4852,"Traced","DA4m_adPN_R",2238024781,TRUE,"right","VA1d_vPN","VA1d_vPN","uPN",NA,"ALv1","ALv1","BAla1","BAla1","GABA","unknown","DA4m","720575940619620852","good",2.108,2,4676,13,89,1317,2241.12610597769,614.303504299729,1070.0738370106,224.616462663829,0.843397007453943,NA
574037281,827,2063,247,860,"Traced","VA5_lPN_R",1716659255,TRUE,"right","M_vPNml66","M_vPNml66","uPN","AVM02","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VA5","720575940621212454","good",2.805,3,829,10,41,204,988.181318145474,162.49755399484,405.245891919232,213.374154075041,0.644978011021849,NA
574374051,861,2138,236,1044,"Traced","VA5_lPN_R",1819540131,TRUE,"right","M_vPNml66","M_vPNml66","uPN","AVM02","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VA5","720575940634124853","good",3.132,3,992,32,34,197,1051.44546100994,159.239384016961,517.236298690157,210.009630363885,0.596340267562708,NA
577542489,809,1714,234,1640,"Traced","M_lvPNm24_R",1266381361,FALSE,"right","M_vPNml77","M_vPNml77","mPN","AVM06","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940606345225","good",2.931,3,1537,4,29,205,1098.71829787452,208.146265739295,479.82557208863,216.589122150547,0.762718564276344,NA
5812982656,1001,2005,1908,5995,"Traced","M_smPN6t2_L",2186187602,TRUE,"right","VA1v_vPN","VA1v_vPN","mPN","AVM19","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940621248906","good",2.222,2,5788,28,221,1674,2212.68956051841,475.117482752952,1159.80739447946,211.662164246231,0.746596120990062,NA
5812983053,157,326,605,1827,"Traced","M_vPNml60_R",303450779,FALSE,"right","VL2a_vPN","VL2a_vPN","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940588670897","good",2.239,2,1773,0,37,532,1267.61253838214,215.157230623751,522.029274136127,274.143461493598,0.860956206831855,NA
5812983069,272,508,720,2230,"Traced","M_lPNm13_R",588025774,TRUE,"right","M_vPNml51","M_vPNml51","mPN","AVM02","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940603797451","good",2.698,3,2067,137,219,495,1738.9797553588,416.879503027284,910.344299272787,186.93711102073,0.351937022430101,NA
5812992940,125,196,653,1243,"Traced","M_lvPNm46_R",532703771,TRUE,"right","M_vPNml72","M_vPNml72","mPN","AVM06","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940620732696","good",2.388,2,1193,27,131,513,1575.88408989024,261.680502445124,804.53780633845,198.905931948821,0.55514085864945,NA
5812992942,178,314,430,1039,"Traced","M_lvPNm37_R",422173388,TRUE,"right","M_vPNml80","M_vPNml80","mPN","AVM06","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940615897157","good",2.272,2,1024,2,60,368,1396.62409784708,382.400821883884,610.316999798438,226.701659444259,0.72264584330245,NA
5812994744,348,2031,161,1463,"Traced",NA,866228329,TRUE,"right","M_vPNml83","M_vPNml83","uPN",NA,"ALv1","ALv1","BAla1","BAla1","GABA","unknown","D","720575940594590497","good",2.877,3,1440,0,46,111,1091.33908602582,368.985263608209,341.9924438885,226.430247971721,0.600272725044391,NA
5812995098,173,177,287,1935,"Traced","VC5_lvPN_R",385628730,TRUE,"right","M_vPNml71","M_vPNml71","uPN","AVM06","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VC5","720575940596119895","good",2.799,3,1881,0,64,201,1171.89196132901,260.460252702166,434.483337987134,250.633693952836,0.649165802364963,NA
5812995298,243,342,2139,5455,"Traced","M_lvPNm35_R",442504635,TRUE,"right","VA1v_vPN","VA1v_vPN","mPN","AVM06","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940606662945","good",2.178,2,5318,9,186,1949,2272.85412685875,428.399023237621,1263.04494357537,208.181368407633,0.805169469593922,NA
5812995328,293,667,34,1269,"Traced","M_lvPNm26_R",608547418,TRUE,"right","M_vPNml89","M_vPNml89","mPN","AVM06","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940634834544","good",2,3,1242,0,11,10,688.387263710365,228.168987759153,111.325180870973,254.36044679551,0.410035862985627,NA
5812996003,130,422,399,1678,"Traced","M_vPNml72_R",518274162,TRUE,"right","M_vPNml60","M_vPNml60","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940614200349","good",2.395,2,1580,74,25,368,1174.05790538522,126.791249688723,682.558128949359,196.37061409685,0.671847175461385,NA
5812996748,179,536,449,4789,"Traced","VP1l+_lvPN_R",550430863,TRUE,"right","Z_vPNml1","Z_vPNml1","uPN","AVM06","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VP1l","none","none",3.723,4,4576,212,311,130,1830.32237208642,831.83580194157,344.676149589147,216.163740392359,0.0844611885933151,NA
5813000276,854,2122,250,1986,"Traced","VC3l_adPN_R",1652928464,TRUE,"right","M_vPNml59","M_vPNml59","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VC3l","720575940606672673","good",2.439,2,1754,0,16,233,1094.07356421239,231.153668924021,383.000723764919,267.533336434531,0.878687589858775,NA
5813008771,119,299,268,2139,"Traced","M_vPNml53_R",422044220,TRUE,"right","M_vPNml87","M_vPNml87","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940602002363","good",3.026,3,2119,0,58,209,1371.55955588144,512.12360097827,443.872655813281,210.187146582428,0.680130663876445,NA
5813013823,176,268,181,988,"Traced","M_vPNml87_R",462279078,TRUE,"right","M_vPNml81","M_vPNml81","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","0","good",2.811,3,946,0,66,108,1179.79252681574,243.540749079274,503.399084149222,238.448345871485,0.495611278557638,NA
5813014622,92,208,664,9374,"Traced","M_vPNml82_R",419419085,TRUE,"right","VP4+_vPN","VP4+_vPN","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940610773782","good",2.132,2,9212,0,111,538,2622.35524233156,938.038703078786,673.387723127851,246.454521253628,0.748375264355504,NA
5813024601,1111,3054,734,1740,"Traced","VA1v_adPN_R",2007499429,TRUE,"right","M_vPNml52","M_vPNml52","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VA1v","720575940615114845","good",2.321,2,1613,116,138,587,1845.68483940721,330.173611129819,1025.82579465302,190.235592985189,0.464306610530704,NA
5813024692,1024,6172,5673,7505,"Traced","M_adPNm3_R",1759480667,TRUE,"right","M_vPNml50","M_vPNml50","mPN",NA,"ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940616121396","good",3.085,3,7426,77,363,5305,7570.47410381714,912.719486343478,5645.85949582864,190.252201071938,0.792154915644377,NA
5813024710,655,1763,2114,6673,"Traced","DL2d_adPN_R",1227518816,TRUE,"right","DA1_vPN","DA1_vPN","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DL2d","720575940593048610","good",2.141,2,6245,367,391,1717,2994.84677344865,888.758818533575,1473.63829949778,208.505891884939,0.49068655000514,NA
5813024712,413,1405,261,1196,"Traced","VM5d_adPN_R",633157617,FALSE,"right","DM3_vPN","DM3_vPN","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VM5d","720575940607019715","good",2.494,2,1157,0,112,143,1191.78857858779,387.699995044458,330.57079698014,256.186574804827,0.432005860369227,NA
5813024799,265,519,334,1242,"Traced","M_lPNm12_R",539174352,TRUE,"right","M_vPNml61","M_vPNml61","mPN","AVM02","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940604044491","good",2.822,3,1176,58,27,304,1068.03706760558,160.324175888558,475.741202497812,201.638523572223,0.642700560441404,NA
5813034081,185,241,273,1871,"Traced","M_vPNml58_R",561954418,TRUE,"right","DP1m_vPN","DP1m_vPN","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940592867874","good",2.305,2,1768,4,17,246,1140.4298605501,304.376351359656,370.591784500126,251.35604705395,0.851221907560232,NA
5813034571,797,2354,487,1503,"Traced","VM5v_adPN_R",1501491651,TRUE,"right","M_vPNml67","M_vPNml67","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VM5v","720575940607202849","good",2.302,2,1419,5,62,397,1123.3125922322,237.943544438615,432.59644174436,265.885092682855,0.72811031108248,NA
5813038793,923,2829,244,2313,"Traced","DL2v_adPN_R",1821841249,TRUE,"right","DM4_vPN","DM4_vPN","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DL2v","720575940609551645","good",3.042,3,2286,6,43,199,1232.32807705911,384.160518973884,440.700180952267,239.802935868036,0.697710192108222,NA
5813038889,940,2457,166,884,"Traced","D_adPN_R",1695668588,TRUE,"right","M_vPNml84","M_vPNml84","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","D","720575940615137629","good",2.901,3,784,0,77,82,927.286100373789,227.709393497964,267.700252455608,251.530598351064,0.393783697644022,NA
5813039235,681,1617,363,1463,"Traced","DM6_adPN_R",1250685149,TRUE,"right","M_vPNml67","M_vPNml67","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DM6","720575940618501798","good",2.286,2,1456,0,50,312,1238.76832012217,343.461228415358,491.081228651888,220.404893943706,0.758217181003945,NA
5813039315,691,2263,159,1514,"Traced","DA1_lPN_R",1010906190,FALSE,"right","M_vPNml78","M_vPNml78","uPN","AVM02","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DA1","720575940614324024","good",2.87,3,1438,3,21,134,929.787676449176,258.648285967246,294.868996902677,227.126121987455,0.755549783978444,NA
5813039465,943,2991,746,2199,"Traced","DL2v_adPN_R",1852018441,TRUE,"right","VL2p_vPN","VL2p_vPN","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DL2v","720575940608341806","good",2.251,2,2058,11,31,714,1430.95572214626,219.132413698321,766.97722966178,210.550963318483,0.865788782004378,NA
5813039471,930,2337,594,1854,"Traced","DC3_adPN_R",1838080396,TRUE,"right","M_vPNml65","M_vPNml65","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DC3","720575940588441411","good",2.63,2,1577,193,123,464,1674.70865389303,313.074303724909,880.262353749647,218.023372431702,0.365609804527894,NA
5813040515,796,1733,241,1921,"Traced","VP3+VP1l_ivPN",1209862942,FALSE,"right","M_vPNml58","M_vPNml58","biPN",NA,"ALv1","ALv1","BAla1","BAla1","GABA","unknown","VP1l","720575940603878859","good",2.11,2,1886,0,33,205,1278.62974072687,380.860098590402,367.000532127754,251.250113611591,0.77613430569786,NA
5813041247,279,544,95,747,"Traced","M_vPNml65_R",547203212,FALSE,"right","M_vPNml74","M_vPNml74","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940617308823","good",3.073,3,732,8,19,74,744.689436032698,152.630971489612,206.029205251656,224.973538101,0.60605645216707,NA
5813044177,240,370,208,995,"Traced","M_lPNm11A_R",558330827,TRUE,"right","M_vPNml82","M_vPNml82","mPN","AVM02","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","none","none",2.829,3,981,3,81,119,1008.76904028254,300.387034165027,308.359287549578,230.071612799153,0.441437183569997,NA
5813045696,97,249,235,1887,"Traced","M_vPNml86_R",215540611,FALSE,"right","M_vPNml57","M_vPNml57","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940627482562","good",2.443,2,1812,0,25,206,1283.41985045747,364.812122561978,470.554363066563,241.830491146095,0.81655336134945,NA
5813049472,496,2884,312,1733,"Traced",NA,1545762803,TRUE,"right","M_vPNml56","M_vPNml56","uPN",NA,"ALv1","ALv1","BAla1","BAla1","GABA","unknown","DC4","720575940628478015","good",2.118,2,1714,0,30,280,1247.36133562673,308.593845737663,501.522264249136,218.696796056798,0.825034441545632,NA
5813050013,431,2474,248,1165,"Traced",NA,1300357393,FALSE,"right","M_vPNml83","M_vPNml83","uPN",NA,"ALv1","ALv1","BAla1","BAla1","GABA","unknown","DM2","720575940594597921","good",3.002,3,1135,5,58,187,1224.50845231904,337.748505553667,524.86949935808,224.326711924416,0.605268281436778,NA
5813050727,1420,2480,298,1478,"Traced","VM7d_adPN_R",2197593652,TRUE,"right","M_vPNml60","M_vPNml60","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VM7d","720575940628531449","good",2.413,2,1379,99,22,266,1067.61761654017,154.050705699129,566.222502253278,214.655107309625,0.58423575406431,NA
5813050729,718,1806,435,1632,"Traced","VA7m_lPN_R",1394097506,TRUE,"right","M_vPNml76","M_vPNml76","uPN","AVM02","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VA7m","720575940619967172","good",2.71,3,1595,28,23,410,1295.50093657852,222.12705585075,590.787723707428,218.979824995711,0.787637430816897,NA
5813054061,989,3701,1481,3311,"Traced",NA,1927649630,FALSE,"right","M_vPNml63","M_vPNml63","uPN",NA,"ALv1","ALv1","BAla1","BAla1","GABA","unknown","DM2","720575940583935690","good",2.34,2,2624,606,95,1380,2469.66671582385,295.20404465033,1454.45945055501,213.720701470337,0.441655264313698,NA
5813054697,1034,2764,294,2296,"Traced","VA1v_adPN_R",1912528514,TRUE,"right","M_vPNml68","M_vPNml68","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VA1v","720575940619864956","good",2.799,3,2272,5,47,242,1169.8273582702,250.185178341319,438.765349218731,240.316217733566,0.718532510223106,NA
5813054911,114,256,311,811,"Traced","M_vPNml74_R",181830304,FALSE,"right","M_vPNml70","M_vPNml70","mPN","AVM04","ALv1","ALv1","BAla1","BAla1","GABA","unknown","mPN","720575940607473181","good",2.717,3,715,19,158,144,1216.80536306541,402.522102074898,272.000179000118,266.743495131991,0.245847301531451,NA
5813055025,1454,3479,344,730,"Traced","VA3_adPN_R",2432782663,TRUE,"right","M_vPNml53","M_vPNml53","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VA3","720575940582254120","good",2.506,2,599,3,155,164,1514.45593571941,446.246100424187,425.857405131006,348.989287481985,0.330047461395189,NA
5813055048,1335,2969,175,1932,"Traced","DC2_adPN_R",1698617257,FALSE,"right","DL2d_vPN","DL2d_vPN","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","DC2","720575940611765800","good",2.688,3,1827,0,19,146,1124.9585044192,245.250272772645,381.395212543295,249.702423469271,0.813960029679306,NA
5813055147,1005,2371,785,4923,"Traced","VC4_adPN_R",1638305176,TRUE,"right","M_vPNml55","M_vPNml55","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VC4","720575940614331448","good",2.9,3,4656,185,79,701,2089.778407575,625.095023477793,844.504424375141,223.865025045583,0.622000554266931,NA
5813055162,1119,2722,174,827,"Traced","VA1d_adPN_R",1975646808,TRUE,"right","M_vPNml74","M_vPNml74","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VA1d","720575940614187805","good",2.894,3,805,0,41,130,883.835805253315,171.033132945538,326.188859444786,230.699804465358,0.637685228133303,NA
5813055180,653,1613,775,1839,"Traced","VA7m_lPN_R",1182504167,TRUE,"right","VL2a_vPN","VL2a_vPN","uPN","AVM02","ALv1","ALv1","BAla1","BAla1","GABA","unknown","VA7m","720575940614264093","good",2.174,2,1836,3,58,699,1272.54602216095,235.033247810834,557.990647098702,247.063665017646,0.822163854832551,NA
5813055184,918,2487,345,1187,"Traced","D_adPN_R",1891883208,TRUE,"right","M_vPNml74","M_vPNml74","uPN","AVM01","ALv1","ALv1","BAla1","BAla1","GABA","unknown","D","720575940609550365","good",2.461,3,1016,97,37,270,1098.75584636153,199.095159174511,416.519641569412,275.365496142814,0.497942064700985,NA
5813056072,2318,4336,3826,6271,"Traced","VP1m_l2PN(lALT)_R",3134654673,TRUE,"right","ALIN2","ALIN2","uPN","AVM03","ALv2","ALv2","BAla2","BAla2","unknown","unknown","VP1m","none","none",3.427,3,5381,851,3055,740,6586.97876875746,4108.49626186,1043.06153848098,151.295798391383,0.0044500395861824,NA
5813056596,1744,3694,568,2309,"Traced","DC4_adPN_R",3033752223,TRUE,"right","VP1m+VP2_lvPN2","VP1m+VP2_lvPN2","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DC4","720575940616359476","good",2.19,2,1745,433,139,422,1813.13863992047,378.327793891003,934.121184533435,232.30931426414,0.216074850085437,NA
5813057542,413,1681,624,1553,"Traced",NA,991362057,TRUE,"right","VP1m+VP2_lvPN2","VP1m+VP2_lvPN2","uPN",NA,"ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VM7d","720575940623205024","good",2.204,2,1181,367,163,449,1700.75567787401,379.94860489661,822.180743896593,251.699513067998,0.178230325365691,NA
5813061392,1410,7346,281,2449,"Traced",NA,3229328973,FALSE,"right","M_lvPNm43","M_lvPNm43","uPN",NA,"ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DM1","720575940614000019","good",2.901,3,2218,210,57,214,1520.92166050276,472.14836103484,586.487272506462,256.277133790704,0.363164485057791,NA
5813063239,1296,1327,210,1231,"Traced","VP5+Z_adPN(uniAL+SEZ)_R",1737291905,FALSE,"right","VC5_lvPN","VC5_lvPN","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VP5","720575940608376622","good",2.038,2,1205,0,36,165,1095.92264012385,267.306502591621,293.036407395754,309.976963309395,0.7175870013308,NA
5813069089,3100,6901,431,2004,"Traced","VL2a_adPN_R",4731364034,FALSE,"right","VP1l+_lvPN","VP1l+_lvPN","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VL2a","720575940616271412","good",2.09,2,1971,18,91,329,1551.50455850728,369.568886678193,631.673348828298,207.863839240477,0.601927591061156,NA
5813069447,819,1085,1714,7978,"Traced","VP2_l2PN(lALT)_R",1418985794,TRUE,"right","M_lvPNm24","M_lvPNm24","uPN","AVM03","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VP2","720575940609581341","good",2.281,2,7862,32,166,1530,4705.65725552418,981.558268932478,2844.94678391261,248.797708484427,0.78450954240779,NA
5813069532,262,391,675,2487,"Traced","M_lvPNm34_R",501592898,TRUE,"right","M_lvPNm27","M_lvPNm27","mPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940623195040","good",2.344,2,1839,626,83,581,2219.14739152467,444.996077204019,1190.96195812331,244.730818067306,0.271752224687648,NA
5813070872,689,1624,206,1686,"Traced","DM6_adPN_R",1205572656,TRUE,"right","Z_lvPNm1","Z_lvPNm1","uPN","AVM01","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DM6","none","none",4.012,4,1433,191,87,102,1077.00056942566,448.350875771751,225.656529209155,254.909427868239,0.137640147504798,NA
5813071369,157,435,1186,3004,"Traced","M_vPNml76_R",375807234,TRUE,"right","VP1m+_lvPN","VP1m+_lvPN","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940622208533","good",2.436,2,2828,148,436,726,2864.02596935296,1057.92309759237,1079.68849364452,257.678918803481,0.315896908523757,"AL-t2PN1 (Tanaka et al. JCN 2012)"
5813071409,102,236,436,1925,"Traced","M_vPNml66_R",239405104,FALSE,"right","M_lvPNm40","M_lvPNm40","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940634124853","good",2.856,3,1384,462,62,364,1613.43479065367,341.770886742928,760.149502269514,255.633998671481,0.249712070701147,NA
5813077788,313,258,196,810,"Traced","VP2+Z_lvPN(uniAL+SEZ)_R",465933744,FALSE,"right","M_lvPNm46","M_lvPNm46","uPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VP2andSEZ","720575940620053143","good",2.065,2,705,32,34,148,1260.37388513021,205.742723444007,444.301184336214,299.873269148326,0.514323409251722,NA
5813077810,165,605,314,1149,"Traced","VL2a_vPN_R",407868767,FALSE,"right","M_lvPNm37","M_lvPNm37","uPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","VL2a","720575940580799564","good",2.104,2,1127,22,83,229,1400.42527144206,519.882883985275,434.399804390146,208.137540355692,0.50238237109569,NA
5813079228,266,449,354,1599,"Traced","M_lvPNm30_R",411979157,TRUE,"right","VP1l+_lvPN","VP1l+_lvPN","mPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940628087096","good",2.077,2,1549,44,95,257,1288.39460894528,332.146146451695,422.914161173243,213.522489732971,0.469118861937621,NA
5813083723,581,1127,371,1144,"Traced","M_l2PNm17_R",1372649248,TRUE,"right","M_lvPNm47","M_lvPNm47","mPN","AVM03","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940621816471","good",3.227,3,834,236,206,144,1362.40858463864,383.793763242349,403.827105746928,299.794911051873,0.0292495818221343,NA
5813090752,92,181,433,1944,"Traced","M_vPNml81_R",237647113,FALSE,"right","M_lvPNm35","M_lvPNm35","mPN","AVM04","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940616133684","good",2.296,2,1694,184,73,349,1537.11547351478,363.091616011602,660.000512006427,216.437269832692,0.409277535830541,NA
5901194250,185,251,372,1015,"Traced","M_lvPNm37_R",364231991,TRUE,"right","M_lvPNm40","M_lvPNm40","mPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940584253087","good",2.79,3,683,232,48,307,1253.21178216852,199.234629607823,565.050891097844,278.722902983972,0.275101598146473,NA
5901194556,176,256,185,805,"Traced","M_lvPNm37_R",405048506,TRUE,"right","M_lvPNm46","M_lvPNm46","mPN","AVM06","ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","mPN","720575940614247709","good",2.102,2,697,13,30,143,1314.75945376353,184.334186031308,538.319359643236,326.545418305704,0.611393336973324,NA
5901195610,281,1341,2267,10558,"Traced",NA,468148486,FALSE,"right","VC3m_lvPN","VC3m_lvPN","uPN",NA,"ALlv1","ALlv1","BAlp4","BAlp4","acetylcoline","unknown","DM5","720575940608377134","good",2.267,2,8890,1654,350,1904,2458.20840774236,564.079357537331,1294.33572721738,212.341708140374,0.337516712073212,NA
