"bodyid","X","Y","Z"
"1039085109","22183","15801","11765"
"1039076802","22411","16028","10827"
"1039076712","23238","14385","10784"
"1039063931","19594","14264","13188"
"1039059449","20668","12741","12287"
"1036296133","22418","16415","9084"
"1035955516","23157","16175","7508"
"1010722557","30097","14749","12472"
"1009708603","23004","18585","6735"
"1009409823","28062","13195","11714"
"1009030250","31112","14076","13120"
"1009030186","28358","13419","12233"
"1008714991","30154","16333","11381"
"1008714834","30030","15846","10606"
"1008395737","22268","16386","11121"
"1008369339","22576","16325","10046"
"1008041969","29265","18810","7453"
"1008028537","22078","17178","8148"
"1005261469","23574","16251","10579"
"1005261219","23200","18931","7753"
"1003564889","24580","13208","12426"
"979752365","27363","21316","5437"
"979398348","22805","15056","12063"
"979070167","22502","15398","12305"
"979027431","28557","14320","10510"
"978716112","22406","15333","11437"
"978682042","29177","13985","12650"
"978370600","22721","16732","8523"
"978004433","28442","17996","9154"
"977697454","29644","17181","9496"
"977352144","21861","15499","12268"
"977339225","28757","18634","7659"
"977335129","20498","15017","9071"
"977335118","30335","15789","11349"
"977002807","28167","17996","9447"
"977002583","22633","14526","12654"
"976997968","22554","15651","8892"
"976997912","21099","14233","11283"
"976994022","30591","15772","11959"
"976993950","30464","16152","11210"
"972871918","22175","17492","7380"
"972858260","22319","17060","7525"
"951808062","22174","15904","12679"
"949054716","28391","19364","6744"
"949015717","21712","18464","7207"
"948704585","30280","16208","8565"
"948683239","19691","11996","13260"
"948372363","28091","19277","9482"
"948342102","28742","13081","11232"
"948333783","22905","22718","5185"
"948333576","27489","19393","7527"
"948031088","22257","15222","11995"
"948030821","24013","12806","13543"
"948026741","23092","16227","9808"
"947681334","22726","16458","9533"
"947349354","22800","14630","12080"
"947340226","22587","14968","12458"
"946981790","30503","14095","12730"
"946645190","30391","16115","9037"
"942587380","27660","19516","6630"
"942254554","28730","17301","8627"
"942254492","28593","17190","6681"
"942173776","22063","17991","7259"
"942172462","22534","16377","8578"
"941840616","23750","14508","11512"
"917669507","22639","14972","10546"
"917656984","28601","16979","9008"
"917328229","23320","15398","11176"
"917324165","23126","15179","10126"
"917315269","23322","16710","7681"
"916970680","30253","15786","12111"
"916970574","21006","14352","10828"
"916651101","22256","14678","11126"
"916646779","23018","16941","6901"
"916637896","20154","13350","12288"
"916309838","23020","16824","9000"
"916309801","23028","17025","8654"
"916296656","22685","16906","7938"
"916288692","28657","16630","10959"
"915964748","22941","16277","11584"
"915951605","23690","15922","7465"
"915951309","30148","17518","10070"
"915947054","30502","15826","10711"
"915619240","20797","13938","11541"
"915610732","19617","13719","12040"
"915610680","19943","13736","12246"
"915610388","20134","14674","13094"
"915605935","19498","12449","13566"
"915605802","28159","16446","8520"
"915273417","30378","16054","12774"
"912925080","28764","19194","7647"
"912596952","30560","17181","10672"
"912583959","28653","15738","9902"
"912488890","21798","17399","9648"
"912238927","28965","16807","7331"
"911897964","28644","17098","7193"
"911897818","28389","16788","6963"
"911823931","22004","17719","6492"
"911560974","28967","18023","5759"
"911220341","29434","16574","10964"
"911220331","28764","16488","6830"
"911220322","28208","16630","8110"
"911220286","28678","16636","8276"
"911220126","29387","15146","11939"
"911220021","28925","16904","8745"
"911219981","28819","15759","7363"
"911215499","28982","17613","7868"
"910878587","29964","14974","8602"
"910473088","22647","13377","9779"
"910447220","24488","12904","10564"
"910447075","24253","12496","11099"
"910438571","20545","11600","14049"
"910438484","20124","13006","13034"
"909760662","20335","11843","12258"
"909760594","20552","12740","11875"
"886280843","22970","14782","10016"
"886276864","22859","18851","5511"
"885948438","22571","14737","8982"
"885943588","23598","15487","10040"
"885603391","22848","14415","9724"
"885599283","20402","11700","13458"
"885599075","30359","14313","12369"
"885598772","19587","12781","13009"
"885262090","30332","15777","8645"
"885253534","28120","15734","8480"
"884921084","29958","17175","10135"
"884921015","20397","14461","9348"
"884916660","22233","16063","9418"
"882239837","27984","20575","5539"
"881889906","28889","16424","10155"
"881458181","21932","18752","5827"
"881458145","22354","18399","7355"
"881220948","29716","16488","7816"
"881216816","29814","14224","9848"
"880875900","29150","16188","6711"
"880875861","29169","19641","5467"
"880526477","28951","18345","7254"
"880526454","29174","16544","7821"
"880526398","28698","15834","7848"
"880526308","29583","15566","6964"
"880526292","28403","15686","9255"
"880526177","29112","15070","7558"
"880185131","28944","14406","8228"
"879844210","30072","14691","8255"
"879844206","30264","14980","7994"
"879844178","29568","13903","9614"
"879844144","30062","14584","9028"
"879844133","30095","14033","10194"
"879779401","23682","13614","9248"
"879450931","24513","13826","12763"
"879442155","24790","12817","11008"
"850855138","29420","18842","5126"
"850764542","22448","18653","6236"
"850181951","30696","15788","12420"
"850104005","23355","15642","7635"
"850099854","23385","15256","10412"
"849832122","29030","16952","6859"
"849832062","29151","17910","7540"
"849763224","23706","14472","9093"
"849482511","28192","16279","7404"
"849421893","22894","14724","7940"
"849421763","22804","17524","5933"
"848800082","29988","13736","10520"
"848800043","29542","13484","10639"
"848407278","24350","13394","9846"
"820144012","28736","16673","12292"
"819828986","29330","17544","6149"
"819828716","30318","17438","9362"
"819138239","29676","17577","5743"
"819138035","29284","17986","5548"
"819138027","29292","16970","7835"
"819073675","23202","15267","7812"
"818796911","29898","15660","10011"
"817678848","20664","14206","10572"
"794945885","23026","16210","10994"
"793128475","21272","14828","10218"
"789126240","29299","17902","6943"
"789121913","29480","18314","7342"
"788427061","28520","16177","11762"
"786989471","21626","14969","10057"
"786679162","22698","14387","8193"
"786674282","23258","14270","8880"
"786000969","24340","12922","11668"
"764459322","28677","17266","9561"
"763435729","28758","17520","9928"
"758078409","29096","17080","10920"
"757396504","28529","16249","11228"
"757055403","29030","17226","7966"
"757055317","28400","15682","7414"
"755644082","23311","13490","9480"
"727376283","27532","17366","10935"
"726352774","27883","16371","11307"
"726024758","28958","16118","7096"
"725955898","22272","15763","10576"
"725951521","21644","16120","8058"
"725942718","21332","15606","10970"
"724267537","23262","13230","9863"
"696362840","28918","19053","5484"
"695956656","22384","18611","5373"
"695671851","29176","18261","7826"
"695326490","28858","16701","9817"
"695326397","28633","17016","8210"
"695270840","22935","16523","6986"
"694985489","28701","15368","7880"
"694920753","21947","16329","7752"
"671345931","28883","17361","10367"
"665314820","28677","17754","6380"
"664978073","29372","17007","9972"
"664628372","28384","16323","10384"
"664235541","23503","16382","7326"
"663950729","29192","15390","7112"
"663950556","29337","15807","6667"
"663898692","22698","15396","7606"
"663562172","23315","14670","8324"
"663558074","22968","15089","8221"
"635234035","23097","21803","5409"
"634962055","28533","18818","6700"
"633951900","30353","16617","9621"
"633943192","28870","17358","6214"
"633546217","23549","16400","8077"
"633541960","23108","16702","9516"
"633541717","21416","16987","7043"
"633201022","22433","16511","7160"
"633200987","22109","16240","7233"
"633200871","22751","16162","7291"
"633200861","21939","15949","7486"
"632915714","28948","16256","8120"
"632911211","28748","15440","7138"
"632574613","28772","15419","9263"
"632229278","28324","14304","8244"
"632181938","23488","15078","9164"
"602502825","22772","16509","9052"
"601824532","22957","15713","8723"
"601470598","21734","15314","8852"
"572494993","22884","18213","6126"
"571463188","22444","16658","8222"
"571140165","23777","15901","8956"
"571139809","23946","16384","8502"
"569775058","23943","14630","8533"
"569481415","28752","14140","8634"
"541119189","22428","17580","6442"
"540493022","28638","16767","6550"
"539810773","28402","16038","8025"
"539759172","23596","15518","8332"
"539462336","28276","15380","8094"
"515307870","28957","17230","9869"
"509410587","23558","17406","5787"
"481708589","31280","16146","12624"
"478427368","29254","16602","7122"
"478077561","28508","16162","6956"
"450678094","28676","17720","9513"
"446714544","29698","15905","6757"
"419639581","30354","16472","11845"
"417998204","22528","19182","5060"
"416642425","23730","17038","6530"
"388612388","30051","16638","8332"
"388608485","30554","16138","12042"
"387023620","28774","18444","6152"
"357919199","30136","15960","11732"
"356670712","28653","19555","5497"
"327566137","29033","16309","9131"
"296690817","23104","16428","8535"
"203598504","20541","14550","10243"
"203257652","22693","16742","10245"
"326521082","34300","12318","16904"
"5813128431","34408","11978","17596"
"5813062805","33940","12734","15030"
"5813040000","34246","12404","16812"
"5813012006","34420","12034","14890"
"5812983253","34398","11936","17604"
"1443238597","33693","12909","15574"
"1380495496","29936","16860","7352"
"1380486570","32354","18790","18238"
"1136273393","21263.3","25950","17533.6"
"1129849756","29954","17116","8113"
"1071769518","20054","11902","13380"
"1065751187","34410","12146","17008"
"1035045015","34428","12020","14966"
"1004014587","29611.8","22272.7","18969.2"
"1002658094","34410","11970","14826"
"948372442","34404","12228","16894"
"918334668","34396","27238","18502"
"912601268","29932","17378","7360"
"885262118","30416","17050","7358"
"880875927","34410","12804","15530"
"788794171","29974","17462","7364"
"788111826","31108","15504","11367"
"757413552","29944","16796","7352"
"692852666","19922","13188","9836"
"664650297","30014","16766","7318"
"664645558","29976","17008","8112"
"664313308","30937","15819","7345"
"601120917","19796","14008","8196"
"296872298","34412","11988","14890"
"5813128545","31448","14500","12220"
"5813128542","31102","14543","10583"
"5813128537","30296","15534","9018"
"5813128416","32162","14485","10001"
"5813128323","20372","13156","11716"
"5813128313","29986","15963","7822"
"5813128308","30114","14396","10152"
"5813128237","32174","13654","12795"
"5813122799","30748","15176","7593"
"5813088707","30995","16269","9593"
"5813080804","31932","14762","12652"
"5813077698","30956","14724","9234"
"5813075728","32054","13535","11627"
"5813070464","23931","12102","12046"
"5813065365","33903","12141","17481"
"5813063375","21887","15169","11395"
"5813059875","17024","10384","14690"
"5813057464","34144","11718","13907"
"5813056012","31108","14616","9653"
"5813048536","31561","14364","10878"
"5813047626","21032","14910","11794"
"5813044422","29545","13294","11617"
"5813041684","31384","16060","11604"
"5813041681","20741","12058","14112"
"5813041510","21502","16264","9087"
"5813040300","20069","11563","11413"
"5813039999","32938","14017","12976"
"5813037881","17323","9704","14432"
"5813037879","32486","13592","10537"
"5813037875","22453","15283","9527"
"5813035526","31476","15338","11298"
"5813022950","21266","12666","12052"
"5813020699","30198","16900","8577"
"5813016853","16982","9583","15278"
"5813016830","21611","17111","8065"
"5813016568","30912","15988","8528"
"5813015995","31452","14618","11770"
"5813014859","23462","12246","12292"
"5813014505","33247","12124","12818"
"5813012769","30058","18505","7826"
"5813012311","31111","15153","7775"
"5812987443","18722","12026","14012"
"5812979139","20250","13176","10378"
"1598382541","31442","14421","9630"
"1536986964","20942","12466","11740"
"1504924440","24086","11698","12990"
"1504582746","20035","12941","9960"
"1504268020","31533","13809","10743"
"1473207713","19708","11894","11486"
"1473202957","23044","12212","12314"
"1472866173","23878","12173","11608"
"1472546868","31560","15010","7945"
"1472542572","30596","14905","8829"
"1472537557","31022","15379","7401"
"1442556708","31845","14139","10015"
"1441848753","31160","15646","8547"
"1441503748","32254","14473","9389"
"1441503403","31146","14979","8230"
"1441499284","31752","14728","8588"
"1441499171","30919","16597","7886"
"1441498763","31480","15026","8527"
"1441485464","19103","12388","10905"
"1413882984","32364","12551","13759"
"1410813978","31782","14606","9114"
"1410472719","30752","15710","7551"
"1410451151","22839","12878","10692"
"1410451120","20098","13390","10050"
"1410450949","22702","12733","11009"
"1410450859","19816","10722","12596"
"1410450576","23086","12518","11586"
"1410450514","23185","12688","11004"
"1410127581","30178","15346","8544"
"1410127303","31270","14098","10614"
"1410122892","19917","12381","11025"
"1410122843","21466","13545","10438"
"1410122586","23265","12979","11404"
"1410122382","22740","11980","14208"
"1410118722","24061","12608","11643"
"1382195959","34294","12048","17850"
"1380408769","23648","12517","11343"
"1380408540","23655","12593","10873"
"1380149683","31395","14786","8867"
"1380149563","31680","14640","10044"
"1380145201","30685","16451","7439"
"1319776226","32881","12268","12733"
"1319388508","20323","13617","9881"
"1318109929","30223","14626","9560"
"1289725803","22182","11988","14634"
"1289725799","32325","13625","10007"
"1289380259","19978","13778","10974"
"1289082813","23292","12523","12579"
"1287411513","22905","12334","11863"
"1286315568","20146","15389","8188"
"1259718093","19453","15623","14072"
"1259027455","20671","11771","11777"
"1259022991","21162","12656","12842"
"1258376151","33156","11743","13457"
"1258012888","31330","15498","9421"
"1257698024","32369","13133","10622"
"1257357395","33000","12060","13110"
"1256976902","20496","11340","12619"
"1256376704","30935","16198","7678"
"1255638782","30736","15641","8372"
"1255297613","20204","15014","8533"
"1228683492","32076","16600","13828"
"1227345286","31308","15399","9822"
"1227004352","20331","11488","11768"
"1226978058","23470","12089","12791"
"1226632700","20670","10917","13437"
"1226287821","20340","11685","12817"
"1225955443","30804","16220","8154"
"1225251556","30010","17966","9122"
"1224936588","30934","14648","10009"
"1224254476","19774","14326","8388"
"1224249917","23511","11860","13234"
"1223640877","30835","15493","7973"
"1199336289","34066","11460","16848"
"1197993940","20877","15230","8073"
"1195947727","20409","12163","11688"
"1195256943","20073","12067","11381"
"1194937507","20763","12200","11438"
"1194937327","18762","10692","12089"
"1194937249","32101","14441","11025"
"1194912241","32084","14752","10782"
"1194558092","30171","17765","9636"
"1194220763","20234","10994","12566"
"1193884219","19650","11037","13170"
"1192606191","31120","15634","11842"
"1167956458","19330","11992","12484"
"1166592315","16699","10873","15057"
"1166592256","18715","12352","13644"
"1165236314","19866","12796","12342"
"1164615491","22763","15572","9575"
"1164209179","30625","12490","13940"
"1164187272","19027","11603","13719"
"1163880830","22518","12876","12422"
"1163574511","22603","12502","12388"
"1163522330","30002","16803","10466"
"1163198746","32090","14348","10522"
"1163185997","31942","15097","12324"
"1159403919","21473","14604","11009"
"1138259582","32356","15022","12731"
"1136252170","18295","10488","14588"
"1136252169","16650","10659","15548"
"1136248041","16225","9959","14931"
"1135941581","33490","12567","13308"
"1135941181","33948","12057","17045"
"1135907207","19383","10484","15340"
"1135902770","15981","9840","15237"
"1135902749","17660","9482","14934"
"1135902737","17024","10382","15618"
"1135902716","18217","10429","14109"
"1135898324","18246","11065","14387"
"1134201762","20633","13949","11066"
"1133839128","17700","10244","14513"
"1133208889","22556","12581","11452"
"1133191339","20163","12873","12063"
"1133161694","30553","16762","8530"
"1132824528","17373","10083","14791"
"1132539492","22104","15457","8298"
"1132150724","31829","12800","14085"
"1131822654","32618","13933","11831"
"1129042596","21021","15400","9284"
"1107224914","34258","12734","16592"
"1106888382","33979","13098","16568"
"1105882358","22893","12585","14360"
"1103559357","34161","13004","17038"
"1102804327","16835","11417","15935"
"1102454255","15988","10223","15169"
"1101807124","19818","11220","12663"
"1101794211","30520","14886","10000"
"1101504867","21799","12337","13597"
"1101500501","22457","15307","10220"
"1101500218","20446","13592","11434"
"1101495866","31362","14431","11368"
"1101452928","30502","17890","8858"
"1101452892","29918","15008","9497"
"1076285102","17980","9786","15006"
"1073504644","20520","15414","9346"
"1072865814","32848","13790","13376"
"1072844208","30005","17747","8480"
"1072844079","30668","15768","9318"
"1072818198","21269","15130","8662"
"1072533980","34024","12500","14476"
"1072507501","30322","17240","7798"
"1072503172","31014","16131","9064"
"1072503141","31052","15770","9674"
"1072503117","31596","15645","11765"
"1072503099","30439","15830","7843"
"1072472949","20076","15538","8677"
"1072455791","16877","10437","14960"
"1071484484","32058","15411","12599"
"1071151811","30984","15808","11281"
"1070443716","20350","12456","11280"
"1070115557","31368","13974","11712"
"1070107235","19709","12960","11210"
"1070107083","19638","12437","11388"
"1070094447","31041","14314","11053"
"1070094367","20678","11548","12243"
"1069766271","31620","15201","11790"
"1069757725","31452","15298","8802"
"1067110866","34308","11772","16394"
"1066088381","34213","12556","15300"
"1065751286","34295","12264","17487"
"1065751225","34234","12313","17192"
"1062849983","16676","10106","15356"
"1045268099","19897","12032","13007"
"1044800536","33598","12179","17331"
"1042495376","32798","14476","12768"
"1042448496","19537","9920","14407"
"1041761742","16622","9604","15376"
"1040397559","30424","16699","9075"
"1040117228","21988","15207","9326"
"1040090955","20597","12162","13619"
"1040061244","29911","14888","10043"
"1040060915","31954","15103","11329"
"1040056887","17988","10076","15597"
"1039426297","31894","13650","12544"
"1039408871","21924","12363","13251"
"1039400223","19438","10848","12211"
"1039392337","20076","16016","7334"
"1039076390","32101","14003","10801"
"1036753721","31074","16346","11172"
"1035942041","21700","16588","10421"
"1035393986","33168","13264","13057"
"1034711992","32530","11894","13117"
"1034703497","31900","14429","9571"
"1034220115","18952","11125","14138"
"1034219901","15957","9364","14966"
"1033887446","18489","10041","15098"
"1033196750","17759","10984","15226"
"1033196675","17878","10102","13707"
"1033192275","17373","9460","14619"
"1031828247","17230","9208","15206"
"1011076931","17726","9764","14640"
"1010740063","17393","9509","14125"
"1010437434","33839","12652","13619"
"1010044978","17574","9908","14014"
"1009721053","19280","12801","11833"
"1009704231","21032","12325","13206"
"1009375668","19717","13168","12117"
"1009375497","20816","14625","9259"
"1009371529","29630","17037","7525"
"1009371416","32230","12034","14790"
"1009051653","19891","12313","11805"
"1009043211","31238","12442","13882"
"1009038739","20514","12225","11957"
"1009038430","20036","13916","11827"
"1008727784","31324","15536","10727"
"1008693605","32846","14194","12312"
"1008693462","20321","14104","10863"
"1008391068","29639","16302","7346"
"1008041810","31871","14533","12129"
"1005710800","32262","16440","14587"
"1004017998","32567","13049","12240"
"1003659595","31253","11178","14525"
"1003318634","30534","13135","12456"
"1002999221","33568","12944","14784"
"1002852791","15408","9320","15081"
"1002848661","17334","10330","14272"
"1002848124","19026","11069","11735"
"1002507159","16439","9332","14845"
"1002507131","19736","12904","10632"
"983430664","17000","11165","15073"
"983426636","30785","16268","10628"
"982070626","33460","11812","16130"
"980391392","17720","9862","14379"
"979709436","20798","13538","11155"
"979368408","19996","13799","11413"
"979048306","20771","11846","13217"
"979027169","19525","13213","11577"
"978724939","22570","14222","12078"
"978387957","22008","14519","11512"
"978345861","29191","18474","6664"
"978345784","19921","15165","8978"
"978042898","32190","13077","11907"
"977697611","30962","16054","11726"
"977352235","29739","15562","8044"
"977002560","20032","12451","12919"
"972633484","32646","13388","13970"
"972624772","32768","11793","13481"
"971817711","23921","10771","14867"
"971817401","23760","12494","12671"
"971506655","23186","12096","13344"
"949710555","19554","15729","12921"
"948704770","32934","13739","12538"
"948363394","32028","13168","12539"
"947681574","30133","16900","7491"
"947681560","30462","16457","8021"
"942837451","21740","15767","8677"
"942496391","20987","15619","8738"
"942491983","21636","15068","8044"
"942172835","21784","17234","7208"
"941244280","32324","12182","12364"
"941141029","21839","14977","10754"
"941136490","20866","14916","10868"
"941132434","21436","15853","7639"
"941132270","23457","11553","14068"
"941127873","20864","15399","9774"
"941123755","19243","10405","13343"
"940808800","24040","11977","12666"
"940791383","19088","12303","11582"
"940791269","20316","12098","13056"
"940791248","20185","12273","12614"
"940791123","24069","12300","12328"
"940791115","23784","12513","11884"
"940791093","22697","12234","13005"
"940791092","22944","12134","12698"
"940791032","19761","11632","12318"
"917328669","32509","13960","12277"
"917315578","19673","12122","10609"
"917311596","20108","13296","11224"
"917311482","31284","15936","8864"
"917311264","20567","13803","10500"
"916992347","32254","13530","12382"
"916987940","32040","14042","12391"
"916974420","30204","15420","8070"
"916970165","21313","13114","11828"
"916651038","20032","16296","10985"
"916646694","30482","16080","9579"
"916646157","29985","16296","8139"
"916642481","31691","14118","12103"
"916633574","19688","12778","11707"
"916633472","31283","15142","10513"
"916629242","20979","13077","12144"
"916310074","34124","11874","17444"
"916301251","32148","14054","11936"
"916292657","20631","12573","13161"
"916292606","31766","13340","12808"
"915614485","20275","13279","12756"
"915610423","31652","14222","12581"
"915610218","21986","12620","12385"
"915605959","31086","15892","10505"
"912147912","22140","19212","4798"
"912147871","22068","16293","8557"
"911915224","30373","17500","7462"
"911802614","21529","16103","9767"
"911578041","29908","17294","8890"
"911569552","30159","16327","7597"
"911565319","30644","16867","7612"
"911232821","30635","15099","12003"
"911134017","19150","10982","13020"
"910787992","20705","15289","8526"
"910447181","18635","10337","13642"
"910438331","21472","15568","8236"
"910213890","32536","12135","12711"
"910105915","20689","12894","11569"
"910093235","20665","12613","12809"
"909877092","33563","11823","13200"
"909777910","24416","11960","12278"
"909760587","21284","11736","13528"
"909756319","19674","12213","12350"
"909414983","19994","11689","12635"
"909069688","20098","11534","14330"
"908728886","19403","11574","13237"
"886622166","32404","13532","11942"
"886289222","20505","13202","12259"
"886285243","30671","14769","10483"
"885944205","20429","13036","11179"
"885943948","32611","13379","12807"
"885603529","20967","13026","12589"
"885603527","20182","12840","10833"
"885599178","31789","13904","12908"
"885594701","31725","15417","10886"
"885262237","19457","11756","11895"
"885257938","31184","15813","12351"
"884575336","29553","18162","9330"
"881898734","29092","19373","4965"
"880771722","20796","15370","11380"
"880538997","29619","16685","6989"
"880202324","31086","15031","11572"
"879748663","21075","14877","8403"
"879192161","33675","12234","13409"
"879183317","33320","11662","13888"
"879183243","32250","13124","11470"
"878742820","22406","12504","12696"
"878725581","22647","11796","14673"
"878380399","18950","11672","11576"
"877702431","19859","11299","11639"
"858047578","17196","9856","14061"
"851200326","28392","19022","8818"
"850760107","21158","16478","10018"
"850182049","30452","16608","10298"
"849844855","30366","15446","7549"
"849745643","21666","15580","11606"
"849175947","32700","13520","12288"
"849163019","30812","15470","9968"
"849162653","30491","15257","8209"
"849059197","21737","15510","9929"
"848817674","31314","14618","9358"
"848480760","31426","13784","12147"
"847712342","23401","12366","11850"
"847712250","23709","12915","11563"
"847712233","24110","12992","11218"
"847336755","18834","10723","12556"
"847336715","19268","12422","12142"
"846991524","18839","12113","12525"
"826659627","33315","12076","15830"
"818128117","32609","13287","10915"
"818119357","31223","14382","10170"
"817683388","19434","11912","10892"
"817674780","19586","12361","10912"
"817346903","20024","14228","8999"
"817342497","19584","12739","9947"
"816682110","23655","13000","10134"
"816682061","23897","12826","10533"
"816682053","23426","12852","10419"
"789130596","29403","19015","6290"
"789126422","29420","17662","8265"
"788461444","31767","16084","12156"
"787779388","31231","15581","10149"
"787433966","31405","14894","11300"
"786994048","21412","14486","11877"
"786989395","20554","14438","8756"
"786989348","20018","15055","7882"
"785957618","19250","12002","10639"
"765145895","30730","16453","8969"
"764800313","33023","13472","13846"
"756399239","31114","15089","10085"
"756390536","30865","14029","10721"
"756062593","32577","13316","10200"
"756049717","31702","13471","10816"
"755950242","20380","14376","11427"
"726283852","21005","16315","10668"
"725951660","21943","15559","10911"
"725368734","31793","15060","10577"
"725360291","31718","14872","9342"
"724228740","20208","13631","10295"
"723546819","18945","11271","11332"
"694670373","31540","15254","9352"
"694670358","31414","15592","8976"
"694666271","30745","15052","8077"
"694665957","30942","14860","8731"
"694562388","20739","15050","10105"
"693979726","30594","14335","10257"
"693755250","24006","11359","13725"
"693655791","32294","13998","10275"
"693651381","31708","14003","10408"
"692857189","19535","12515","10249"
"665332092","30489","17254","9965"
"663298610","32058","14805","9730"
"663190769","20146","14654","8937"
"662966385","32287","14080","9895"
"662845370","20357","14485","9881"
"662840966","20239","14213","9598"
"632600726","31434","14924","9778"
"632259507","31204","15109","9135"
"632155800","20527","14816","8210"
"602148552","21596","15725","9296"
"601557317","30742","15336","8924"
"601216096","30698","14904","9382"
"570518166","30150","15062","9095"
"570185174","31048","15274","8410"
"569395077","20176","14016","8614"
"541870397","29376","17993","6367"
"508793049","30390","16020","7372"
"508447812","29995","15277","7691"
"387913101","31379","15412","12311"
"357569240","30234","16009","8189"
"357223889","31213","14896","12038"
"327565800","32096","14281","12774"
"296872415","34164","11788","14927"
"295823782","30619","15353","10750"
"264986706","17110","9406","14896"
"203931040","18098","10077","14494"
"203598542","20178","12765","12571"
"203594175","18571","12005","12002"
"203594169","18743","12288","11743"
"203253072","17776","10196","14204"
"202916528","20075","12279","12198"
"5813020674","32279","10444","18832"
"1230004532","18114","9395","18428"
"5813129271","34408","11524","18740"
"5813127581","29989","9152","23635"
"5813103626","34408","11456","18800"
"5813081864","34218","10942","20574"
"5812987803","21020","9644","16302"
"1476595663","22239","24608","21554"
"1374390473","34358","11102","20052"
"1320799646","30570","8879","22960"
"1291142212","33608","11362","19080"
"1261130146","34386","10792","20520"
"1261130144","34230","11190","20040"
"1261129931","34360","10898","20690"
"1260685629","21087","25582","20430"
"1259097611","34416","12084","15114"
"1199677638","33846","10298","21334"
"1199327859","34402","11466","18862"
"1199082254","34372","10860","20670"
"1197246979","20354","8782","23714"
"1195999722","34406","11498","18792"
"1168664495","34400","10320","21100"
"1168664447","34424","10788","20592"
"1168660275","34416","10746","20570"
"1168660239","34376","10606","20842"
"1168331947","34400","10748","20602"
"1167995070","34402","12094","15068"
"1166674437","34396","10860","21842"
"1138696627","33958","10996","19089"
"1137279454","34402","12322","18504"
"1128495875","34179","11395","17433"
"1127476096","34404","11312","15228"
"1127471202","33896","11307","17411"
"1126310841","20490","8636","21358"
"1065410141","34404","12112","14980"
"1065409934","34386","12200","14902"
"1004700437","34420","12366","18532"
"1003672766","31834","23893","20524"
"941939879","34402","12832","16222"
"917647959","34406","27184","18210"
"910796989","34422","10376","25402"
"880875840","18214","26377","21277"
"858030363","34412","10598","19972"
"850194651","30052","16550","7332"
"357909813","34286","11371","19863"
"357569231","34400","10814","20620"
"326884264","34406","11554","18722"
"296867934","34410","11598","18748"
"5813127522","32317","12317","17951"
"5813111563","31460","11398","18005"
"5813104910","18386","10264","17779"
"5813099653","20226","9174","20165"
"5813097604","33718","11466","18114"
"5813081686","33548","11060","17872"
"5813071231","19205","9957","16149"
"5813067961","21124","9236","21142"
"5813061251","18722","8790","18042"
"5813059834","19698","10286","13700"
"5813058518","19702","9264","17012"
"5813058388","20211","8822","19202"
"5813049445","19429","9303","19099"
"5813046963","33641","11932","19081"
"5813044992","21230","8726","20584"
"5813044670","33550","10904","18316"
"5813041596","33928","11424","17662"
"5813041131","33500","10592","19290"
"5813041098","17950","9800","18076"
"5813040233","16555","9153","16582"
"5813037866","18818","9764","16618"
"5813023615","20818","8820","21034"
"5813023478","20560","10472","18073"
"5813022923","19233","9791","18696"
"5813022922","21673","9488","20069"
"5813021963","19863","10387","17394"
"5813015999","31536","10932","15869"
"5813014777","20802","9477","18368"
"5812994148","31424","9928","18739"
"5812988731","31632","11299","17561"
"5812988707","21896","7774","25154"
"5812988606","34198","11048","19782"
"5812987684","32976","12540","20075"
"5812987339","20022","8804","18094"
"5812987334","21250","8770","19062"
"5812987327","20626","8982","17723"
"5812987321","19551","9241","16171"
"5812986772","18904","8672","18742"
"5812986472","20836","9366","17798"
"5812983840","21788","8688","20296"
"5812981522","22003","9008","18847"
"1661458883","33064","11330","16572"
"1661121263","30221","9203","21098"
"1660789784","30263","9126","26239"
"1631131487","21693","9677","19138"
"1630765418","18748","9280","17132"
"1630462217","31684","10238","17970"
"1601771527","20478","9684","15438"
"1601715638","22056","10943","19259"
"1600083889","33136","11066","16888"
"1600079770","31540","10062","19502"
"1599773239","32930","11100","15994"
"1599747200","33201","11151","16155"
"1599410380","32750","10735","17963"
"1599069164","32154","11002","15978"
"1597683387","20542","8730","20518"
"1570111396","33720","10808","20774"
"1567728102","32465","10862","16578"
"1567382573","32517","10666","18388"
"1567382512","32519","10797","17201"
"1567028669","30826","9280","20281"
"1566644645","21798","9890","18682"
"1539758131","31242","10996","17639"
"1536006733","33230","10793","18099"
"1476936949","32344","12070","17730"
"1475615790","32032","10999","18299"
"1447253749","18764","10040","19330"
"1446230331","32408","12144","18228"
"1445992562","32233","12185","17410"
"1443272825","31815","11165","16790"
"1443268440","33316","11423","17878"
"1442931758","31976","10682","16735"
"1442931671","30486","8841","20881"
"1438028038","20790","10998","18170"
"1434639206","21648","8977","20673"
"1415182325","32145","11869","17165"
"1414845661","20902","10597","18300"
"1412238418","33178","10944","17616"
"1406642759","21427","9229","19885"
"1385524378","18791","10194","17868"
"1384505707","32124","11832","18506"
"1383905754","31728","10756","18904"
"1383461199","21354","9032","20297"
"1375266871","19874","9213","19494"
"1375266822","22102","8767","20722"
"1374731590","33129","10950","19473"
"1374390721","33647","10780","20291"
"1374390667","33946","11170","20220"
"1353544607","34294","11245","17546"
"1351838607","32230","10578","18064"
"1345397641","33112","10716","18528"
