"bodyid","X","Y","Z"
"5812980567","22027","33486","10914"
"5812979156","21009","34231","10798"
"1419019956","21989","34419","12038"
"1418351262","20487","35570","14286"
"1387583807","17620","34300","12672"
"1295855722","19829","34040","10980"
"1295501882","22003","33893","10637"
"1266871604","22405","34574","12472"
"1233773217","20005","33100","9249"
"1233428010","21856","34634","11654"
"1231299343","23440","33786","12540"
"1206114100","21598","33864","10472"
"1204391417","17972","33691","10755"
"1204175835","21220","33989","10248"
"1204124270","20805","33381","9310"
"1203066401","20754","32554","8646"
"1202397143","19494","33787","10207"
"1173753977","19678","33663","9840"
"1173076523","17486","34295","12907"
"1173076392","21504","34655","11333"
"1173007139","17338","34558","13793"
"1172031461","22814","34144","11830"
"1171690479","20508","33174","8568"
"1171690432","21137","32820","8264"
"1170413425","22522","34597","12929"
"1170404875","18823","33212","9322"
"1170322501","18367","34586","13090"
"1169993905","22919","34100","12268"
"1169989698","22049","34058","10320"
"1142365351","21243","35456","13391"
"1142011140","21591","34328","10892"
"1141692008","19118","33235","9004"
"1141678665","21121","33527","9032"
"1141342258","21249","33787","9683"
"1141337605","20341","33404","9137"
"1141337557","21752","35307","13539"
"1141329227","23230","34428","13270"
"1141329053","17778","34577","13593"
"1141328881","21588","32890","9598"
"1141000881","21556","33902","9970"
"1140996390","19035","34843","13458"
"1110997994","19183","33606","10100"
"1110972158","21090","31917","8408"
"1109957857","21403","34831","11858"
"1050585709","17926","34465","13248"
"1048207713","18639","34793","14018"
"1047525093","21051","32437","7986"
"1047183897","20139","33690","10322"
"988852391","18745","33697","10100"
"983759126","17378","33904","11466"
"955464899","18657","33444","9661"
"925799233","19481","34319","11543"
"923726321","22956","34382","12705"
"923385340","16849","34144","12933"
"923027316","20855","34928","12199"
"893710296","19969","33299","8818"
"863711565","23363","33707","11600"
"834044577","20250","34728","12088"
"800264315","22465","34299","12168"
"799919294","24300","34326","14467"
"799578347","18452","33808","10690"
"765457262","19882","32900","8180"
"737167616","20654","33794","10296"
"736830579","22385","33610","9861"
"735134301","17282","34352","13222"
"730709173","22204","33286","10282"
"706819341","19712","33071","8992"
"675763039","21594","33352","9018"
"675468771","24196","34564","14718"
"675451588","19421","33115","8624"
"645090294","21278","35310","13001"
"613044611","23547","34142","12908"
"612638791","20190","32359","8136"
"581336531","20642","31180","7183"
"580317662","20092","33574","9694"
"549610772","22091","33900","9837"
"518930199","22004","33025","8637"
"517207902","24001","34345","13869"
"513451621","21690","33430","9948"
"488559952","21081","33022","8082"
"487899562","22115","34774","12734"
"484735678","22295","33522","9208"
"456846996","22409","33367","11110"
"455431209","21101","32923","9198"
"453380528","20685","32859","8104"
"360941147","20505","32925","9241"
"359598627","22631","33667","11675"
"359586213","18665","34169","11555"
"328546871","21364","32505","8508"
"328253133","21108","32256","8902"
"299613480","20888","31922","8185"
"298595394","22967","33276","11705"
"5813060787","21712","35053","12911"
"5812983965","18051","34663","14042"
"1255297788","21026","33296","9740"
"1170352367","20984","34528","11444"
"677182018","22101","32752","9569"
"735941254","33044","33965","15849"
"577554935","32550","32100","9189"
"5812981641","31725","32766","10127"
"5901205545","33354","33360","12266"
"5901193890","31746","32175","8730"
"5813091758","31362","33038","9873"
"5813090947","29485","33058","10424"
"5813069965","29260","33349","10974"
"5813060817","32310","33970","13142"
"5813047784","33296","33753","14198"
"5813032997","30300","33550","11056"
"5813021261","34039","33609","15267"
"5812979560","31600","34432","14919"
"5812979502","32007","33867","12573"
"5812979170","33402","34014","16428"
"1328522741","33513","33606","13573"
"1328513713","29280","32823","9869"
"1200752926","34010","33454","13562"
"1200687716","31397","33837","11835"
"1172774470","31109","33471","10853"
"1140737968","29736","33315","10781"
"1078007730","30792","33732","11604"
"1047489962","30113","32789","9085"
"1016114585","32854","32466","9773"
"955591114","33076","33632","13106"
"954528474","30203","33740","11496"
"859765252","30675","33417","10578"
"770692923","28535","33215","11127"
"769018494","31796","32956","9955"
"766298734","29224","34066","13484"
"735600320","28945","33088","10718"
"735282133","29790","32963","9927"
"707660374","29811","33494","11351"
"707647321","32009","34181","13564"
"676616719","33422","33751","14582"
"676612729","34030","33338","13028"
"676263239","29338","33576","11651"
"675602461","33827","33503","14823"
"644870768","28791","33397","11743"
"643535876","31061","32948","9525"
"613847777","29241","32985","9405"
"583175492","29772","33306","10427"
"582148591","32604","34135","15292"
"578694777","28466","33110","10493"
"551790913","32978","33795","13676"
"551445253","32980","33225","11590"
"551113395","30730","34389","14297"
"550408954","30892","33556","11080"
"454252960","31964","34376","15360"
"329435390","29873","32676","8723"
"5813049966","29809","33866","12338"
"5813022826","31195","32337","8595"
"5813011483","30234","32710","9474"
"1137957299","32852","33983","14400"
"884916323","32390","32812","10083"
"703900244","32083","32669","9265"
"703866010","32131","34162","14534"
"608534097","18195","31344","7460"
"5813123585","16070","31919","9116"
"5813094683","14036","31445","9818"
"5813082239","14249","32505","11720"
"5813022026","18905","31088","6625"
"2036178921","15224","33712","13044"
"1419909152","17669","31087","7418"
"882144985","14207","34445","18846"
"827889523","15432","31475","9777"
"5901215703","14694","33250","13422"
"5901198043","14022","34176","16297"
"5813133660","14605","33097","15214"
"5813125985","15203","33528","14279"
"5813123748","14187","34116","17770"
"5813097021","14542","33359","14108"
"5813078086","13636","33532","15326"
"5813069484","13900","32772","15129"
"5813061049","15358","33218","13459"
"5813057723","14607","33650","16165"
"5813054186","15863","33895","15908"
"5813053990","15659","34282","16083"
"5813045353","13876","33454","16148"
"5813038491","15170","33262","12391"
"5813033246","15393","33446","14698"
"5813032590","14833","33603","13124"
"5813022629","14687","32933","12556"
"5813020388","15072","32519","10640"
"5812989890","15150","34436","16658"
"5812979815","14342","33522","13826"
"1935972306","15535","33674","15072"
"1875590941","16254","33956","15452"
"1848960054","14524","33009","12125"
"1847944705","14934","33980","14541"
"1819284693","14409","33423","13289"
"1816573829","14599","33864","14230"
"1812488920","14168","33785","16716"
"1810395386","14799","33428","12558"
"1787576370","14470","33427","15065"
"1780767303","14432","32836","14856"
"1756212801","14492","34142","16526"
"1755859880","14678","33743","13632"
"1751100936","14937","33016","12874"
"1720070867","14839","33172","13796"
"1718671665","14560","34144","16324"
"1695848572","15122","33590","12658"
"1693798741","15936","32590","10286"
"1666561406","17076","31786","8753"
"1666492660","16165","32229","9912"
"1663768979","14635","33311","14668"
"1656282488","14381","34053","14908"
"1627277351","15074","33180","13206"
"1562202372","14912","33485","15340"
"1539308805","13510","32658","13772"
"1510998750","14126","34271","15505"
"1508274398","14032","31891","15059"
"1508274264","14350","33226","12930"
"1508274233","14294","32665","13897"
"1508274054","14502","33076","15652"
"1508274007","15006","33873","15210"
"1508273771","15335","33278","12899"
"1477239137","15526","33151","12060"
"1375245983","14518","33864","15585"
"1323407050","15862","33338","11592"
"1315253052","13957","34667","18335"
"1294077075","16232","31488","8772"
"1292713484","13452","33604","16572"
"1292713151","13984","32932","15851"
"1262360335","15856","31790","9563"
"1262014782","13303","32291","16658"
"1231320932","16702","34253","15804"
"1200286383","15082","32629","11331"
"1192848260","13921","34417","17219"
"1168915489","17572","31768","8071"
"1140249852","14172","34702","17762"
"1140249804","13976","33890","18780"
"1139909038","13282","34590","17444"
"1103792936","15443","31538","9032"
"1078517402","14274","32870","13216"
"1071044860","14941","33655","15810"
"1069002537","14702","32563","11085"
"1048846074","14192","33505","15749"
"1038636222","14164","34571","16766"
"987117151","15537","32243","10073"
"976575766","15458","34009","15596"
"945237807","13844","32630","12397"
"894702888","18773","31228","7166"
"861592758","16771","33696","11658"
"861233300","15640","33762","12846"
"832974054","15039","33290","12104"
"707116522","14370","31818","10534"
"642728308","12813","32879","16134"
"611694145","16654","31639","8493"
"5813040779","30784","13364","24334"
"1416347967","32806","22807","24305"
"1222928995","30466","13652","25344"
"1112099400","29554","23521","24686"
"913262104","22708","26528","23118"
"5813011119","25355","31778","13837"
"296139882","24335","32742","12280"
"5813062552","24704","32671","13448"
"5813057162","23952","33640","12120"
"5812980299","24964","32664","10930"
"610351307","23801","31893","7054"
"581690438","24516","32352","8136"
"520613226","22629","32626","10080"
"519957346","23582","33076","10243"
"519275692","24063","33304","12608"
"518930220","24294","31901","9621"
"517902689","25142","31005","12810"
"517578770","23346","33073","9084"
"488896350","23992","32194","9320"
"486194398","24658","33607","14100"
"486103577","23631","33081","9686"
"454477603","24244","31975","7467"
"453794660","24781","32423","11886"
"424729369","21917","32342","8577"
"424037884","25309","32338","11708"
"423792440","24133","33320","10815"
"423757555","23396","32663","11102"
"393776005","23555","32320","8802"
"361722354","23380","32376","7478"
"361312146","24506","32613","8867"
"361298637","25180","32710","11438"
"360759031","24043","32506","10856"
"360698817","23213","32662","8447"
"327941844","24731","33003","11614"
"299043307","24018","31550","11841"
"298957166","23678","32681","12103"
"298258134","22438","32747","7578"
"297519815","25208","33249","13349"
"5901200903","24610","32766","10012"
"5813111606","23782","31800","8209"
"5813092990","22990","33028","11021"
"5813079452","24322","32992","12954"
"5813055773","23782","32455","7949"
"5813026661","24330","33807","13640"
"5813026589","23328","33436","10720"
"5813019517","24780","31196","12206"
"5813009554","24500","32394","10310"
"860905614","24683","31945","12697"
"638312678","24960","33713","15237"
"613822435","25163","33147","12543"
"610368283","22927","33057","8680"
"609993550","22433","32823","9085"
"609677179","24926","32796","10539"
"583024625","23575","32765","11325"
"583024065","24584","32146","8784"
"580662960","25190","32301","10654"
"579014562","23274","31855","8892"
"551669824","23954","33388","11227"
"551666144","24007","31617","9988"
"551337690","25156","32331","9871"
"551333454","25088","31884","9922"
"551302781","23606","32583","9457"
"551000891","24560","32050","10908"
"550655959","24034","32656","8582"
"550651224","24127","33786","13019"
"550326974","24704","32362","9600"
"550319585","24020","32940","9349"
"550318785","24014","31683","8918"
"545903200","21974","32880","8060"
"520285559","24206","32940","10606"
"520272258","24757","33300","12109"
"518920893","24316","33346","11736"
"516603060","24367","32717","9488"
"512782759","24768","31884","9221"
"488231939","23034","32600","8996"
"487217638","23370","33260","11532"
"486444857","23714","31514","9330"
"425148091","25270","32646","12274"
"425143700","24119","33073","10039"
"424193190","25439","31323","12483"
"423096943","22894","32905","9877"
"392325925","23735","33814","13206"
"361636071","22640","32328","8391"
"328632707","22713","32723","8036"
"328265389","23022","32016","9527"
"327588225","22937","33288","9496"
"298962041","25106","33151","15305"
"298616761","24156","32513","11497"
"298616588","23856","32356","10180"
"298599672","24814","32395","12552"
"298586553","21594","31950","8010"
"297925608","24561","31818","11348"
"297917363","24698","31543","8516"
"5901213155","27899","32882","11754"
"518329528","27003","33113","12673"
"484911954","25742","31585","11817"
"453536432","26369","32989","13827"
"361981338","29294","32661","8193"
"361040812","26818","31750","9194"
"330678844","26225","32019","12629"
"643510877","26005","31007","12534"
"641066630","29378","31780","8612"
"611413241","30688","31970","7950"
"547612423","30880","31900","7880"
"5901207157","27148","32948","11622"
"5813108370","28186","32612","8551"
"5813104761","25827","30725","12043"
"5813077469","26358","30644","8881"
"5813075772","26617","32273","9770"
"5813071078","25154","31142","10166"
"5813041149","25292","32852","16715"
"5813022337","25930","32342","16517"
"5813019833","25895","32301","14354"
"5813019681","25434","31951","14591"
"5813011865","30336","32506","8474"
"5813011508","27805","33050","11033"
"5813011074","25276","30955","8683"
"5813010533","30772","32566","8214"
"5813009989","25230","32478","13142"
"5813009424","28248","32364","9850"
"824565895","27137","32821","10708"
"731140809","26682","33133","13203"
"641403248","28015","33193","11426"
"641062535","26340","32642","13089"
"610722297","28369","32780","10675"
"610376954","30496","32424","7978"
"581414714","27682","33380","12000"
"581409749","27023","32744","11867"
"580732377","28363","32144","9174"
"578642656","27523","33121","12438"
"552101376","29727","31730","7964"
"551427936","26258","32593","11789"
"550404663","28154","33390","12098"
"550322829","24872","31303","9083"
"549347735","27442","32092","9006"
"517280671","27540","31914","9514"
"516943929","27247","32440","10168"
"486932201","27750","32354","8070"
"485589846","25851","32408","15385"
"485171425","26524","32792","12428"
"484829654","27440","32660","9468"
"454896445","25746","31721","12952"
"423852469","27834","32921","10371"
"423512063","25330","31454","9648"
"392424485","28656","32394","8836"
"392130578","27480","31674","8215"
"362814519","24780","31663","10338"
"358290805","29426","32189","8477"
"331774819","26850","31096","8948"
"330661786","28931","32177","9216"
"330079381","26450","31248","9727"
"330074324","29862","32168","8080"
"329728593","28436","32860","9060"
"329391878","29202","31726","8086"
"329310230","26630","31871","11648"
"328607225","18906","23412","4688"
"299621755","25346","31202","13386"
"299043389","28248","31590","8764"
"298262837","25149","31568","11677"
"298254517","28310","32908","9712"
"298250090","24703","33487","12966"
"297934012","26525","32288","10488"
"5901213440","19772","36086","20047"
"298258513","18504","35604","20517"
"5901222244","15624","35224","18342"
"5813090253","15421","34897","17111"
"5813041237","20350","33720","21526"
"5813014391","17978","34860","14596"
"5813009620","20047","36306","20824"
"5812983258","16664","35732","20174"
"5812982711","20060","17192","12470"
"1511645270","15336","34415","15645"
"1510294245","15427","34158","14484"
"1139240289","14963","34577","16306"
"894380152","16431","34189","14578"
"892398461","17020","34858","16338"
"862010850","16749","35617","18218"
"858574470","15616","33770","13663"
"826844892","15066","34810","16858"
"825822254","18679","36345","20841"
"825489724","15994","34594","15648"
"824128501","16126","34309","14245"
"801283077","16034","34019","13153"
"797216807","17211","34656","14742"
"795826923","15057","33603","13595"
"765810666","15868","34308","14568"
"765504308","13063","33764","15312"
"764817903","14574","34418","15875"
"762058745","15079","35018","17969"
"735488299","19124","34180","14404"
"734089294","15232","35273","19100"
"734088804","15129","35059","18393"
"730006122","22084","34358","11149"
"705471952","19786","34660","16212"
"705462899","15708","34385","15187"
"704116248","17759","35945","20739"
"703059097","18202","36252","20653"
"703050435","14684","34794","17314"
"676133767","16929","34282","13421"
"674446014","15898","33582","14732"
"674108802","16293","35007","16746"
"669649730","19546","36174","19538"
"642387775","17477","34642","14239"
"641709938","16510","35566","18488"
"612307129","16916","35193","17012"
"550621853","15378","33958","13454"
"547552266","19560","36136","21104"
"424767514","18648","35780","19468"
"5813090556","15286","33912","14778"
"5813058319","19158","36208","20582"
"5813058272","16900","34455","14288"
"5813038359","15668","33759","13134"
"5813022548","16880","34218","13804"
"5812995899","16767","34442","14862"
"5812991668","15760","34008","14087"
"1812493277","15768","34652","16508"
"1632055020","16058","34188","15184"
"1510294253","16085","33672","12755"
"1509957446","14674","32246","14410"
"1509957347","16465","33886","12944"
"1509953069","15616","33532","12454"
"1509275719","19760","35495","20592"
"1324762843","16274","34562","16054"
"1076129521","16368","34434","15014"
"951670988","15142","34022","13908"
"893338771","16636","34997","16475"
"887921032","16021","34071","13663"
"887230673","16198","35412","19058"
"862977470","15902","33876","14698"
"862274410","19315","36220","19903"
"861578855","21846","34833","12269"
"861260193","20436","35723","14989"
"861246683","15850","33474","14610"
"861237903","22618","33870","10898"
"861229043","15937","33572","12232"
"858604499","15171","34879","17475"
"858573728","16240","35548","20155"
"854883067","16939","34890","15748"
"831225810","17271","34883","15998"
"827889434","15364","34656","15974"
"827198933","17799","35937","20248"
"800937779","14846","34278","15446"
"797194962","15241","34243","14982"
"796193592","16603","34340","14125"
"795814655","14676","33762","14824"
"795135527","17326","35238","16756"
"763086729","20714","35496","13784"
"708187441","16334","33622","12068"
"706508078","16646","34889","16022"
"673763861","19480","35735","16455"
"613066879","16420","34560","15592"
"548570973","19161","35249","20853"
"861073717","30026","29110","22545"
"730497472","33294","27148","14140"
"703196977","32884","26462","15092"
"700486220","31508","34130","15544"
"2123096640","10368","16188","13900"
"5813056696","13358","32894","12626"
"5813055629","13189","34498","16430"
"2096914287","13424","33965","15497"
"2096909904","12552","32915","13397"
"2061028219","13777","32063","11229"
"1565802648","13980","33615","14785"
"1539309050","12883","32886","12920"
"1508615283","14101","33340","13579"
"1040609541","12976","32153","11715"
"947858407","12919","32857","13414"
"5901203887","13691","33225","13325"
"5813133489","12886","32652","12416"
"5813069512","13205","33197","15565"
"5813062331","12464","33320","15652"
"5813024193","12821","33334","16773"
"5813023929","13172","32572","12064"
"5813018784","13071","31737","11365"
"5813000952","14003","34007","15116"
"5812992965","12040","32950","16217"
"5812991410","12575","32181","11554"
"2155574077","12913","33762","17811"
"2155237366","13744","33910","18033"
"2096914134","13403","33522","14887"
"2096909882","12255","33384","16250"
"2096909873","13452","32914","16591"
"2091721670","12397","32606","12414"
"2065879191","12264","31946","11806"
"2065533721","13768","33009","13910"
"1932518410","11880","31488","11752"
"1508614991","12615","33679","16358"
"1140923511","12562","33469","17722"
"1080886521","12758","33003","15461"
"1074782432","11690","33606","15504"
"1067215615","13456","32262","11592"
"767904550","14832","35296","19426"
"5813054019","13884","32026","10702"
"5901193572","12216","33095","13916"
"5813083687","13562","33186","17157"
"5813075030","13438","33375","17872"
"5813062122","13330","33647","17196"
"5813057245","12398","33818","17286"
"5813054996","13538","32505","18291"
"5813039124","13752","33597","17156"
"5813005259","13568","32687","14473"
"5813003188","13791","33461","14210"
"5813000419","13027","32860","14224"
"5812989041","13928","33006","12918"
"2220026105","12247","32947","15945"
"2184838726","12956","33444","14753"
"2155915107","13336","32539","14908"
"2155915091","13522","32349","15527"
"2155574014","12492","33020","17264"
"2128285745","11868","33156","15808"
"2122761005","13092","34168","15999"
"2096914331","13425","34388","16710"
"2096914329","12947","33345","17995"
"2096914200","13360","33099","13627"
"2096914187","12232","33463","16634"
"2096914099","13698","34384","16088"
"2096913987","13952","33118","14450"
"2096909915","13039","32996","14965"
"2096909903","12439","33832","15723"
"2065533871","13320","33960","17796"
"2026292621","13601","33885","17637"
"1965962396","13756","32790","13374"
"1963523237","12674","33201","14060"
"1931827637","13846","33527","17615"
"1871114028","12314","32608","17117"
"1842850638","14466","34360","17190"
"1812497812","14477","34958","18879"
"1812485095","13733","33159","18618"
"1627618361","12231","32722","16597"
"1603757560","13292","32446","17524"
"1570343631","12513","32066","17026"
"1539649574","12831","33389","15288"
"1539309006","13240","33126","14064"
"1539308866","12625","32366","12037"
"1508615290","12704","32800","16824"
"1508615054","13045","34326","16916"
"1262356170","13204","31917","17940"
"1262015257","12001","32335","12184"
"1262015098","13049","33458","16019"
"1170939344","12784","32804","17829"
"1140245595","12298","33357","14932"
"1138579549","14561","34928","18229"
"5813082722","33574","23818","17918"
"796978752","34386","33024","15484"
"5812980079","12762","23238","4734"
"5901195498","13902","21008","6848"
"5813134052","15440","24986","8340"
"5813033000","22741","28473","3458"
"5813022341","22786","29546","10178"
"1173814525","22974","29764","9538"
"673509195","23572","29316","8636"
"644113913","18990","23854","11704"
"613079053","18508","26340","11664"
"612742248","11982","28900","17422"
"612738462","24748","27556","8746"
"612422902","21904","29512","4812"
"612371421","21576","26508","9604"
"610312734","17182","21512","11038"
"608283432","19444","23298","9290"
"550422384","17152","27500","9518"
"550275952","16082","25758","9472"
"549261610","16204","23222","12510"
"547240545","21442","21190","9618"
"517872280","16802","24954","9564"
"487925063","14184","22896","11204"
"487925037","21012","28570","4457"
"486876782","20924","19180","9398"
"425121937","17960","18640","11572"
"424792976","19106","21746","8746"
"424789697","13608","21200","9636"
"424452682","19572","23472","6556"
"423563311","15884","23502","12498"
"393404592","15506","23666","7714"
"393210919","17850","23278","12928"
"296885362","14768","21248","7006"
"5813054079","14396","27108","14840"
"1015143077","18640","26096","11444"
"520380132","18052","27584","10528"
"519279166","22956","22956","10494"
"488322846","18850","28352","11260"
"423792217","14292","26628","13288"
"5901195945","21246","26100","5910"
"5813123042","22256","26310","13218"
"5813098223","23195.3","29900.7","5103.88"
"5813083779","17778","22528","14010"
"5813080769","24172","30109","6125"
"5813070991","18360","26260","14738"
"5813062838","22732","29698","9690"
"5813060993","18864","20208","9118"
"5813060697","20150","25082","12414"
"5813056057","22222","29034","8974"
"5813054659","14014","27876","14112"
"5813040190","22110","29246","5996"
"5813033033","22386","29730","10558"
"5813022419","22007","29900","4431"
"5813022343","28914","19386","13004"
"5813022199","23255","29486","3650"
"5813012231","26246","29686","8788"
"5812982960","23550","23172","11516"
"5812982125","22688","29140","3616"
"5812980520","22619","29572","4252"
"1202704262","23382","29492","7146"
"1112431072","27652","21206","12518"
"894551935","13892","28092","13690"
"862787861","23164","30088","6998"
"861065482","21480","28742","8836"
"861005020","21758","26898","13516"
"859381489","17228","23740","13450"
"826957102","24886","28382","8726"
"770952011","15956","20458","13760"
"770930321","14252","18926","12778"
"770257411","15762","15698","15638"
"769268002","15668","32310","11594"
"739572008","14356","30266","13078"
"675528661","19692","26286","4228"
"675187643","24047","29851","5287"
"675187578","22290","25150","12920"
"675187572","23659","30815","6069"
"675187558","21792","26312","13614"
"675187531","21242","25900","12788"
"675187509","23959","30006","4579"
"675144948","22328","29556","10670"
"675144908","22548","19508","13640"
"674807824","20684","25390","11992"
"644153089","15322","26544","13828"
"644152981","22258","29284","4386"
"644148705","21476","26586","13046"
"644148661","22852","29742","3652"
"644148647","21244","30220","4683"
"644148561","20770","24820","12534"
"644148539","20532","29042","5363"
"644118254","16432","32038","13654"
"643794320","23956","29442","4154"
"643773259","15092","28880","13842"
"643760681","18522","23356","13096"
"641126853","21412","26742","13650"
"613083375","14888","28794","13402"
"613083359","21070","26614","11966"
"613083317","14606","27304","14342"
"613083298","22160","26252","13080"
"612755343","22822","29978","10036"
"612746670","19218","25676","10316"
"612746557","23048","20434","13490"
"612742316","14166","23594","12914"
"612742298","17122","20680","14068"
"612742229","21218","23344","13106"
"612742224","21594","23694","13660"
"612742165","21078","26726","11904"
"612742137","18268","22140","13932"
"612414168","18794","23292","12950"
"611037750","22040","19154","12674"
"610731053","27852","21730","12072"
"582101205","21478","29814","5344"
"582101022","13534","26986","10292"
"581060581","27542","20694","10346"
"580780309","21116","27784","11880"
"551303686","13206","25916","12800"
"551043841","21090","26154","12048"
"550681259","23744","29120","6444"
"550413337","17956","22894","12388"
"550081666","20932","29070","12778"
"548691397","16642","23240","12910"
"547681002","15806","23104","12164"
"547343857","15382","24014","12826"
"547310321","29218","20420","9962"
"546661881","17674","23546","13288"
"546661879","16552","23328","12600"
"546661830","17290","22814","13058"
"546325197","15882","23040","12396"
"546316427","17252","23844","13158"
"546287086","27770","20880","10448"
"519620935","22826","17646","13656"
"518369709","27254","25622","7984"
"517910959","17264","22578","12432"
"516965856","28216","20556","10318"
"516214576","18968","19814","11524"
"488572496","22354","19282","10232"
"486518323","18860","21668","9100"
"484911881","22504","29636","5694"
"484554412","21011","28808","5095"
"482524464","27628","20422","10702"
"455815977","21326","18640","9868"
"455133591","19108","23066","9146"
"454792422","19090","19838","10804"
"452162916","27842","20166","10728"
"420688241","19644","19502","9540"
"394095053","17020","24404","8654"
"392411222","19848","18546","9532"
"392399005","19420","23792","6730"
"392057736","18708","19816","11454"
"364156501","19000","21892","5784"
"361376643","18516","21952","5674"
"360764170","28054","22900","6626"
"360673271","15942","22170","7966"
"359292188","19174","19236","10294"
"357945155","18076","19138","9450"
"609656444","18815","35067","14738"
"5813109941","23098","35178","19968"
"5813061879","23756","34934","14939"
"5812989588","20806","36131","20055"
"5812979271","20621","36607","20345"
"1326813363","24019","34775","18329"
"1234481054","20014","36181","19275"
"1233436479","20674","36214","19255"
"1233436426","20434","36116","17404"
"1233436396","20894","36238","19590"
"1224595673","17320","34686","15348"
"1205090786","21060","36404","17404"
"1203070528","20896","36598","20102"
"1203066222","17664","34909","15838"
"1203066201","21522","36316","18796"
"1173745330","21780","36100","20396"
"1173045815","21446","36288","17890"
"1172372655","18965","35407","15977"
"1169989859","21328","36491","20037"
"1142356576","21700","36197","19919"
"1141687128","20808","36604","20789"
"1141678948","21647","36261","21077"
"1141324564","22852","35240","20806"
"1140655624","21901","36055","20719"
"1140655376","20394","36492","19674"
"1110307501","19786","36145","19025"
"1110298200","19786","35940","17065"
"1051630846","23956","34873","17593"
"1050249677","23716","34568","20014"
"1016839809","22624","35738","18424"
"956138930","23272","35272","15502"
"924429714","20339","36138","20338"
"862705904","21755","35784","15282"
"860983686","20734","36314","20982"
"830276571","20362","35882","15944"
"829261936","23590","34516","20432"
"800622401","22940","35184","20366"
"766838498","24289","34660","17150"
"735112319","21122","36106","16265"
"644417074","22123","35926","19839"
"642732835","20598","36301","18712"
"613398716","20701","36225","17668"
"609310926","20293","36108","19875"
"582355376","22554","35458","20514"
"581332573","21139","36555","20463"
"549955973","20466","36094","16734"
"456174330","22502","35621","20116"
"455159380","21476","36297","19291"
"422682603","20536","35941","20643"
"1078572735","18384","34448","12582"
"549597974","21192","36706","21380"
"5813082175","19386","35380","17458"
"5813021844","34412","33748","16454"
"1202125326","34382","33680","15500"
"893149866","34380","33764","16124"
"5813061560","30926","34313","19852"
"5813061212","34208","34288","16698"
"5813040941","32793","34597","19172"
"5813027518","34260","34045","16232"
"5813022404","33838","34076","15918"
"5813020288","31083","34512","16129"
"5812983827","34015","34530","17473"
"5812983418","30520","34394","15104"
"5812981895","33518","34448","16852"
"5812979558","33143","34221","16575"
"1297815807","33974","33648","16448"
"1295225451","31425","34684","20687"
"1266478519","30161","34446","19396"
"1264186300","30212","34558","19934"
"1263832477","34398","34066","15398"
"1262744824","33080","34180","16990"
"1233505806","32347","34399","16770"
"1233501275","30089","34276","20385"
"1233492573","33764","34068","16570"
"1205225146","30801","34066","20190"
"1200753289","30631","34510","16448"
"1200753147","34044","33791","15564"
"1172446050","34265","34391","17173"
"1172441674","29094","34316","19653"
"1171785552","30451","34546","18101"
"1171772286","29953","34352","19937"
"1171436073","31180","34587","16750"
"1171431567","28814","34418","18683"
"1140750938","31570","34103","20698"
"1140738351","30595","34526","17443"
"1139724251","29418","34455","16357"
"1081767446","29504","34511","16958"
"1081086613","29814","34576","17256"
"1048004460","32945","34524","18017"
"1019347828","33726","34924","18952"
"1016118449","31638","34357","19843"
"954222134","29264","34560","17678"
"893158121","33579","34039","16825"
"829379400","31476","34676","16530"
"799362484","30392","34640","17240"
"798693540","28848","34322","15021"
"798585556","31752","34628","17930"
"798356481","31294","34604","15562"
"798027992","28209","33890","20612"
"767671354","34318","33579","14423"
"643523134","31055","34543","17057"
"643501489","30678","34479","15589"
"643142863","31636","34492","15651"
"613835634","33846","34445","17098"
"268725517","31816","34625","19475"
"1605181883","33319","34518","20274"
"5812981862","19412","21068","5324"
"517587356","19184","23932","4864"
"5813077405","24396","24232","9840"
"5813061389","26311","28956","6951"
"5813057164","19742","19826","5968"
"5813047907","25409","25189","4915"
"5813047717","24532","23764","6948"
"5813026428","25555","27944","6282"
"5813026416","24082","21110","9700"
"5813026404","26936","21600","9260"
"5813026385","25228","26892","5923"
"5813026371","26560","24800","5702"
"5813025545","19008","21242","4826"
"5813020965","25920","23782","7084"
"5813020864","21550","19460","8230"
"5813019567","24778","23585","4552"
"5813014245","22892","25015","4027"
"5813012529","20434","20264","7524"
"1481737138","26426","22160","10082"
"859339195","18344","19704","6172"
"704487840","25266","32639","13604"
"514530654","22687","26398","4457"
"392445880","24948","25213","6909"
"359027729","24935","22207","5385"
"331411807","27120","28300","5972"
"330388864","26187","26150","5988"
"301037686","24124","28442","5272"
"270322941","21980","28014","4820"
"267304783","27679","25601","4184"
"206555682","21960","26370","3704"
"5813054053","15795","32891","10857"
"738155917","19646","32384","8165"
"733036127","16842","33976","12530"
"484130600","18976","31641","7809"
"1817712927","20078","31882","7444"
"1076173414","18454","32067","7427"
"1050922195","17033","32297","9052"
"894020730","20078","31167","6776"
"641688553","18630","32284","8007"
"607597135","17219","32562","9552"
"580300616","20030","31480","7674"
"299289811","16076","33580","13405"
"5901218930","17460","33180","10103"
"5813133463","16324","33186","10825"
"5813027737","15586","33140","11256"
"1268179590","16214","32666","9830"
"1081957306","20736","32154","7340"
"1079625867","18246","33314","9520"
"1051631142","17125","33466","10773"
"1050581215","17576","32512","8972"
"958197533","18050","31803","8395"
"957131025","17493","32181","8655"
"926813501","17651","32891","9522"
"926454306","17969","32384","8467"
"892385258","16695","33123","10444"
