bodyid,pre,post,upstream,downstream,status,name,voxels,soma,side,connectivity.type,cell.type,class,cellBodyFiber,glomerulus,presyn.glom,layer,ct.layer,axon.outputs,axon.inputs,total.length,cable.length.glom.um,axon.length,notes
2073723619,113,102,102,549,Traced,ORN_VC1_L,110423860,FALSE,B-contra,ORN_VC1,ORN_VC1,ORN,NA,VC1,111,1,1,549,102,343.5483034,147.0662879,343.5483034,
2074413812,75,84,84,376,Traced,ORN_VC1_L,74593215,FALSE,B-contra,ORN_VC1,ORN_VC1,ORN,NA,VC1,75,1,1,376,84,276.6083197,72.47358862,276.6083197,
2104429901,95,122,122,401,Traced,ORN_VC1_R,101447248,FALSE,B-ipsi,ORN_VC1,ORN_VC1,ORN,NA,VC1,95,1,1,401,122,385.3521896,190.8933812,385.3521896,
5812999097,83,107,107,422,Traced,ORN_VC1_L,90193612,FALSE,B-contra,ORN_VC1,ORN_VC1,ORN,NA,VC1,83,1,1,422,107,224.9601123,111.7590187,224.9601123,
5812999215,85,99,99,449,Traced,ORN_VC1_L,94038907,FALSE,B-contra,ORN_VC1,ORN_VC1,ORN,NA,VC1,82,1,1,442,96,281.7069087,83.45624088,281.7069087,
5813077826,91,96,96,400,Traced,ORN_VC1_R,78803165,FALSE,B-ipsi,ORN_VC1,ORN_VC1,ORN,NA,VC1,88,1,1,400,96,282.5391942,146.6904169,282.5391942,
1789695647,66,89,89,301,Traced,ORN_VC2,74202740,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,301,89,252.9153732,NA,252.9153732,
1977596902,54,63,63,252,Traced,ORN_VC2,62203320,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,252,61,250.5661886,NA,250.5661886,
2041035230,53,74,74,256,Traced,ORN_VC2,69645276,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,256,74,272.0722901,NA,272.0722901,
2072411270,48,64,64,231,Traced,ORN_VC2,48589903,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,231,64,122.888063,NA,122.888063,
2104097978,65,87,87,286,Traced,ORN_VC2,57574521,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,286,87,178.0319261,NA,178.0319261,
2105448977,60,84,84,300,Traced,ORN_VC2,67576427,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,300,84,263.8574542,NA,263.8574542,
2105448995,55,78,78,266,Traced,ORN_VC2,64404315,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,266,77,275.3810572,NA,275.3810572,
2105449001,59,79,79,277,Traced,ORN_VC2,70344740,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,277,78,282.681107,NA,282.681107,
2105449028,59,86,86,306,Traced,ORN_VC2,66714194,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,306,85,298.5564255,NA,298.5564255,
2105453118,68,91,91,279,Traced,ORN_VC2,80713203,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,276,88,403.5984957,NA,403.5984957,
2105453119,65,107,107,289,Traced,ORN_VC2,70967332,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,287,107,261.4544967,NA,261.4544967,
2105453184,55,80,80,245,Traced,ORN_VC2,67177250,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,245,80,270.0304986,NA,270.0304986,
2105453255,79,112,112,328,Traced,ORN_VC2,69962829,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,328,112,290.589646,NA,290.589646,
2105457595,51,56,56,211,Traced,ORN_VC2,68632306,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,209,56,251.0656325,NA,251.0656325,
2105789828,55,94,94,238,Traced,ORN_VC2,65388619,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,238,94,275.0983094,NA,275.0983094,
2105789935,60,106,106,248,Traced,ORN_VC2,58954781,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,248,105,234.6085481,NA,234.6085481,
2105790068,66,116,116,281,Traced,ORN_VC2,70228717,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,281,116,323.2463675,NA,323.2463675,
2105794119,61,70,70,278,Traced,ORN_VC2,55560361,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,278,70,266.6518748,NA,266.6518748,
2105794279,68,109,109,302,Traced,ORN_VC2,73520178,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,302,107,374.5220676,NA,374.5220676,
2105798782,56,71,71,296,Traced,ORN_VC2,65755292,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,296,71,254.8741261,NA,254.8741261,
2105798812,63,72,72,311,Traced,ORN_VC2,53157616,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,311,72,142.1742337,NA,142.1742337,
2106135212,58,85,85,286,Traced,ORN_VC2,53012279,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,286,85,179.7343063,NA,179.7343063,
2106135249,68,91,91,289,Traced,ORN_VC2,56104796,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,289,91,159.7644091,NA,159.7644091,
2136146972,47,52,52,189,Traced,ORN_VC2,52517071,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,189,52,245.3965342,NA,245.3965342,
2136151495,56,59,59,279,Traced,ORN_VC2,61730721,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,279,59,265.9144662,NA,265.9144662,
2137170131,65,101,101,247,Traced,ORN_VC2,72635691,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,247,101,295.0323935,NA,295.0323935,
2197876080,57,102,102,244,Traced,ORN_VC2,65241311,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,244,102,288.8783928,NA,288.8783928,
5813018827,60,77,77,265,Traced,ORN_VC2,50248917,FALSE,NA,ORN_VC2,ORN_VC2,ORN,NA,VC2,NA,1,1,265,77,225.3369469,NA,225.3369469,
1852093674,57,66,66,284,Traced,ORN_VC3_L,75516753,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,53,1,1,284,66,216.4403851,91.48117681,216.4403851,
1852097284,24,24,24,112,Traced,ORN_VC3_R,36203167,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,24,1,1,112,24,99.14952257,35.6614267,99.14952257,
1883468979,49,54,54,212,Traced,ORN_VC3_L,55596029,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,49,1,1,212,54,194.0129377,81.46544177,194.0129377,
1883469292,29,31,31,119,Traced,ORN_VC3,27871023,FALSE,NA,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,29,1,1,119,31,178.4346571,63.34561369,178.4346571,
1883469542,22,28,28,106,Traced,ORN_VC3,43630356,FALSE,NA,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,22,1,1,106,27,181.4159852,57.32502127,181.4159852,
1883469558,42,46,46,205,Traced,ORN_VC3_L,49290961,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,41,1,1,205,46,176.8641062,64.36180977,176.8641062,
1945875433,32,34,34,148,Traced,ORN_VC3_L,46342473,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,32,1,1,148,34,193.9595551,67.21810553,193.9595551,
1977597054,46,72,72,200,Traced,ORN_VC3_L,58157639,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,42,1,1,200,71,176.9271959,109.2000979,176.9271959,
1977600880,89,99,99,398,Traced,ORN_VC3_R,91683386,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,85,1,1,398,98,338.6910555,133.5518293,338.6910555,
1977933882,53,58,58,239,Traced,ORN_VC3_L,67042378,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,52,1,1,239,58,225.0452683,95.52457093,225.0452683,
2008631215,34,35,35,162,Traced,ORN_VC3_L,50683892,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,34,1,1,162,34,183.3277808,68.10240292,183.3277808,
2009309602,46,52,52,209,Traced,ORN_VC3_L,52071300,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,46,1,1,209,52,147.3680891,63.49469845,147.3680891,
2009655004,102,113,113,510,Traced,ORN_VC3_R,91744844,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,101,1,1,510,113,256.234737,183.8121879,256.234737,
2040348807,58,75,75,281,Traced,ORN_VC3,53640309,FALSE,NA,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,56,1,1,281,75,120.4279494,106.0955287,120.4279494,
2040348896,96,107,107,409,Traced,ORN_VC3_R,88873472,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,95,1,1,409,107,259.9690847,156.2395607,259.9690847,
2040677122,84,96,96,396,Traced,ORN_VC3_R,79718018,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,82,1,1,396,96,233.0101121,150.1565152,233.0101121,
2040681011,47,49,49,192,Traced,ORN_VC3_L,53265945,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,47,1,1,192,49,139.1844638,71.76211989,139.1844638,
2040685505,84,104,104,391,Traced,ORN_VC3_R,86230069,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,84,1,1,391,104,332.2979801,111.7649905,332.2979801,
2040689399,49,58,58,226,Traced,ORN_VC3,41684510,FALSE,NA,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,NA,1,1,226,58,81.24296623,NA,81.24296623,
2040689820,34,37,37,165,Traced,ORN_VC3,31455722,FALSE,NA,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,34,1,1,165,37,79.60436613,40.82294905,79.60436613,
2041026442,91,91,91,421,Traced,ORN_VC3_R,83722852,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,85,1,1,421,91,234.9592978,180.1967085,234.9592978,
2071711245,68,86,86,322,Traced,ORN_VC3,75922270,FALSE,NA,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,NA,1,1,322,86,317.0971025,NA,317.0971025,
2071715595,38,40,40,180,Traced,ORN_VC3_L,44562944,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,38,1,1,180,39,114.0791121,52.86196993,114.0791121,
2072070166,81,111,111,408,Traced,ORN_VC3_R,73371184,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,81,1,1,408,107,323.3649864,124.9774339,323.3649864,
2072397710,55,53,53,242,Traced,ORN_VC3_L,61338121,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,51,1,1,242,53,206.6817388,73.82913079,206.6817388,
2072398225,71,64,64,336,Traced,ORN_VC3,68989085,FALSE,NA,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,NA,1,1,336,63,316.8470992,NA,316.8470992,
2103079192,81,82,82,368,Traced,ORN_VC3_R,65646316,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,78,1,1,368,82,217.7091717,132.7693636,217.7091717,
2103100204,45,49,49,227,Traced,ORN_VC3_L,51991065,FALSE,B-contra,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,45,1,1,227,49,136.2824752,89.27448639,136.2824752,
2103104826,94,94,94,421,Traced,ORN_VC3_R,70611813,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,90,1,1,421,94,205.550584,121.3842209,205.550584,
2103428527,90,91,91,393,Traced,ORN_VC3_R,91283523,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,89,1,1,393,90,313.4963794,126.3778945,313.4963794,
2103441206,74,94,94,339,Traced,ORN_VC3_R,64844913,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,68,1,1,339,94,230.2245722,170.3344469,230.2245722,
2103765567,52,52,52,218,Traced,ORN_VC3,46812143,FALSE,NA,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,NA,1,1,218,52,189.4202999,NA,189.4202999,
2134817763,60,68,68,242,Traced,ORN_VC3_R,64230370,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,60,1,1,242,68,173.7155327,102.1507933,173.7155327,
2135145228,92,96,96,422,Traced,ORN_VC3_R,85607484,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,92,1,1,422,95,309.5732552,114.2916939,309.5732552,
2135482607,66,68,68,282,Traced,ORN_VC3_R,57627112,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,66,1,1,282,68,180.4097994,121.564235,180.4097994,
2165830935,77,93,93,341,Traced,ORN_VC3_R,74213432,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,75,1,1,341,93,210.6073118,121.4302922,210.6073118,
5813050676,80,110,110,362,Traced,ORN_VC3_R,159248639,FALSE,B-ipsi,ORN_VC3l,ORN_VC3l,ORN,NA,VC3,77,1,1,361,109,451.0143431,165.1244277,451.0143431,
2102751384,46,48,48,245,Traced,ORN_VC5,61475640,FALSE,NA,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,245,48,220.741101,NA,220.741101,
2103446612,49,55,55,232,Traced,ORN_VC5,60842686,FALSE,NA,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,232,54,218.0661105,NA,218.0661105,
2134472645,68,91,91,303,Traced,ORN_VC5,45092175,FALSE,NA,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,303,91,138.6453507,NA,138.6453507,
2134822126,68,80,80,289,Traced,ORN_VC5,47107546,FALSE,NA,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,289,80,140.2720601,NA,140.2720601,
2134822333,65,61,61,322,Traced,ORN_VC5,42949810,FALSE,NA,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,320,61,113.0146882,NA,113.0146882,
2165157838,60,45,45,272,Traced,ORN_VC5,51952317,FALSE,NA,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,272,45,178.7832791,NA,178.7832791,
2165166131,71,86,86,297,Traced,ORN_VC5_R,55293543,FALSE,B-ipsi,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,297,86,169.6912342,NA,169.6912342,
2165170658,60,69,69,274,Traced,ORN_VC5_R,48512442,FALSE,B-ipsi,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,274,69,160.06432,NA,160.06432,
2165844209,52,42,42,232,Traced,ORN_VC5_R,46185942,FALSE,B-ipsi,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,232,42,134.6266166,NA,134.6266166,
2196192146,60,71,71,270,Traced,ORN_VC5,35693064,FALSE,NA,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,270,71,116.1558607,NA,116.1558607,
5813090624,29,33,33,122,Traced,ORN_VC5_R,35200583,FALSE,B-ipsi,ORN_VC3m,ORN_VC3m,ORN,NA,VC5,NA,1,1,118,33,138.0390064,NA,138.0390064,
2105488165,57,80,80,276,Traced,ORN_VC4,37037072,FALSE,NA,ORN_VC4,ORN_VC4,ORN,NA,VC4,NA,1,1,276,80,151.7101567,NA,151.7101567,
2008632294,11,10,10,43,Orphan,ORN_VM6_L,14334593,FALSE,B-contra,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,43,10,84.79302669,NA,84.79302669,
2070356018,26,38,38,112,Traced,ORN_VM6_L,23844860,FALSE,B-contra,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,112,38,183.5646431,NA,183.5646431,
2070692530,12,20,20,50,Orphan,ORN_VM6_L,17665144,FALSE,B-contra,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,50,20,82.87188784,NA,82.87188784,
2071029651,23,22,22,101,Traced,ORN_VM6_L,19175620,FALSE,B-contra,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,101,22,143.9647232,NA,143.9647232,
1789034579,13,14,14,59,Traced,ORN_VM6,17584672,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,59,14,144.6565517,NA,144.6565517,
1882790992,172,142,142,855,Traced,ORN_VM6,177703901,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,854,140,338.9430419,NA,338.9430419,
1883128139,11,15,15,50,Traced,ORN_VM6,14895345,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,50,15,128.6853561,NA,128.6853561,
1883133491,166,142,142,788,Traced,ORN_VM6,269308025,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,788,141,336.4075814,NA,336.4075814,
1914500037,21,19,19,89,Traced,ORN_VM6,23928903,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,89,19,172.8194904,NA,172.8194904,
2007604041,26,25,25,90,Traced,ORN_VM6,19926822,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,90,25,138.1980932,NA,138.1980932,
2008627426,68,78,78,312,Traced,ORN_VM6,41020480,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,312,77,242.675525,NA,242.675525,
2038980593,15,17,17,71,Traced,ORN_VM6,21379093,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,71,16,150.8030464,NA,150.8030464,
2039666921,83,102,102,348,Traced,ORN_VM6,52456835,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,348,101,234.7621087,NA,234.7621087,
2070351726,73,81,81,310,Traced,ORN_VM6,47023010,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,310,81,227.2829354,NA,227.2829354,
2101723222,64,51,51,304,Traced,ORN_VM6,60181420,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,304,51,378.1949914,NA,378.1949914,
2102056443,67,63,63,296,Traced,ORN_VM6,50217140,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,292,62,160.1081148,NA,160.1081148,
2102065009,12,17,17,56,Traced,ORN_VM6,16512966,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,56,17,136.2174135,NA,136.2174135,
2102410195,9,10,10,37,Traced,ORN_VM6,11531858,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,37,10,93.28418939,NA,93.28418939,
2163793289,66,49,49,306,Traced,ORN_VM6,49214748,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,306,49,233.1898745,NA,233.1898745,
2163793358,63,66,66,278,Traced,ORN_VM6,46395247,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,278,66,200.9165297,NA,200.9165297,
2164130952,72,91,91,313,Traced,ORN_VM6,50434217,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,313,91,250.3576636,NA,250.3576636,
5812999669,92,80,80,382,Traced,ORN_VM6,66578938,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,380,80,268.235047,NA,268.235047,
5813004626,62,78,78,260,Traced,ORN_VM6,29504498,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,260,78,105.7517333,NA,105.7517333,
5901202025,17,23,23,81,Traced,ORN_VM6,18862031,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,81,23,82.34324236,NA,82.34324236,
5901209981,22,30,30,90,Traced,ORN_VM6,20940462,FALSE,NA,ORN_VC5,ORN_VC5,ORN,NA,VM6,NA,1,1,90,29,163.4602759,NA,163.4602759,
2197500470,72,70,70,361,Orphan,ORN_VL1_R,56552959,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,71,1,1,360,70,177.0539973,147.4619165,177.0539973,
5813003783,80,91,91,421,Orphan,ORN_VL1_R,71065026,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,80,1,1,421,91,215.3481966,174.6263435,215.3481966,
2138849727,86,90,90,455,Traced,ORN_VL1_R,70093588,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,83,1,1,455,90,181.8452233,124.1703602,181.8452233,
2169198172,75,95,95,356,Traced,ORN_VL1_R,71598489,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,75,1,1,356,95,158.0945953,127.3519506,158.0945953,
2169198190,79,92,92,393,Traced,ORN_VL1_R,71909255,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,79,1,1,393,92,169.7953427,134.469909,169.7953427,
2169538985,84,116,116,419,Traced,ORN_VL1_R,83388624,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,84,1,1,419,116,198.225904,153.4204035,198.225904,
2197158842,88,87,87,473,Traced,ORN_VL1_R,74233723,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,88,1,1,473,86,231.4243678,172.9653208,231.4243678,
2197158864,79,105,105,411,Traced,ORN_VL1_R,72213881,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,77,1,1,411,104,184.2592398,162.7450515,184.2592398,
2197500539,92,107,107,477,Traced,ORN_VL1_R,80156230,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,87,1,1,477,107,204.9337301,130.0666958,204.9337301,
2197841544,76,78,78,344,Traced,ORN_VL1_R,74258739,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,73,1,1,344,78,171.3551591,112.9685649,171.3551591,
2228190346,91,90,90,436,Traced,ORN_VL1_R,76915903,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,86,1,1,436,90,207.8401977,150.3504147,207.8401977,
2228194261,45,54,54,226,Traced,ORN_VL1_R,55718641,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,44,1,1,225,54,180.3152057,100.438692,180.3152057,
2228198564,85,96,96,386,Traced,ORN_VL1_R,71703195,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,85,1,1,386,96,171.2898977,133.3715315,171.2898977,
2228202851,81,133,133,402,Traced,ORN_VL1_R,69516898,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,81,1,1,402,133,185.470142,158.0866119,185.470142,
2228531013,76,114,114,371,Traced,ORN_VL1_R,65728808,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,71,1,1,371,114,163.669395,121.3889904,163.669395,
2228535037,78,98,98,406,Traced,ORN_VL1_R,70087614,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,78,1,1,406,97,183.2959731,144.7987643,183.2959731,
2228548225,89,120,120,443,Traced,ORN_VL1_R,75144680,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,86,1,1,443,120,197.7865921,157.4280204,197.7865921,
2228885032,88,113,113,422,Traced,ORN_VL1_R,74266820,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,88,1,1,422,113,193.2299398,166.8516761,193.2299398,
2229212992,78,82,82,372,Traced,ORN_VL1_R,67732637,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,75,1,1,372,82,165.8539671,125.0411422,165.8539671,
2229221710,75,76,76,395,Traced,ORN_VL1_R,66668192,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,75,1,1,395,76,169.6941798,122.4261372,169.6941798,
2229230439,66,106,106,352,Traced,ORN_VL1_R,62844503,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,65,1,1,350,106,182.9254785,167.1464552,182.9254785,
2229558578,83,131,131,447,Traced,ORN_VL1_R,68311398,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,83,1,1,447,129,218.7709769,171.8357409,218.7709769,
2259228827,84,116,116,431,Traced,ORN_VL1_R,75136908,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,80,1,1,426,115,221.9390401,187.1160984,221.9390401,
2259241827,80,118,118,391,Traced,ORN_VL1_R,67159441,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,80,1,1,391,118,204.3816849,170.0686588,204.3816849,
5812992944,75,77,77,352,Traced,ORN_VL1_R,74528696,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,75,1,1,352,77,182.9950543,139.8608214,182.9950543,
5812992948,79,80,80,399,Traced,ORN_VL1_R,69640877,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,79,1,1,399,80,172.8606281,132.8023387,172.8606281,
5812993911,90,98,98,455,Traced,ORN_VL1_R,77172246,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,90,1,1,455,98,235.0367335,199.1679019,235.0367335,
5812995431,70,89,89,339,Traced,ORN_VL1_R,65050270,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,70,1,1,339,89,159.6569372,129.1775713,159.6569372,
5812999764,74,104,104,415,Traced,ORN_VL1_R,63880401,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,73,1,1,413,104,163.1474088,113.3671597,163.1474088,
5813000806,88,85,85,428,Traced,ORN_VL1_R,77518613,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,83,1,1,428,85,192.8134564,143.663483,192.8134564,
5813000807,96,108,108,496,Traced,ORN_VL1_R,79780867,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,96,1,1,496,108,188.3652042,153.3344598,188.3652042,
5813003357,55,61,61,255,Traced,ORN_VL1_R,54738219,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,54,1,1,255,61,170.1428385,134.1685058,170.1428385,
5813003771,79,119,119,417,Traced,ORN_VL1_R,69085908,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,79,1,1,417,119,199.1466933,151.6246002,199.1466933,
5813003775,80,72,72,388,Traced,ORN_VL1_R,79620051,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,80,1,1,388,72,228.7286519,132.0487607,228.7286519,
5813003777,73,96,96,370,Traced,ORN_VL1_R,60229499,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,73,1,1,370,96,181.9145789,155.2880297,181.9145789,
5813003778,95,86,86,466,Traced,ORN_VL1_R,79627924,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,95,1,1,466,86,203.8034235,163.179972,203.8034235,
5813003780,88,88,88,418,Traced,ORN_VL1_R,72464307,FALSE,U-ipsi,ORN_VL1,ORN_VL1,ORN,NA,VL1,88,1,1,418,88,202.5228576,149.2233412,202.5228576,
