bodyid,pre,post,upstream,downstream,status,name,voxels,soma,side,connectivity.type,cell.type,class,cellBodyFiber,glomerulus,presyn.glom,layer,ct.layer,axon.outputs,axon.inputs,total.length,cable.length.glom.um,axon.length,notes
5812995347,89,124,124,328,Traced,ORN_DL1_R,74621924,FALSE,B-ipsi,ORN_DL1,ORN_DL1,ORN,NA,DL1,85,1,1,323,122,386.7241424,125.2973257,386.7241424,
5813132919,27,34,34,106,Traced,ORN_DL1_L,54765989,FALSE,B-contra,ORN_DL1,ORN_DL1,ORN,NA,DL1,27,1,1,106,34,313.7096795,43.94807489,313.7096795,
1635888647,97,79,79,515,Traced,ORN_DL2d_L,114257481,FALSE,B-contra,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,91,1,1,515,79,299.9976389,115.2073387,299.9976389,
1669915315,102,80,80,538,Traced,ORN_DL2d_L,98746107,FALSE,B-contra,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,99,1,1,538,80,310.4367177,116.0509061,310.4367177,
1699957886,93,87,87,458,Traced,ORN_DL2d_L,101274455,FALSE,B-contra,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,90,1,1,458,87,309.5471216,94.98564617,309.5471216,
1700596168,67,59,59,363,Traced,ORN_DL2d_L,81102787,FALSE,B-contra,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,65,1,1,363,58,256.1671298,69.50990788,256.1671298,
1700635521,89,77,77,484,Traced,ORN_DL2d_L,120322966,FALSE,B-contra,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,81,1,1,482,76,279.3224016,82.76318099,279.3224016,
1700937308,88,82,82,445,Traced,ORN_DL2d_L,118643991,FALSE,B-contra,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,84,1,1,445,82,300.6738914,101.8569265,300.6738914,
1731298838,90,89,89,446,Traced,ORN_DL2d_L,99150691,FALSE,B-contra,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,87,1,1,446,88,290.657969,114.3050826,290.657969,
1731307775,204,206,206,997,Traced,ORN_DL2d_R,189029044,FALSE,B-ipsi,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,197,1,1,997,205,455.8217965,223.7115503,455.8217965,
1731631051,175,171,171,830,Traced,ORN_DL2d_R,168791615,FALSE,B-ipsi,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,170,1,1,830,168,638.9941053,195.5835712,638.9941053,
1731631097,165,159,159,865,Traced,ORN_DL2d_R,165919962,FALSE,B-ipsi,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,165,1,1,865,158,436.9057149,197.4687019,436.9057149,
1793014297,180,225,225,901,Traced,ORN_DL2d_R,153637293,FALSE,B-ipsi,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,177,1,1,901,223,479.9865367,231.6133579,479.9865367,
1793014384,131,138,138,691,Traced,ORN_DL2d_R,136939176,FALSE,B-ipsi,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,122,1,1,691,138,420.6290572,149.1634183,420.6290572,
1793351123,176,163,163,906,Traced,ORN_DL2d_R,172330654,FALSE,B-ipsi,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,170,1,1,906,161,445.6129963,198.8989391,445.6129963,
1794374434,76,50,50,410,Traced,ORN_DL2d_R,59263380,FALSE,B-ipsi,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,75,1,1,410,50,136.0556844,88.90502596,136.0556844,
5813047527,203,194,194,967,Traced,ORN_DL2d_R,164277798,FALSE,B-ipsi,ORN_DL2d,ORN_DL2d,ORN,NA,DL2d,201,1,1,967,194,473.1582192,205.2594296,473.1582192,
1668943729,208,227,227,1023,Traced,ORN_DL2v_R,214478241,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,191,1,1,1023,225,494.0314288,208.9043442,494.0314288,
1669919662,93,110,110,498,Traced,ORN_DL2v_L,114109045,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,87,1,1,498,109,328.308557,103.9378079,328.308557,
1669928802,104,112,112,532,Traced,ORN_DL2v_L,128566776,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,99,1,1,532,112,337.5093881,131.4320662,337.5093881,
1700298962,109,101,101,552,Traced,ORN_DL2v_L,117081448,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,108,1,1,552,99,275.9267748,107.3126211,275.9267748,
1700600598,99,112,112,467,Traced,ORN_DL2v_L,130067367,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,95,1,1,467,111,295.1307083,108.6770938,295.1307083,
1700605059,90,95,95,474,Traced,ORN_DL2v_L,102740734,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,87,1,1,471,95,297.6583708,103.7587475,297.6583708,
1700605075,122,114,114,594,Traced,ORN_DL2v_L,149919282,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,111,1,1,592,112,323.7365747,105.4710824,323.7365747,
1731290073,104,115,115,508,Traced,ORN_DL2v_L,128136468,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,101,1,1,506,113,307.8799829,107.0928596,307.8799829,
1731294438,230,239,239,1091,Traced,ORN_DL2v_R,228742107,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,223,1,1,1091,238,493.1925657,233.9090645,493.1925657,
1731303224,100,108,108,496,Traced,ORN_DL2v_L,115871452,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,100,1,1,496,105,300.8617159,130.0547972,300.8617159,
1731303242,59,67,67,285,Traced,ORN_DL2v_L,99025363,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,54,1,1,285,67,263.0034918,70.46453002,263.0034918,
1731626687,103,105,105,469,Traced,ORN_DL2v_L,118423075,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,98,1,1,469,104,294.2166483,82.00576218,294.2166483,
1731626696,220,220,220,1079,Traced,ORN_DL2v_R,193301132,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,196,1,1,1074,217,499.6732255,202.2558689,499.6732255,
1731631162,190,243,243,959,Traced,ORN_DL2v_R,209145691,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,134,1,1,957,240,481.2090271,149.0278046,481.2090271,
1731631196,120,109,109,604,Traced,ORN_DL2v_L,164772077,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,117,1,1,603,109,321.2774934,127.9040141,321.2774934,
1762657390,220,251,251,1110,Traced,ORN_DL2v_R,216475696,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,216,1,1,1110,249,541.6576132,236.6853983,541.6576132,
1762661722,220,261,261,1100,Traced,ORN_DL2v_R,207980187,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,199,1,1,1098,258,556.1133534,229.0113471,556.1133534,
1793010051,219,245,245,1051,Traced,ORN_DL2v_R,196858116,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,204,1,1,1048,241,525.361429,212.6453953,525.361429,
1793692357,235,265,265,1195,Traced,ORN_DL2v_R,209543038,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,231,1,1,1195,265,501.1499129,260.0097241,501.1499129,
1793696526,226,247,247,1089,Traced,ORN_DL2v_R,209469645,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,220,1,1,1089,244,520.7097977,249.5743622,520.7097977,
1794711172,207,239,239,1014,Traced,ORN_DL2v_R,212982694,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,200,1,1,1014,229,519.4821153,186.892367,519.4821153,
5812995297,114,123,123,527,Traced,ORN_DL2v_L,158962167,FALSE,B-contra,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,110,1,1,527,121,306.1953844,106.6715694,306.1953844,
5813039011,207,250,250,1014,Traced,ORN_DL2v_R,195131006,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,191,1,1,1014,249,485.9119783,184.3512061,485.9119783,
5901204684,238,260,260,1136,Traced,ORN_DL2v_R,216814212,FALSE,B-ipsi,ORN_DL2v,ORN_DL2v,ORN,NA,DL2v,226,1,1,1136,256,519.3412498,228.6109676,519.3412498,
1606205114,40,52,52,135,Traced,ORN_DL3_L,51234252,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,30,1,1,133,51,278.9134318,40.71869457,278.9134318,
1671603328,41,44,44,146,Orphan,ORN_DL3_L,35064856,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,40,1,1,146,44,166.0024912,45.29449144,166.0024912,
1671944099,25,29,29,101,Traced,ORN_DL3_L,30119196,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,25,1,1,101,29,199.2878298,30.28350098,199.2878298,
1575170548,31,35,35,111,Traced,ORN_DL3_L,43327409,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,31,1,1,111,33,242.4137827,37.41888693,242.4137827,
1605190412,56,52,52,210,Traced,ORN_DL3_L,47702251,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,38,1,1,209,51,273.4571228,54.0230402,273.4571228,
1605864107,56,51,51,202,Traced,ORN_DL3_L,50960869,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,42,1,1,200,51,253.4701604,62.63564813,253.4701604,
1605864206,38,46,46,140,Traced,ORN_DL3_R,30535706,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,32,1,1,139,46,204.0850003,45.09584752,204.0850003,
1605864211,59,43,43,214,Traced,ORN_DL3_R,47748630,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,57,1,1,211,43,337.151647,54.5853286,337.151647,
1605864308,43,45,45,167,Traced,ORN_DL3_R,31268422,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,43,1,1,167,45,183.0504648,51.42056407,183.0504648,
1605864432,20,21,21,54,Traced,ORN_DL3_R,41429646,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,17,1,1,54,21,272.7136109,34.99333355,272.7136109,
1609874147,58,58,58,188,Traced,ORN_DL3_R,56702348,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,39,1,1,188,57,330.7542244,35.32594917,330.7542244,
1609878729,47,41,41,141,Traced,ORN_DL3_L,37980814,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,40,1,1,141,41,256.8994485,59.46898024,256.8994485,
1609878899,40,38,38,140,Traced,ORN_DL3_L,38521495,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,38,1,1,140,37,259.4970899,69.92348532,259.4970899,
1609878900,36,35,35,127,Traced,ORN_DL3_L,35108187,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,34,1,1,125,34,210.4978951,35.00685845,210.4978951,
1609883139,33,32,32,104,Traced,ORN_DL3_L,30926007,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,32,1,1,104,32,176.2063088,35.91013918,176.2063088,
1609883285,49,62,62,191,Traced,ORN_DL3_L,54639803,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,39,1,1,191,62,268.3486872,52.26867469,268.3486872,
1610219941,34,26,26,137,Traced,ORN_DL3_L,30525999,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,32,1,1,132,26,133.1530738,31.88472834,133.1530738,
1610224198,73,50,50,257,Traced,ORN_DL3_L,62776487,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,69,2.128,1,255,50,261.6808666,72.60646629,261.6808666,
1637983203,67,83,83,364,Traced,ORN_DL3,76537961,FALSE,NA,ORN_DL3,ORN_DL3,ORN,NA,DL3,44,1,1,364,83,265.6068611,60.92203236,265.6068611,
1639921179,46,38,38,166,Traced,ORN_DL3_L,53906447,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,40,1,1,164,37,243.3403692,44.51564582,243.3403692,
1639943177,38,37,37,122,Traced,ORN_DL3_L,42764703,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,35,1,1,122,34,205.2125701,43.32018985,205.2125701,
1640568208,38,37,37,133,Traced,ORN_DL3_L,36976753,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,37,1,1,133,37,162.7005097,67.72454238,162.7005097,
1640568218,35,40,40,117,Traced,ORN_DL3_L,36914232,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,35,1,1,117,40,230.9799914,41.75986291,230.9799914,
1640568272,50,78,78,183,Traced,ORN_DL3_R,45369549,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,45,1,1,178,76,162.3057255,73.42196635,162.3057255,
1640572862,55,46,46,187,Traced,ORN_DL3_L,49048541,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,41,1,1,173,44,239.2728082,39.24045945,239.2728082,
1640572939,43,41,41,138,Traced,ORN_DL3_L,41396765,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,40,1,1,134,40,118.0672479,36.63193369,118.0672479,
1640577143,29,38,38,113,Traced,ORN_DL3_L,40556595,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,29,1,1,113,38,217.4153287,32.85650292,217.4153287,
1640581107,32,25,25,98,Traced,ORN_DL3_L,32524626,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,30,1,1,98,25,206.6877028,30.40210491,206.6877028,
1640909365,29,24,24,106,Traced,ORN_DL3_L,30832032,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,28,1,1,106,24,241.7124837,49.18428497,241.7124837,
1640913594,38,44,44,135,Traced,ORN_DL3_L,46851826,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,37,1,1,135,44,236.093743,52.50683393,236.093743,
1640922302,89,115,115,389,Traced,ORN_DL3_L,60777424,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,40,1,1,389,113,322.6061535,45.68522433,322.6061535,
1640922390,44,43,43,147,Traced,ORN_DL3_L,28909500,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,42,1,1,144,42,178.1095837,51.11623937,178.1095837,
1640926761,35,50,50,147,Traced,ORN_DL3_L,34430147,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,34,1,1,147,50,230.3197344,45.08563172,230.3197344,
1641250106,39,45,45,135,Traced,ORN_DL3_L,40239349,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,38,1,1,135,45,139.6701471,49.73999737,139.6701471,
1641250297,51,50,50,168,Traced,ORN_DL3_L,46937204,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,38,1,1,166,49,253.1846058,51.33109324,253.1846058,
1641250391,33,39,39,110,Traced,ORN_DL3_L,39601790,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,33,1,1,110,38,132.9994079,53.05176047,132.9994079,
1641250455,79,93,93,283,Traced,ORN_DL3_R,41766143,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,74,1,1,283,93,269.6133053,191.4403315,269.6133053,
1641254353,63,56,56,197,Traced,ORN_DL3_L,51448435,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,42,1,1,192,54,276.6460072,51.68830985,276.6460072,
1641254638,49,46,46,145,Traced,ORN_DL3_L,40737469,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,48,1,1,143,46,198.5466702,69.41094869,198.5466702,
1641255096,78,64,64,248,Traced,ORN_DL3_L,85160476,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,46,1,1,248,64,462.062243,50.97805678,462.062243,
1641258867,39,37,37,114,Traced,ORN_DL3_L,40711540,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,38,1,1,114,35,223.1529347,36.33800359,223.1529347,
1641258972,48,39,39,185,Traced,ORN_DL3_L,42071581,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,36,1,1,185,37,236.0609864,35.2901482,236.0609864,
1641259066,57,63,63,215,Traced,ORN_DL3_L,51398149,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,40,1,1,215,62,269.4254354,50.5135931,269.4254354,
1641259252,50,50,50,167,Traced,ORN_DL3_R,28214860,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,50,1,1,167,50,171.3791544,86.69750994,171.3791544,
1641263276,38,49,49,133,Traced,ORN_DL3_R,33608308,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,38,1,1,133,49,193.814666,66.28030891,193.814666,
1641263547,53,61,61,185,Traced,ORN_DL3_R,43887496,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,49,1,1,182,61,276.858474,57.69725222,276.858474,
1641595549,59,41,41,218,Traced,ORN_DL3_L,46990973,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,40,1,1,216,39,249.5042486,58.87249999,249.5042486,
1641600157,48,55,55,156,Traced,ORN_DL3_R,48660178,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,46,1,1,156,55,265.3026748,56.18821111,265.3026748,
1670631838,29,28,28,99,Traced,ORN_DL3_L,29860991,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,26,1,1,96,28,210.5191245,43.4226892,210.5191245,
1671598776,22,31,31,84,Traced,ORN_DL3_R,33585013,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,20,1,1,84,29,281.4372502,31.21320674,281.4372502,
1671603165,33,26,26,99,Traced,ORN_DL3_L,33494880,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,32,1,1,99,25,243.2106411,42.65204334,243.2106411,
1671603266,35,40,40,131,Traced,ORN_DL3_L,38355672,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,35,1,1,131,39,224.2922394,41.39178969,224.2922394,
1671608037,36,39,39,145,Traced,ORN_DL3_R,27625256,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,34,1,1,145,38,254.9073854,24.76732833,254.9073854,
1671611615,52,59,59,201,Traced,ORN_DL3_R,35370741,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,51,1,1,201,59,199.0422147,53.95692437,199.0422147,
1671620549,50,53,53,160,Traced,ORN_DL3_R,51206279,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,38,1,1,160,52,320.9661258,57.74373459,320.9661258,
1671621030,59,57,57,213,Traced,ORN_DL3_L,48916534,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,43,1,1,213,57,259.7697612,44.14859697,259.7697612,
1671625186,48,57,57,167,Traced,ORN_DL3_R,26652757,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,48,1,1,167,57,138.8570156,75.64135625,138.8570156,
1671939855,50,68,68,211,Traced,ORN_DL3_R,43868521,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,40,1,1,171,59,192.5992528,58.72158338,192.5992528,
1671961938,45,56,56,182,Traced,ORN_DL3_R,25605367,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,42,1,1,182,56,176.9498388,117.0098682,176.9498388,
1671965948,48,59,59,165,Traced,ORN_DL3_R,32631934,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,46,1,1,165,58,203.8470154,65.26775493,203.8470154,
1671966229,58,45,45,210,Traced,ORN_DL3_L,47555560,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,36,1,1,209,45,264.6513113,28.46310713,264.6513113,
1671966294,55,57,57,197,Traced,ORN_DL3_R,44016002,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,48,1,1,197,57,278.4799911,55.27495392,278.4799911,
1671966374,41,57,57,146,Traced,ORN_DL3_R,21388039,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,41,1,1,146,57,150.7831322,86.74827556,150.7831322,
1672298077,56,60,60,204,Traced,ORN_DL3_R,27137865,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,55,1,1,204,60,169.6767789,127.5294338,169.6767789,
1672298153,49,73,73,165,Traced,ORN_DL3_R,37834023,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,48,1,1,165,73,248.006554,66.26157908,248.006554,
1672302763,35,37,37,134,Traced,ORN_DL3_R,18446801,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,35,1,1,134,37,128.2970682,74.98121846,128.2970682,
1701960710,27,38,38,96,Traced,ORN_DL3_R,31073453,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,27,1,1,96,36,243.8135874,40.56390675,243.8135874,
1702301737,44,47,47,179,Traced,ORN_DL3_R,40666510,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,43,1,1,179,46,291.8920208,55.35541114,291.8920208,
1702810993,45,52,52,170,Traced,ORN_DL3_R,39147015,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,39,1,1,170,50,299.4117675,50.86617181,299.4117675,
1703315602,37,61,61,141,Traced,ORN_DL3_R,41113247,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,37,1,1,141,61,319.0801789,57.51850347,319.0801789,
1703337982,36,44,44,139,Traced,ORN_DL3_R,23237171,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,32,1,1,139,44,197.9914461,55.94241416,197.9914461,
1703665922,40,41,41,133,Traced,ORN_DL3_R,28269368,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,36,1,1,133,41,171.7975925,62.21249759,171.7975925,
1732990851,51,50,50,190,Traced,ORN_DL3_R,28779641,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,49,1,1,190,50,200.0914856,76.27648951,200.0914856,
1732990947,69,93,93,251,Traced,ORN_DL3_R,44850013,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,67,1,1,251,93,228.4273026,126.9377637,228.4273026,
1733673153,27,27,27,96,Traced,ORN_DL3_R,31791080,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,13,1,1,93,25,256.7632482,30.11361421,256.7632482,
1734350602,34,35,35,142,Traced,ORN_DL3_R,39334049,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,29,1,1,140,35,316.8669836,49.60055548,316.8669836,
1734717557,49,55,55,174,Traced,ORN_DL3_R,50832366,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,43,1,1,174,55,352.8768696,53.12526136,352.8768696,
1765398738,62,85,85,206,Traced,ORN_DL3_R,31113842,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,62,1,1,206,85,154.9028373,110.4962866,154.9028373,
1828500243,72,86,86,276,Traced,ORN_DL3_R,43918620,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,71,1,1,276,86,259.6491576,153.7573719,259.6491576,
5812994291,48,47,47,160,Traced,ORN_DL3_L,37620887,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,36,1,1,157,46,255.9801402,50.10699232,255.9801402,
5812996088,45,61,61,160,Traced,ORN_DL3_R,48918624,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,45,1,1,160,60,298.0869697,72.30429118,298.0869697,
5813020395,49,61,61,190,Traced,ORN_DL3_R,56137695,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,46,1,1,186,60,338.3191341,77.34526128,338.3191341,
5813082964,81,78,78,289,Traced,ORN_DL3_R,46096732,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,79,1,1,289,78,228.9585304,132.2752862,228.9585304,
5813133404,50,67,67,172,Traced,ORN_DL3_R,45737627,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,50,1,1,172,66,262.948777,84.82307103,262.948777,
5901204637,29,21,21,107,Traced,ORN_DL3_R,20055885,FALSE,B-ipsi,ORN_DL3,ORN_DL3,ORN,NA,DL3,28,1,1,104,21,114.7772068,45.24138706,114.7772068,
5901206094,47,37,37,152,Traced,ORN_DL3_L,47423968,FALSE,B-contra,ORN_DL3,ORN_DL3,ORN,NA,DL3,43,1,1,151,37,239.5077874,36.78903365,239.5077874,
1670286505,28,36,36,113,Traced,ORN_DL4_L,34191315,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,26,1,1,112,34,210.3703655,45.90625893,210.3703655,
1670934229,54,62,62,201,Traced,ORN_DL4_L,54390225,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,28,1,1,201,61,283.3544403,59.68829609,283.3544403,
1670938273,30,41,41,120,Traced,ORN_DL4_L,41305402,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,28,1,1,120,41,232.6399125,67.50904996,232.6399125,
1671271225,50,76,76,196,Traced,ORN_DL4_L,47290412,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,36,1,1,196,76,281.9981475,76.42988559,281.9981475,
5901195764,45,84,84,157,Traced,ORN_DL4_L,57403409,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,NA,1,1,157,84,359.6822088,NA,359.6822088,
5901204861,30,42,42,100,Traced,ORN_DL4_L,38583826,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,NA,1,1,100,42,219.63643,NA,219.63643,
1605190560,49,85,85,212,Traced,ORN_DL4_L,51824565,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,35,1,1,212,85,270.6353753,83.1706231,270.6353753,
1605522829,55,69,69,198,Traced,ORN_DL4_L,51756869,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,36,1,1,196,69,268.523307,58.22219963,268.523307,
1605863918,43,69,69,169,Traced,ORN_DL4_L,45730632,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,23,1,1,169,68,271.1717697,50.50967257,271.1717697,
1605863963,50,87,87,213,Traced,ORN_DL4_L,52227560,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,18,1,1,213,85,293.0694413,45.89837839,293.0694413,
1605864014,52,57,57,179,Traced,ORN_DL4_L,46027378,FALSE,B-contra,ORN_DL4,ORN_DL4,ORN,NA,DL4,29,1,1,179,57,275.4256732,64.20167721,275.4256732,
1636557945,44,63,63,167,Traced,ORN_DL4_R,53499388,FALSE,B-ipsi,ORN_DL4,ORN_DL4,ORN,NA,DL4,37,1,1,167,63,345.07392,59.10532349,345.07392,
1639579954,56,100,100,226,Traced,ORN_DL4_R,62422862,FALSE,B-ipsi,ORN_DL4,ORN_DL4,ORN,NA,DL4,37,1,1,226,99,377.2882523,70.24632641,377.2882523,
